"","Income","Sex","Marital","Age","Edu","Occupation","Lived","Dual_Income","Household","Householdu18","Status","Home_Type","Ethnic","Language"
"6755",7,1,5,3,4,1,2,1,2,0,2,5,3,1
"6756",2,1,3,4,4,3,3,1,3,0,2,3,3,1
"6757",6,2,2,3,5,4,2,1,2,0,2,3,3,1
"6758",4,1,5,7,3,8,5,1,2,0,1,1,7,NA
"6759",3,1,5,6,4,2,5,1,1,0,2,3,7,1
"6760",9,1,2,3,6,6,2,1,2,0,2,3,7,1
"6761",9,1,2,4,6,1,4,1,3,1,1,5,7,1
"6762",8,1,1,4,4,1,5,2,5,3,1,1,2,1
"6763",8,2,1,4,4,1,5,2,2,0,2,5,2,1
"6764",9,2,2,3,6,1,4,1,2,0,2,3,7,1
"6765",9,1,5,3,6,1,NA,1,1,0,2,3,7,1
"6766",9,1,5,3,5,1,3,1,1,0,1,1,7,1
"6767",9,2,1,4,6,1,3,2,2,0,1,1,7,1
"6768",8,2,1,3,3,3,5,2,3,1,2,3,7,1
"6769",8,2,1,3,5,NA,4,2,2,0,2,3,7,1
"6770",8,1,2,4,5,1,2,1,2,0,2,3,7,1
"6771",9,2,1,3,5,1,3,2,2,0,2,5,7,1
"6772",9,1,2,4,4,1,3,1,2,0,1,1,7,1
"6773",9,1,2,5,6,1,5,2,4,2,1,1,7,1
"6774",8,1,5,4,6,1,2,1,3,0,2,3,7,1
"6775",1,2,5,1,2,6,5,1,3,2,3,1,5,1
"6776",3,2,1,3,4,1,4,2,4,2,2,3,5,1
"6777",2,1,1,3,2,3,3,1,1,0,2,3,5,2
"6778",3,2,2,2,2,1,5,1,3,1,2,3,5,1
"6779",4,1,5,3,4,3,2,1,2,0,2,1,5,1
"6780",3,1,5,3,6,1,1,1,2,0,2,5,5,1
"6781",1,1,5,3,2,3,2,1,NA,0,NA,3,5,1
"6782",1,1,1,3,1,1,5,2,2,0,2,3,5,2
"6783",1,1,5,3,5,4,2,1,4,0,2,3,5,1
"6784",6,2,1,4,3,4,5,2,2,0,2,NA,5,2
"6785",4,2,2,3,3,4,5,1,3,0,2,3,5,1
"6786",7,2,5,2,2,6,5,1,5,2,3,1,5,1
"6787",3,1,5,3,4,1,3,1,4,0,2,5,5,1
"6788",1,2,5,2,4,6,2,1,4,0,2,3,7,1
"6789",7,2,5,4,4,1,5,1,1,0,2,3,7,1
"6790",6,2,1,4,5,4,5,2,4,0,1,1,7,1
"6791",7,1,3,4,6,3,5,1,4,1,2,3,1,1
"6792",1,2,5,2,3,4,2,1,4,0,2,5,7,1
"6793",1,1,5,2,4,2,2,1,4,0,2,5,7,1
"6794",1,1,5,2,4,3,2,1,3,0,2,3,7,1
"6795",2,1,5,3,5,4,3,1,4,0,2,1,7,1
"6796",3,1,5,2,5,1,2,1,5,0,2,1,7,1
"6797",1,1,5,1,2,6,5,1,NA,0,3,3,2,1
"6798",1,1,5,1,2,6,5,1,5,1,3,1,2,1
"6799",1,1,5,1,1,6,5,1,4,2,3,1,7,1
"6800",1,2,5,1,2,6,2,1,NA,0,3,3,3,1
"6801",1,1,5,1,2,6,3,1,5,3,3,1,3,1
"6802",1,2,5,1,2,6,5,1,5,2,3,3,3,1
"6803",1,1,5,1,2,6,5,1,4,1,3,1,3,1
"6804",1,2,5,1,2,6,4,1,7,4,3,1,5,2
"6805",1,1,5,1,2,2,5,1,3,1,2,NA,5,1
"6806",1,2,5,1,1,6,5,1,5,2,3,1,5,2
"6807",1,2,5,1,2,6,5,1,6,1,3,3,5,1
"6808",1,2,5,1,2,6,4,1,4,1,3,5,5,1
"6809",1,1,5,1,2,6,5,1,5,2,3,1,5,1
"6810",8,1,5,2,2,6,2,1,4,1,3,1,3,1
"6811",9,1,2,5,4,3,5,1,4,1,1,1,3,1
"6812",8,2,5,2,3,6,5,1,5,0,2,1,5,2
"6813",8,1,5,2,3,NA,5,1,4,0,1,1,5,1
"6814",8,2,5,2,3,4,5,1,4,1,3,1,5,1
"6815",8,1,1,6,5,1,5,2,4,0,1,1,5,2
"6816",8,2,1,3,5,1,5,2,2,0,1,1,2,1
"6817",9,1,5,3,4,6,5,1,3,0,3,1,7,1
"6818",9,2,2,4,5,1,5,1,4,1,1,1,7,1
"6819",8,2,5,2,3,6,5,1,3,0,3,1,7,1
"6820",8,2,NA,3,4,2,2,1,6,0,2,1,7,1
"6821",8,2,2,2,4,6,2,1,2,0,2,1,7,1
"6822",8,2,2,3,NA,NA,4,3,5,3,1,1,7,1
"6823",3,1,3,6,3,3,5,1,1,0,1,1,5,2
"6824",9,2,3,4,4,3,NA,1,1,0,2,3,3,1
"6825",3,1,5,2,4,9,5,1,2,0,3,1,3,1
"6826",7,1,5,3,5,1,5,1,1,0,1,1,3,1
"6827",2,2,1,3,4,1,5,2,3,1,2,3,3,1
"6828",6,1,5,2,3,7,5,1,7,3,3,1,5,2
"6829",1,1,5,2,3,3,5,1,2,0,2,3,5,1
"6830",7,2,5,2,3,6,5,1,4,3,3,3,5,2
"6831",5,2,1,4,3,1,5,2,5,2,1,1,5,2
"6832",3,2,5,2,3,9,4,1,8,0,3,1,5,2
"6833",7,1,1,4,1,1,5,2,5,3,1,1,5,2
"6834",5,2,1,3,3,2,5,2,2,0,1,1,5,2
"6835",5,2,1,4,2,5,2,2,3,1,2,3,5,NA
"6836",4,2,2,5,2,5,5,1,2,0,1,1,5,2
"6837",6,2,5,2,3,4,5,1,3,0,3,1,5,2
"6838",5,1,5,3,5,3,5,1,7,0,2,3,5,NA
"6839",7,1,NA,2,5,NA,NA,2,4,2,1,1,5,1
"6840",3,1,5,2,3,3,4,1,7,3,3,1,5,1
"6841",7,1,1,4,4,3,5,2,5,2,1,1,5,2
"6842",2,2,1,6,1,4,3,2,4,1,2,1,5,2
"6843",3,2,4,6,3,8,4,1,3,0,1,1,5,2
"6844",4,1,1,3,2,5,2,2,5,1,2,3,5,1
"6845",1,2,3,4,2,5,4,1,9,4,2,1,5,2
"6846",2,2,5,2,3,NA,4,1,7,3,3,1,5,2
"6847",1,1,5,2,2,4,2,1,4,1,3,1,5,2
"6848",3,1,1,3,4,2,3,2,3,0,2,1,5,2
"6849",3,1,1,4,2,NA,3,2,7,2,2,1,5,2
"6850",2,2,1,3,3,5,5,3,5,0,2,3,5,1
"6851",6,2,1,4,4,5,2,3,5,2,1,1,5,1
"6852",5,2,1,3,3,5,5,3,3,1,2,1,5,2
"6853",4,2,5,4,6,4,5,1,3,0,2,3,2,NA
"6854",6,1,3,3,4,1,5,1,1,0,1,1,2,1
"6855",1,2,5,1,3,5,1,1,3,0,2,1,8,1
"6856",5,2,5,5,5,NA,5,1,1,0,2,3,7,1
"6857",4,1,2,4,3,2,4,2,2,0,NA,1,7,3
"6858",1,2,5,1,2,6,NA,1,4,2,3,1,7,2
"6859",2,1,5,3,3,1,5,1,1,0,2,3,6,NA
"6860",4,1,5,4,5,3,4,1,1,0,2,3,7,1
"6861",3,1,5,3,6,4,1,1,2,0,2,3,7,1
"6862",7,1,5,3,5,1,5,1,1,0,1,2,2,3
"6863",1,1,5,4,4,3,5,1,1,0,2,3,7,1
"6864",6,1,2,3,5,4,NA,1,2,0,NA,3,7,1
"6865",5,1,5,3,5,1,3,1,1,0,2,3,7,1
"6866",5,1,5,3,4,8,5,1,1,0,2,3,7,1
"6867",2,1,5,2,4,6,5,1,1,0,2,3,8,1
"6868",4,1,5,2,4,2,3,1,3,0,2,3,5,1
"6869",1,1,5,1,2,6,2,1,7,5,3,1,5,2
"6870",5,1,1,4,3,1,2,3,2,3,1,1,5,1
"6871",6,2,3,3,4,2,5,1,2,1,1,1,5,1
"6872",4,1,1,2,6,6,NA,2,2,0,2,3,7,2
"6873",4,1,2,4,4,4,5,1,2,0,2,3,7,1
"6874",5,2,5,3,5,1,5,1,1,0,2,3,2,1
"6875",4,2,1,3,4,1,1,3,2,0,2,3,7,1
"6876",7,1,5,3,6,2,5,1,1,0,1,2,7,1
"6877",4,1,3,4,5,1,4,1,1,0,2,3,7,1
"6878",4,2,5,4,5,1,5,1,1,0,2,5,7,1
"6879",7,1,NA,2,5,2,5,1,3,0,2,5,7,1
"6880",5,1,5,3,4,4,1,1,1,0,2,3,7,1
"6881",5,1,NA,4,4,1,2,2,1,0,2,1,7,1
"6882",1,2,5,2,3,6,3,1,3,0,2,3,7,1
"6883",2,2,1,2,5,4,2,2,2,0,2,3,7,1
"6884",1,1,5,3,6,6,2,1,1,0,2,3,7,1
"6885",1,2,3,3,5,1,3,1,3,0,2,5,7,1
"6886",7,1,1,3,4,1,2,3,5,3,1,1,7,1
"6887",2,2,5,3,5,1,3,1,3,0,2,3,7,1
"6888",3,2,5,3,5,2,5,1,1,0,2,3,7,1
"6889",4,2,5,3,5,1,3,1,2,0,2,3,7,1
"6890",3,2,5,2,3,4,2,1,1,0,2,NA,7,1
"6891",4,1,5,2,4,3,1,1,1,0,2,3,7,1
"6892",2,2,5,3,5,4,1,1,1,0,2,3,7,1
"6893",2,1,5,2,4,1,5,1,2,0,2,3,7,2
"6894",5,1,5,3,5,1,2,1,1,0,2,3,7,1
"6895",3,2,5,2,3,5,5,1,3,0,2,3,7,1
"6896",2,1,5,4,6,1,3,1,1,0,1,1,7,1
"6897",3,1,5,3,4,9,5,1,2,0,1,3,7,1
"6898",5,2,5,3,5,1,5,1,1,0,2,3,7,1
"6899",5,1,5,4,4,4,5,1,2,0,2,3,7,1
"6900",3,2,5,3,5,1,2,1,NA,0,2,3,7,3
"6901",6,2,5,3,5,1,5,1,1,0,2,3,7,1
"6902",4,2,2,2,3,1,NA,1,4,0,2,5,7,NA
"6903",2,2,1,3,5,5,3,3,3,1,2,3,7,1
"6904",3,1,5,3,4,9,5,1,2,0,1,3,7,1
"6905",4,1,5,3,5,1,3,1,1,0,2,3,7,1
"6906",2,2,5,4,4,4,4,1,1,0,2,3,7,1
"6907",3,2,1,3,5,2,2,2,2,0,2,3,7,1
"6908",7,1,3,3,4,1,5,1,2,0,2,3,7,1
"6909",7,1,5,3,6,1,2,1,1,0,2,5,7,1
"6910",3,1,2,2,4,1,2,1,2,0,2,3,7,1
"6911",3,2,5,3,6,1,2,1,3,0,2,3,7,1
"6912",7,1,2,3,5,3,5,2,2,0,2,3,7,1
"6913",2,2,5,2,5,1,2,1,6,0,2,1,7,1
"6914",6,1,1,2,3,1,3,2,2,0,2,3,7,1
"6915",2,2,5,2,3,2,4,1,2,0,2,3,7,1
"6916",4,1,3,3,5,1,2,1,1,0,2,3,7,1
"6917",5,1,5,3,6,1,1,1,2,0,2,1,7,1
"6918",7,1,5,3,4,2,2,1,2,0,2,3,7,1
"6919",3,1,5,3,5,4,3,1,1,0,2,3,7,1
"6920",3,1,5,2,6,4,2,1,3,0,2,3,7,1
"6921",1,2,5,2,4,5,4,1,3,2,2,3,7,1
"6922",6,1,5,4,5,1,5,1,1,0,2,3,7,NA
"6923",5,2,5,3,6,1,2,1,1,0,2,1,7,1
"6924",3,1,5,2,4,1,2,1,1,0,2,3,7,1
"6925",3,1,5,3,4,1,3,1,1,0,2,3,7,1
"6926",1,1,5,2,4,9,2,1,NA,0,3,5,1,3
"6927",3,1,5,4,2,3,5,1,1,0,2,3,7,1
"6928",5,2,3,3,4,4,2,1,1,0,2,3,7,1
"6929",3,2,2,3,3,1,1,2,4,0,2,3,8,1
"6930",4,1,5,2,4,1,2,1,1,0,2,3,7,1
"6931",7,1,5,5,5,1,5,1,2,0,2,3,7,1
"6932",7,1,2,2,6,1,1,1,2,0,2,5,7,1
"6933",7,1,5,4,5,1,4,1,2,0,2,3,7,1
"6934",6,2,2,3,5,4,2,2,2,0,2,3,7,1
"6935",6,2,5,3,5,1,4,1,1,0,2,3,7,1
"6936",6,2,5,3,6,1,1,1,1,0,2,3,7,1
"6937",6,1,5,3,4,1,3,1,3,0,2,5,7,1
"6938",6,1,5,4,4,1,5,1,1,0,2,3,7,1
"6939",5,2,5,3,4,5,5,1,4,1,3,1,7,1
"6940",6,1,5,2,4,1,2,1,1,0,2,3,7,1
"6941",1,1,5,2,4,6,2,1,3,0,2,3,7,1
"6942",2,1,5,2,4,3,2,1,5,0,2,5,7,1
"6943",1,1,5,2,4,9,5,1,2,0,2,3,7,1
"6944",1,2,5,2,5,6,5,1,1,0,2,3,7,1
"6945",2,2,2,2,4,6,3,1,2,0,2,1,7,1
"6946",1,1,5,2,4,6,5,1,1,0,2,3,7,1
"6947",1,1,5,2,4,6,3,1,3,0,2,3,7,1
"6948",1,2,5,2,4,6,2,1,5,0,2,3,7,1
"6949",5,1,5,3,5,1,2,1,2,0,2,1,7,1
"6950",1,2,2,3,5,1,3,1,1,0,2,3,8,1
"6951",4,2,5,3,2,1,5,1,1,0,2,3,8,1
"6952",3,1,5,3,6,4,5,1,1,0,2,3,7,1
"6953",2,1,5,4,6,6,3,1,1,0,2,3,7,1
"6954",3,2,5,2,6,4,2,1,1,0,2,3,7,1
"6955",6,2,5,3,4,1,3,1,3,0,2,5,7,1
"6956",1,1,5,2,4,6,2,1,3,0,2,3,7,1
"6957",6,1,5,3,6,1,5,1,1,0,2,3,2,1
"6958",2,1,5,2,4,3,5,1,2,0,2,3,7,1
"6959",5,1,5,4,6,1,5,1,2,1,2,3,NA,1
"6960",2,2,2,2,4,6,5,1,2,0,2,3,7,1
"6961",1,1,2,2,4,9,2,3,2,0,2,3,7,1
"6962",1,2,5,2,3,6,5,1,NA,0,2,5,7,1
"6963",3,1,2,3,3,3,4,3,3,1,2,3,8,1
"6964",1,1,5,4,4,1,5,1,1,0,2,3,7,1
"6965",4,1,3,4,4,NA,5,1,2,0,2,3,3,1
"6966",3,2,5,3,5,1,1,1,3,0,2,3,7,1
"6967",7,1,1,4,5,1,5,2,2,0,2,3,7,1
"6968",5,1,5,4,6,8,3,1,1,0,2,3,7,1
"6969",4,1,3,4,5,1,3,1,2,0,2,1,7,1
"6970",3,2,5,3,4,4,3,1,3,1,2,1,7,1
"6971",1,2,5,2,4,6,2,1,3,0,2,3,7,1
"6972",2,1,5,4,6,1,5,1,1,0,1,1,7,1
"6973",3,1,5,2,5,4,1,1,3,0,2,3,7,1
"6974",3,2,5,2,5,9,2,1,3,0,2,3,7,1
"6975",3,2,1,3,4,4,4,2,4,2,2,3,7,1
"6976",1,1,5,4,4,9,5,1,1,0,2,3,7,NA
"6977",2,1,5,3,5,1,3,1,NA,0,2,3,7,1
"6978",3,1,5,4,6,3,2,1,1,0,2,3,7,1
"6979",1,1,5,2,4,9,2,1,1,0,2,3,7,1
"6980",6,1,5,3,4,1,4,1,1,0,2,3,7,1
"6981",3,2,2,2,5,6,5,1,2,0,2,3,8,1
"6982",6,2,3,4,6,1,5,1,2,0,1,5,7,1
"6983",1,1,3,4,3,9,4,1,1,0,2,3,7,1
"6984",4,1,2,3,3,9,2,1,2,0,2,3,7,1
"6985",7,2,5,3,5,2,2,1,1,0,2,3,7,1
"6986",3,2,2,3,3,2,3,1,3,0,2,5,7,1
"6987",4,1,5,3,4,1,1,1,1,0,2,3,7,1
"6988",1,1,5,2,4,2,1,1,2,0,2,3,8,1
"6989",7,1,3,3,3,1,5,1,1,0,2,3,7,1
"6990",2,2,3,5,6,1,5,1,1,0,2,3,7,1
"6991",1,1,5,4,6,9,2,1,1,0,2,3,7,1
"6992",7,1,2,4,6,1,2,2,2,0,2,1,7,1
"6993",8,2,1,4,5,5,3,3,4,2,1,1,5,1
"6994",4,2,5,3,5,1,2,1,1,0,2,3,7,1
"6995",8,2,5,3,5,1,5,1,1,0,1,1,8,1
"6996",9,2,1,6,6,1,5,2,2,0,1,5,7,1
"6997",7,2,2,4,5,1,5,2,3,1,2,1,7,1
"6998",6,2,2,3,6,1,4,1,2,0,2,3,7,1
"6999",5,1,5,2,4,6,5,1,7,0,1,1,7,1
"7000",4,2,5,2,3,1,5,1,2,1,2,3,7,1
"7001",6,2,2,3,4,4,5,2,4,0,2,1,7,1
"7002",1,2,NA,1,2,6,5,1,3,0,3,1,7,1
"7003",1,2,NA,1,2,6,2,3,5,3,3,1,7,1
"7004",1,2,5,2,4,1,5,1,3,0,2,1,7,1
"7005",4,2,5,3,2,2,5,1,1,0,2,2,1,3
"7006",1,2,NA,1,2,6,5,1,3,1,3,2,2,1
"7007",7,1,1,5,5,7,5,3,2,0,2,3,6,3
"7008",2,1,5,2,3,6,2,1,2,0,2,3,7,2
"7009",2,2,2,4,2,5,4,3,2,0,3,1,2,1
"7010",1,1,5,3,4,6,5,1,5,1,3,1,7,NA
"7011",4,2,3,4,4,4,5,1,3,0,1,1,7,2
"7012",1,1,5,2,2,3,5,1,2,0,3,3,7,1
"7013",2,2,5,2,3,2,4,1,3,0,2,5,8,1
"7014",1,2,5,2,2,4,5,1,3,1,2,3,2,1
"7015",1,2,5,1,2,6,5,1,4,1,3,1,7,1
"7016",1,1,5,2,3,2,5,1,3,1,3,1,7,1
"7017",1,1,5,3,4,3,3,1,3,0,2,5,7,1
"7018",1,1,3,2,3,NA,2,1,1,0,2,3,7,1
"7019",5,2,2,3,4,2,3,1,2,0,2,2,1,1
"7020",6,1,2,3,5,4,3,1,2,0,2,2,7,1
"7021",8,2,1,4,5,2,5,3,2,0,1,1,3,1
"7022",8,1,3,2,5,9,2,1,1,0,3,NA,3,1
"7023",8,2,1,4,4,1,5,2,6,3,2,1,5,2
"7024",8,2,5,5,4,4,5,1,4,0,1,1,2,3
"7025",8,1,2,4,4,1,5,1,2,0,2,2,4,3
"7026",8,2,4,5,3,1,5,1,1,0,1,1,8,1
"7027",9,2,2,3,6,1,5,1,2,0,2,2,7,1
"7028",8,1,5,2,1,NA,1,1,5,1,1,1,7,1
"7029",4,1,3,6,2,2,5,1,1,0,2,3,3,1
"7030",6,2,1,7,4,8,5,3,2,0,1,2,5,2
"7031",7,2,1,5,NA,1,4,2,3,1,1,1,5,2
"7032",1,2,5,1,2,6,4,1,3,1,3,1,5,2
"7033",4,1,2,4,3,3,5,3,2,0,NA,3,5,2
"7034",5,2,3,6,3,4,4,1,8,0,2,5,7,1
"7035",7,1,5,4,6,7,5,1,1,0,2,3,3,3
"7036",6,1,3,4,5,7,5,1,1,0,2,2,3,1
"7037",8,2,3,6,4,1,5,1,3,2,2,2,5,1
"7038",9,1,3,5,6,1,3,1,1,0,1,1,3,1
"7039",2,2,4,7,3,8,5,1,1,0,1,4,7,NA
"7040",5,2,5,7,3,8,5,1,1,0,1,NA,7,1
"7041",7,1,1,6,3,3,NA,3,3,0,1,1,8,3
"7042",7,2,1,6,2,5,NA,3,3,1,1,1,8,3
"7043",4,1,2,3,3,4,1,1,2,0,2,3,3,1
"7044",5,1,5,4,3,3,5,1,1,0,2,3,3,NA
"7045",5,1,NA,4,3,4,5,1,1,0,2,2,3,1
"7046",6,1,3,6,3,3,3,1,1,0,NA,3,3,1
"7047",7,2,1,4,5,1,4,2,4,2,2,2,3,1
"7048",5,1,5,2,3,5,5,1,1,0,2,3,2,1
"7049",6,1,2,3,3,4,2,1,2,0,2,3,7,1
"7050",5,1,5,2,3,4,3,1,1,0,2,2,7,1
"7051",6,2,NA,2,3,4,NA,1,2,0,2,2,7,1
"7052",7,1,1,3,5,1,5,2,4,2,2,1,7,1
"7053",6,1,3,6,3,3,4,1,1,0,2,3,7,1
"7054",7,1,1,7,5,8,5,1,2,0,2,NA,7,NA
"7055",5,1,3,7,5,8,5,1,NA,0,1,2,7,NA
"7056",5,1,5,4,3,4,5,1,1,0,2,2,5,1
"7057",5,1,5,2,3,7,2,1,1,0,2,2,5,NA
"7058",5,1,5,2,3,4,5,1,NA,0,2,3,5,NA
"7059",8,1,5,4,6,7,5,1,1,0,2,2,7,1
"7060",4,1,3,4,NA,3,5,1,1,0,2,3,5,1
"7061",6,2,2,4,3,4,5,1,2,0,2,3,7,1
"7062",7,1,1,4,5,1,5,2,4,1,2,1,7,1
"7063",5,2,1,2,3,4,5,2,4,2,2,3,7,1
"7064",6,1,5,3,3,4,2,1,2,1,2,3,7,1
"7065",5,1,1,3,3,4,5,2,2,0,2,3,5,1
"7066",5,2,5,2,3,NA,5,1,5,2,3,1,5,NA
"7067",5,2,5,2,3,4,4,1,1,0,2,3,5,NA
"7068",3,1,5,2,4,2,5,1,1,0,2,3,5,NA
"7069",7,1,3,4,4,1,3,1,1,0,NA,3,5,2
"7070",5,2,5,2,2,5,4,1,1,0,2,3,5,NA
"7071",2,1,2,3,4,7,3,1,2,0,2,3,5,2
"7072",2,1,5,2,2,2,4,1,1,0,2,3,5,2
"7073",2,1,1,2,3,7,2,2,4,2,2,1,5,1
"7074",7,2,1,4,5,4,5,2,3,1,2,3,5,1
"7075",7,1,5,3,5,1,5,1,1,0,2,NA,5,1
"7076",2,1,1,3,3,2,5,2,2,0,2,3,5,2
"7077",5,2,3,3,3,4,5,1,NA,0,2,3,5,NA
"7078",3,2,1,2,3,4,5,2,2,0,2,3,5,1
"7079",7,2,1,5,5,1,5,2,2,0,1,2,3,1
"7080",4,1,5,3,NA,NA,4,1,1,0,2,3,3,NA
"7081",7,2,3,5,6,1,4,1,3,2,2,3,3,NA
"7082",6,1,3,4,4,4,5,1,1,0,1,2,3,NA
"7083",5,1,1,2,3,4,5,2,2,0,2,NA,3,NA
"7084",1,2,NA,1,2,6,2,1,3,1,3,3,3,1
"7085",8,1,5,6,6,1,5,1,1,0,1,2,7,NA
"7086",8,2,1,6,5,1,5,2,5,3,1,2,3,1
"7087",8,1,3,4,5,1,4,1,1,0,2,3,7,1
"7088",7,1,1,4,6,1,5,3,4,2,1,1,NA,1
"7089",8,1,1,5,5,1,5,2,5,1,1,1,7,1
"7090",7,1,2,5,5,1,4,1,3,0,2,2,5,NA
"7091",1,1,5,1,2,6,5,1,3,1,3,1,3,1
"7092",5,1,2,5,2,3,2,3,2,0,2,2,5,2
"7093",3,1,5,2,2,3,2,1,2,0,NA,3,5,2
"7094",6,1,2,4,5,3,5,2,4,2,1,1,5,1
"7095",1,2,5,1,2,6,2,1,3,1,3,1,7,1
"7096",5,2,1,3,4,2,2,3,3,1,2,2,7,2
"7097",5,1,3,4,3,5,NA,1,1,0,2,4,7,1
"7098",5,1,2,3,3,3,5,1,2,0,2,1,7,1
"7099",1,2,NA,2,3,9,5,3,1,0,NA,3,7,2
"7100",8,1,1,2,4,1,2,2,2,0,2,2,5,2
"7101",8,1,4,7,5,8,5,1,1,0,1,1,7,1
"7102",1,1,5,1,2,9,4,1,2,1,2,3,3,1
"7103",3,2,3,4,4,7,1,1,1,0,NA,5,3,1
"7104",1,2,5,1,2,NA,2,1,4,2,3,NA,5,3
"7105",9,2,1,7,6,8,5,3,2,0,1,2,7,1
"7106",1,2,NA,1,2,6,2,3,6,4,3,NA,5,3
"7107",7,1,5,2,3,6,5,1,7,3,1,1,7,1
"7108",6,2,5,5,3,4,5,1,3,0,3,1,7,NA
"7109",4,2,3,5,4,4,5,1,NA,0,2,3,7,1
"7110",7,1,1,4,5,1,5,1,4,2,2,3,5,1
"7111",7,2,1,6,4,1,5,2,4,0,1,1,7,1
"7112",6,2,5,4,5,4,5,1,5,2,2,1,5,2
"7113",7,1,5,2,3,6,5,1,3,1,3,1,7,NA
"7114",8,1,NA,2,4,6,5,1,6,0,3,1,7,NA
"7115",7,2,1,7,5,8,5,1,2,0,2,3,5,1
"7116",4,1,4,7,3,8,5,1,1,0,1,1,7,1
"7117",4,2,1,7,5,8,5,3,2,0,1,2,7,1
"7118",6,1,4,6,4,8,5,1,1,0,1,2,7,1
"7119",4,2,3,6,4,5,5,1,2,0,2,3,7,NA
"7120",1,1,5,1,2,6,5,1,7,3,3,1,7,NA
"7121",8,1,5,2,3,6,5,1,6,3,3,1,3,1
"7122",8,1,2,3,3,3,5,1,5,1,1,1,7,1
"7123",6,2,4,7,5,8,5,1,1,0,2,3,7,1
"7124",8,1,1,6,5,1,5,2,4,0,1,1,7,1
"7125",8,1,1,5,3,1,5,2,5,1,1,1,7,1
"7126",8,2,1,4,4,4,5,2,6,3,1,1,7,NA
"7127",6,1,2,5,5,5,5,1,2,0,2,3,7,1
"7128",6,2,1,4,4,4,5,2,4,2,2,1,7,1
"7129",4,2,4,7,4,8,5,1,1,0,2,3,7,1
"7130",7,2,1,7,5,8,5,1,2,0,1,2,7,1
"7131",7,2,1,4,4,4,5,2,2,0,2,3,7,NA
"7132",5,2,1,4,4,4,5,2,2,0,2,3,3,1
"7133",8,2,1,4,4,4,5,2,5,3,2,1,7,NA
"7134",4,2,1,3,3,5,5,1,2,0,2,3,7,1
"7135",9,2,1,5,5,1,5,2,9,4,1,1,3,1
"7136",8,2,1,5,4,1,5,2,2,0,2,3,3,1
"7137",5,1,2,3,3,3,5,1,3,1,2,1,5,2
"7138",7,1,3,5,3,3,5,1,1,0,2,3,3,1
"7139",2,1,2,3,3,9,5,1,4,2,2,1,7,1
"7140",8,1,1,5,4,1,5,2,6,2,1,1,3,1
"7141",9,1,NA,2,4,6,4,1,8,2,3,1,3,1
"7142",5,2,3,6,5,4,5,1,1,0,2,3,7,NA
"7143",7,1,5,4,5,1,5,1,1,0,2,3,7,1
"7144",7,1,3,6,5,1,5,1,2,0,1,1,7,1
"7145",7,1,3,5,3,3,5,1,1,0,1,2,7,1
"7146",4,2,1,4,4,2,5,2,4,2,1,1,7,1
"7147",4,2,5,3,6,1,4,1,2,0,2,3,7,1
"7148",1,1,5,1,1,6,5,1,4,0,3,1,2,1
"7149",1,1,5,2,3,1,5,1,6,2,2,1,7,1
"7150",2,1,5,3,4,1,5,1,1,0,2,1,7,1
"7151",1,1,5,1,2,6,4,1,4,2,3,1,8,1
"7152",1,1,5,1,2,6,3,1,5,2,3,1,2,3
"7153",8,2,1,3,5,2,5,3,3,1,1,1,7,1
"7154",7,2,3,4,6,1,5,1,2,0,1,1,3,1
"7155",3,1,5,1,4,1,5,1,2,2,3,1,7,1
"7156",8,1,NA,2,3,6,5,1,4,0,3,1,7,1
"7157",2,2,1,6,2,8,4,3,2,0,1,1,7,1
"7158",8,1,1,4,3,2,5,2,3,1,1,1,7,1
"7159",3,2,2,2,5,4,5,1,2,0,2,2,7,NA
"7160",8,1,2,5,5,7,5,1,4,2,1,1,7,NA
"7161",3,1,1,2,5,4,5,2,2,0,2,2,7,NA
"7162",9,1,1,4,3,3,5,2,5,2,1,1,NA,NA
"7163",9,1,1,4,3,1,5,1,NA,0,NA,NA,NA,NA
"7164",9,2,1,5,3,4,5,2,3,1,1,1,7,1
"7165",9,1,1,3,3,3,2,2,3,1,1,1,7,1
"7166",8,1,1,4,3,1,5,2,4,1,1,1,7,1
"7167",8,2,1,3,3,4,5,2,4,2,1,1,7,1
"7168",5,1,5,2,3,2,4,1,4,0,3,NA,7,1
"7169",6,2,3,4,5,1,5,1,2,1,1,2,7,1
"7170",2,2,5,2,4,2,2,1,1,0,2,3,7,NA
"7171",5,2,1,3,3,3,2,1,1,0,2,3,7,NA
"7172",8,2,1,6,3,4,5,2,2,0,1,1,7,1
"7173",7,1,1,4,5,1,5,2,5,2,2,3,3,1
"7174",5,2,1,3,5,4,5,2,2,0,2,2,4,3
"7175",7,1,1,4,4,2,2,2,3,1,2,1,2,3
"7176",5,2,4,6,5,7,2,1,NA,0,1,1,4,3
"7177",7,1,1,4,5,3,5,1,4,2,1,1,7,1
"7178",9,1,1,4,5,3,4,2,3,1,1,1,7,1
"7179",9,1,1,4,5,3,5,2,2,0,1,1,7,NA
"7180",8,2,1,4,3,1,5,2,NA,0,1,1,7,1
"7181",6,1,4,6,4,2,5,1,1,0,2,1,5,1
"7182",1,2,4,7,NA,8,5,1,1,0,2,3,5,NA
"7183",5,1,5,3,4,3,2,1,1,0,2,3,7,NA
"7184",6,1,5,4,5,1,5,1,1,0,2,3,2,1
"7185",4,2,1,7,5,8,5,3,2,0,1,1,5,2
