"","id","state","county","population","housingUnits","totalArea","waterArea","landArea"
"2334","0100000US","Pennsylvania","Perry County","45969","20424",555.54,4.09,551.45
"2335","0100000US","Pennsylvania","Philadelphia County","1526006","670171",142.71,8.61,134.1
"2336","0100000US","Pennsylvania","Pike County","57369","38350",566.85,21.89,544.96
"2337","0100000US","Pennsylvania","Potter County","17457","12932",1081.54,0.22,1081.32
"2338","0100000US","Pennsylvania","Schuylkill County","148289","69323",782.81,4.18,778.63
"2339","0100000US","Pennsylvania","Snyder County","39702","16027",331.52,2.82,328.71
"2340","0100000US","Pennsylvania","Somerset County","77742","38113",1080.93,6.56,1074.37
"2341","0100000US","Pennsylvania","Sullivan County","6428","6304",452.49,2.55,449.94
"2342","0100000US","Pennsylvania","Susquehanna County","43356","22968",832.14,8.71,823.43
"2343","0100000US","Pennsylvania","Tioga County","41981","21364",1136.97,3.18,1133.79
"2344","0100000US","Pennsylvania","Union County","44947","16997",317.78,1.79,315.98
"2345","0100000US","Pennsylvania","Venango County","54984","27464",682.84,8.55,674.28
"2346","0100000US","Pennsylvania","Warren County","41815","23560",898.56,14.43,884.13
"2347","0100000US","Pennsylvania","Washington County","207820","92977",860.91,3.92,856.99
"2348","0100000US","Pennsylvania","Wayne County","52822","31653",750.61,25.01,725.6
"2349","0100000US","Pennsylvania","Westmoreland County","365169","168199",1036.07,8.52,1027.55
"2350","0100000US","Pennsylvania","Wyoming County","28276","13254",405.05,7.73,397.32
"2351","0100000US","Pennsylvania","York County","434972","178671",910.72,6.54,904.18
"2353","0100000US","Rhode Island","Bristol County","49875","20850",44.75,20.59,24.16
"2354","0100000US","Rhode Island","Kent County","166158","73701",188.12,19.59,168.53
"2355","0100000US","Rhode Island","Newport County","82888","41796",313.59,211.21,102.39
"2356","0100000US","Rhode Island","Providence County","626667","264835",435.66,26.15,409.5
"2357","0100000US","Rhode Island","Washington County","126979","62206",562.76,233.53,329.23
"2359","0100000US","South Carolina","Abbeville County","25417","12079",510.99,20.51,490.48
"2360","0100000US","South Carolina","Aiken County","160099","72249",1080.6,9.56,1071.03
"2361","0100000US","South Carolina","Allendale County","10419","4486",412.42,4.33,408.09
"2362","0100000US","South Carolina","Anderson County","187126","84774",757.44,42.01,715.43
"2363","0100000US","South Carolina","Bamberg County","15987","7716",395.56,2.19,393.37
"2364","0100000US","South Carolina","Barnwell County","22621","10484",557.26,8.87,548.39
"2365","0100000US","South Carolina","Beaufort County","162233","93023",923.4,347.12,576.28
"2366","0100000US","South Carolina","Berkeley County","177843","73372",1229.24,130.38,1098.86
"2367","0100000US","South Carolina","Calhoun County","15175","7340",392.48,11.33,381.15
"2368","0100000US","South Carolina","Charleston County","350209","169984",1358,441.91,916.09
"2369","0100000US","South Carolina","Cherokee County","55342(r48150)","23997",397.18,4.52,392.66
"2370","0100000US","South Carolina","Chester County","33140","14701",586.16,5.51,580.66
"2371","0100000US","South Carolina","Chesterfield County","46734","21482",805.75,6.67,799.08
"2372","0100000US","South Carolina","Clarendon County","34971","17467",695.65,88.71,606.94
"2373","0100000US","South Carolina","Colleton County","38892","19901",1133.29,76.79,1056.49
"2374","0100000US","South Carolina","Darlington County","68681","30297",566.8,5.65,561.15
"2375","0100000US","South Carolina","Dillon County","32062","13742",406.59,1.72,404.87
"2376","0100000US","South Carolina","Dorchester County","136555","55186",575.81,2.57,573.23
"2377","0100000US","South Carolina","Edgefield County","26985","10559",506.7,6.29,500.41
"2378","0100000US","South Carolina","Fairfield County","23956","11681",709.88,23.6,686.28
"2379","0100000US","South Carolina","Florence County","136885","58666",803.73,3.76,799.96
"2380","0100000US","South Carolina","Georgetown County","60158","33672",1034.65,221.1,813.55
"2381","0100000US","South Carolina","Greenville County","451225","195462",794.87,9.75,785.12
"2382","0100000US","South Carolina","Greenwood County","69661","31054",462.93,8.2,454.73
"2383","0100000US","South Carolina","Hampton County","21090","9140",562.71,2.81,559.9
"2384","0100000US","South Carolina","Horry County","269291","185992",1255,121.11,1133.9
"2385","0100000US","South Carolina","Jasper County","24777","10299",699.36,44.04,655.32
"2386","0100000US","South Carolina","Kershaw County","61697(r48158)","27478",740.4,13.83,726.56
"2387","0100000US","South Carolina","Lancaster County","76652","32687",555.12,5.96,549.16
"2388","0100000US","South Carolina","Laurens County","66537","30709",723.84,10.04,713.8
"2389","0100000US","South Carolina","Lee County","19220","7775",411.23,1.05,410.18
"2390","0100000US","South Carolina","Lexington County","262391","113957",757.73,58.82,698.91
"2391","0100000US","South Carolina","McCormick County","10233","5453",393.87,34.74,359.13
"2392","0100000US","South Carolina","Marion County","33062","14953",494.14,4.91,489.23
"2393","0100000US","South Carolina","Marlboro County","28933","12072",485.27,5.6,479.67
"2394","0100000US","South Carolina","Newberry County","37508","17922",647.29,17.25,630.04
"2395","0100000US","South Carolina","Oconee County","74273","38763",673.51,47.18,626.33
"2396","0100000US","South Carolina","Orangeburg County","92501","42504",1127.9,21.8,1106.1
"2397","0100000US","South Carolina","Pickens County","119224","51244",512.03,15.62,496.41
"2398","0100000US","South Carolina","Richland County","384504","161725",771.71,14.64,757.07
"2399","0100000US","South Carolina","Saluda County","19875","9289",461.82,9.04,452.78
"2400","0100000US","South Carolina","Spartanburg County","284307","122628",819.24,11.32,807.93
"2401","0100000US","South Carolina","Sumter County","107456","46011",682.08,17.02,665.07
"2402","0100000US","South Carolina","Union County","28961","14153",516.03,1.86,514.17
"2403","0100000US","South Carolina","Williamsburg County","34423","15359",937.04,2.88,934.16
"2404","0100000US","South Carolina","York County","226073","94196",695.81,15.21,680.59
"2406","0100000US","South Dakota","Aurora County","2710","1324",712.75,4.32,708.42
"2407","0100000US","South Dakota","Beadle County","17398","8304",1264.81,6.1,1258.71
"2408","0100000US","South Dakota","Bennett County","3431","1263",1190.5,5.8,1184.71
"2409","0100000US","South Dakota","Bon Homme County","7070","2931",581.66,17.96,563.7
"2410","0100000US","South Dakota","Brookings County","31965","13137",804.94,12.73,792.21
"2411","0100000US","South Dakota","Brown County","36531","16706",1730.95,17.97,1712.98
"2412","0100000US","South Dakota","Brule County","5255","2433",846.48,29.24,817.24
"2413","0100000US","South Dakota","Buffalo County","1912","609",487.74,16.36,471.38
"2414","0100000US","South Dakota","Butte County","10110","4621",2266.4,16.5,2249.9
"2415","0100000US","South Dakota","Campbell County","1466","980",770.84,37.16,733.68
"2416","0100000US","South Dakota","Charles Mix County","9129","3849",1150.23,52.75,1097.49
"2417","0100000US","South Dakota","Clark County","3691","1710",967.5,9.89,957.6
"2418","0100000US","South Dakota","Clay County","13864","5639",417.24,5.05,412.19
"2419","0100000US","South Dakota","Codington County","27227","12397",717.16,28.67,688.5
"2420","0100000US","South Dakota","Corson County","4050","1540",2529.65,59.96,2469.69
"2421","0100000US","South Dakota","Custer County","8216","4628",1559.12,2.12,1557
"2422","0100000US","South Dakota","Davison County","19504","8852",436.92,1.36,435.56
"2423","0100000US","South Dakota","Day County","5710","3630",1091.09,63.22,1027.87
"2424","0100000US","South Dakota","Deuel County","4364","2204",636.61,13.93,622.69
"2425","0100000US","South Dakota","Dewey County","5301","2002",2445.28,142.79,2302.49
"2426","0100000US","South Dakota","Douglas County","3002","1439",433.67,1.87,431.8
"2427","0100000US","South Dakota","Edmunds County","4071","1966",1151.07,25.11,1125.96
"2428","0100000US","South Dakota","Fall River County","7094","4191(r24279)",1749.15,9.23,1739.92
"2429","0100000US","South Dakota","Faulk County","2364","1136",1005.96,24.21,981.75
"2430","0100000US","South Dakota","Grant County","7356","3526",687.54,6.08,681.46
"2431","0100000US","South Dakota","Gregory County","4271","2503",1053.53,38.57,1014.96
"2432","0100000US","South Dakota","Haakon County","1937","1013",1826.92,16.39,1810.53
"2433","0100000US","South Dakota","Hamlin County","5903","2760",538.07,30.84,507.23
"2434","0100000US","South Dakota","Hand County","3431","1815",1440.18,3.57,1436.61
"2435","0100000US","South Dakota","Hanson County","3331","1177",435.37,0.86,434.51
"2436","0100000US","South Dakota","Harding County","1255","731",2677.92,6.55,2671.37
"2437","0100000US","South Dakota","Hughes County","17022","7623",800.73,59.17,741.56
"2438","0100000US","South Dakota","Hutchinson County","7343","3351",814.42,1.52,812.9
"2439","0100000US","South Dakota","Hyde County","1420","708",866.14,5.61,860.52
"2440","0100000US","South Dakota","Jackson County","3031","1193",1871.29,7.37,1863.91
"2441","0100000US","South Dakota","Jerauld County","2071","1070",532.67,6.44,526.23
"2442","0100000US","South Dakota","Jones County","1006","589",970.89,1.22,969.68
"2443","0100000US","South Dakota","Kingsbury County","5148","2720",863.76,31.53,832.24
"2444","0100000US","South Dakota","Lake County","11200","5559",575.16,11.88,563.28
"2445","0100000US","South Dakota","Lawrence County","24097","12756",800.31,0.28,800.04
"2446","0100000US","South Dakota","Lincoln County","44828","17875",577.75,0.47,577.28
"2447","0100000US","South Dakota","Lyman County","3755","1704",1706.67,64.74,1641.94
"2448","0100000US","South Dakota","McCook County","5618","2491",576.87,2.66,574.2
"2449","0100000US","South Dakota","McPherson County","2459","1418",1151.54,14.89,1136.64
"2450","0100000US","South Dakota","Marshall County","4656","2534",886.22,48.16,838.07
"2451","0100000US","South Dakota","Meade County","25434(r48175)","11000(r24287)",3482.85,11.86,3470.98
"2452","0100000US","South Dakota","Mellette County","2048","838",1310.87,3.56,1307.31
"2453","0100000US","South Dakota","Miner County","2389","1308",571.93,1.62,570.31
"2454","0100000US","South Dakota","Minnehaha County","169468","71557",813.86,6.72,807.15
"2455","0100000US","South Dakota","Moody County","6486","2824",520.81,1.42,519.39
"2456","0100000US","South Dakota","Pennington County","100948(r48348)","44949(r24462)",2784.26,7.71,2776.55
"2457","0100000US","South Dakota","Perkins County","2982","1739",2889.99,19.51,2870.48
"2458","0100000US","South Dakota","Potter County","2329","1500",898.67,37.53,861.14
"2459","0100000US","South Dakota","Roberts County","10149","4905",1135.77,34.73,1101.04
"2460","0100000US","South Dakota","Sanborn County","2355","1172",570.48,1.16,569.32
"2461","0100000US","South Dakota","Shannon County","13586","3593",2096.65,2.75,2093.9
"2462","0100000US","South Dakota","Spink County","6415","3139",1509.74,5.82,1503.93
"2463","0100000US","South Dakota","Stanley County","2966","1387",1517.17,72.74,1444.43
"2464","0100000US","South Dakota","Sully County","1373","845",1070.29,63.47,1006.82
"2465","0100000US","South Dakota","Todd County","9612","3142",1390.82,2.26,1388.56
"2466","0100000US","South Dakota","Tripp County","5644","3072",1617.57,5.12,1612.45
"2467","0100000US","South Dakota","Turner County","8347","3939",617.69,0.64,617.06
"2468","0100000US","South Dakota","Union County","14399","6280",467.13,6.59,460.54
"2469","0100000US","South Dakota","Walworth County","5438","3003",744.62,35.99,708.63
"2470","0100000US","South Dakota","Yankton County","22438","9652",532.22,11.05,521.16
"2471","0100000US","South Dakota","Ziebach County","2801","987",1970.62,9.35,1961.27
"2473","0100000US","Tennessee","Anderson County","75129","34717",344.8,7.63,337.16
"2474","0100000US","Tennessee","Bedford County","45058","18360",474.79,1.15,473.64
"2475","0100000US","Tennessee","Benton County","16489","8975",436.23,42.09,394.14
"2476","0100000US","Tennessee","Bledsoe County","12876","5718",406.75,0.32,406.42
"2477","0100000US","Tennessee","Blount County","123010","55266",566.55,7.84,558.71
"2478","0100000US","Tennessee","Bradley County","98963","41395",331.45,2.69,328.76
"2479","0100000US","Tennessee","Campbell County","40716","19966",498.15,17.96,480.19
"2480","0100000US","Tennessee","Cannon County","13801","6037",265.7,0.06,265.64
"2481","0100000US","Tennessee","Carroll County","28522","13184",600.08,0.83,599.25
"2482","0100000US","Tennessee","Carter County","57424","27746",347.63,6.43,341.2
"2483","0100000US","Tennessee","Cheatham County","39105","15663",307.06,4.62,302.44
"2484","0100000US","Tennessee","Chester County","17131","6980",285.96,0.22,285.74
"2485","0100000US","Tennessee","Claiborne County","32213","14859",441.57,6.99,434.58
"2486","0100000US","Tennessee","Clay County","7861","4282",259.34,22.81,236.54
"2487","0100000US","Tennessee","Cocke County","35662","17459",443.14,8.57,434.57
"2488","0100000US","Tennessee","Coffee County","52796","23434",434.55,5.6,428.96
"2489","0100000US","Tennessee","Crockett County","14586","6425",265.74,0.2,265.53
"2490","0100000US","Tennessee","Cumberland County","56053","28151",684.82,3.79,681.03
"2491","0100000US","Tennessee","Davidson County","626681","283978",525.94,21.91,504.03
"2492","0100000US","Tennessee","Decatur County","11757","6873",344.88,11.04,333.84
"2493","0100000US","Tennessee","DeKalb County","18723","9405",328.99,24.64,304.35
"2494","0100000US","Tennessee","Dickson County","49666","20820",491.32,1.42,489.9
"2495","0100000US","Tennessee","Dyer County","38335","16703",526.53,14.2,512.33
"2496","0100000US","Tennessee","Fayette County","38413","15669",706.24,1.45,704.79
"2497","0100000US","Tennessee","Fentress County","17959","8961",498.93,0.32,498.61
"2498","0100000US","Tennessee","Franklin County","41052","18697",575.74,21.19,554.54
"2499","0100000US","Tennessee","Gibson County","49683","21999",603.65,0.91,602.74
"2500","0100000US","Tennessee","Giles County","29485","13844",611.17,0.25,610.93
"2501","0100000US","Tennessee","Grainger County","22657","10894",302.46,21.86,280.6
"2502","0100000US","Tennessee","Greene County","68831","32025",624.12,1.95,622.16
"2503","0100000US","Tennessee","Grundy County","13703","6397",361.12,0.59,360.53
"2504","0100000US","Tennessee","Hamblen County","62544","26963",175.8,14.62,161.18
"2505","0100000US","Tennessee","Hamilton County","336463","151107",575.88,33.45,542.43
"2506","0100000US","Tennessee","Hancock County","6819","3624",223.49,1.15,222.34
"2507","0100000US","Tennessee","Hardeman County","27253","10851",670.38,2.61,667.77
"2508","0100000US","Tennessee","Hardin County","26026","13946",596.29,18.98,577.32
"2509","0100000US","Tennessee","Hawkins County","56833","26870",499.6,12.62,486.98
"2510","0100000US","Tennessee","Haywood County","18787","8315",534.06,0.95,533.11
"2511","0100000US","Tennessee","Henderson County","27769","12776",525.88,5.81,520.07
"2512","0100000US","Tennessee","Henry County","32330","17054",593.42,31.32,562.1
"2513","0100000US","Tennessee","Hickman County","24690","10311",612.63,0.13,612.5
"2514","0100000US","Tennessee","Houston County","8426","4188",206.97,6.69,200.29
"2515","0100000US","Tennessee","Humphreys County","18538","8865",556.7,25.72,530.98
"2516","0100000US","Tennessee","Jackson County","11638","5843",319.52,11.2,308.32
"2517","0100000US","Tennessee","Jefferson County","51407","23499",314.3,40.23,274.08
"2518","0100000US","Tennessee","Johnson County","18244","8956",302.72,4.25,298.47
"2519","0100000US","Tennessee","Knox County","432226","194949",525.87,17.65,508.22
"2520","0100000US","Tennessee","Lake County","7832","2598",193.89,28.11,165.78
"2521","0100000US","Tennessee","Lauderdale County","27815","11256",507.58,35.59,471.99
"2522","0100000US","Tennessee","Lawrence County","41869","18177",617.99,0.86,617.13
"2523","0100000US","Tennessee","Lewis County","12161","5470",282.49,0.4,282.09
"2524","0100000US","Tennessee","Lincoln County","33361","15241",570.72,0.38,570.34
"2525","0100000US","Tennessee","Loudon County","48556","21725",247.37,18.15,229.22
"2526","0100000US","Tennessee","McMinn County","52266","23341",432.18,2.06,430.12
"2527","0100000US","Tennessee","McNairy County","26075","11933",563.61,0.75,562.86
"2528","0100000US","Tennessee","Macon County","22248","9861",307.24,0.1,307.14
"2529","0100000US","Tennessee","Madison County","98294","41877",558.63,1.51,557.12
"2530","0100000US","Tennessee","Marion County","28237","12954",512.25,14.09,498.16
"2531","0100000US","Tennessee","Marshall County","30617","13119",376.16,0.7,375.46
"2532","0100000US","Tennessee","Maury County","80956","35254",615.58,2.44,613.14
"2533","0100000US","Tennessee","Meigs County","11753","5628",216.75,21.63,195.12
"2534","0100000US","Tennessee","Monroe County","44519","20787",652.56,16.99,635.56
"2535","0100000US","Tennessee","Montgomery County","172331","70098",543.83,4.65,539.18
"2536","0100000US","Tennessee","Moore County","6362","2915",130.42,1.19,129.22
"2537","0100000US","Tennessee","Morgan County","21987","8920",522.49,0.31,522.18
"2538","0100000US","Tennessee","Obion County","31807","14659",555.51,10.78,544.73
"2539","0100000US","Tennessee","Overton County","22083","10295",434.83,1.35,433.48
"2540","0100000US","Tennessee","Perry County","7915","4599",422.87,8.14,414.73
"2541","0100000US","Tennessee","Pickett County","5077","3462",174.49,11.51,162.98
"2542","0100000US","Tennessee","Polk County","16825","7991",442.33,7.66,434.68
"2543","0100000US","Tennessee","Putnam County","72321","31882",402.56,1.46,401.1
"2544","0100000US","Tennessee","Rhea County","31809","14365",336.41,21.03,315.38
"2545","0100000US","Tennessee","Roane County","54181","25716",394.98,34.27,360.71
"2546","0100000US","Tennessee","Robertson County","66283","26086",476.46,0.17,476.29
"2547","0100000US","Tennessee","Rutherford County","262604","102968",624.05,4.69,619.36
"2548","0100000US","Tennessee","Scott County","22228","9910",533.23,0.93,532.3
"2549","0100000US","Tennessee","Sequatchie County","14112","6368",266.04,0.19,265.86
"2550","0100000US","Tennessee","Sevier County","89889","55918",597.72,5.22,592.5
"2551","0100000US","Tennessee","Shelby County","927644","398274",785.02,21.84,763.17
"2552","0100000US","Tennessee","Smith County","19166","8529",325.37,11.08,314.29
"2553","0100000US","Tennessee","Stewart County","13324","6778",493.01,33.68,459.33
"2554","0100000US","Tennessee","Sullivan County","156823","73760",429.71,16.34,413.36
"2555","0100000US","Tennessee","Sumner County","160645","65968",543.22,13.77,529.45
"2556","0100000US","Tennessee","Tipton County","61081","23199",473.31,14.95,458.37
"2557","0100000US","Tennessee","Trousdale County","7870","3368",116.64,2.45,114.19
"2558","0100000US","Tennessee","Unicoi County","18313","8830",186.49,0.33,186.17
"2559","0100000US","Tennessee","Union County","19109","8958",247.14,23.59,223.55
"2560","0100000US","Tennessee","Van Buren County","5548","2663",274.53,1.12,273.42
"2561","0100000US","Tennessee","Warren County","39839","17821",434.03,1.35,432.68
"2562","0100000US","Tennessee","Washington County","122979","57254",329.8,3.33,326.46
"2563","0100000US","Tennessee","Wayne County","17021","7287",735.65,1.55,734.1
"2564","0100000US","Tennessee","Weakley County","35021","15495",581.78,1.42,580.36
"2565","0100000US","Tennessee","White County","25841","11511",379.43,2.75,376.67
"2566","0100000US","Tennessee","Williamson County","183182","68498",583.77,1.17,582.6
"2567","0100000US","Tennessee","Wilson County","113993","45568",583.2,12.37,570.83
"2569","0100000US","Texas","Anderson County","58458","20116",1078,15.4,1062.6
"2570","0100000US","Texas","Andrews County","14786","5814",1501.08,0.37,1500.71
"2571","0100000US","Texas","Angelina County","86771","35589",864.71,66.93,797.78
"2572","0100000US","Texas","Aransas County","23158","15355",527.99,275.92,252.07
"2573","0100000US","Texas","Archer County","9054","4107",925.42,22.31,903.11
"2574","0100000US","Texas","Armstrong County","1901","904",913.83,4.72,909.11
"2575","0100000US","Texas","Atascosa County","44911","17631",1221.47,1.93,1219.54
"2576","0100000US","Texas","Austin County","28417","12926",656.38,9.88,646.51
"2577","0100000US","Texas","Bailey County","7165","2784",827.48,0.68,826.8
"2578","0100000US","Texas","Bandera County","20485","11561",797.64,6.68,790.96
"2579","0100000US","Texas","Bastrop County","74171","29316",895.55,7.4,888.15
"2580","0100000US","Texas","Baylor County","3726","2665",901.07,33.58,867.48
"2581","0100000US","Texas","Bee County","31861","10649",880.33,0.1,880.24
"2582","0100000US","Texas","Bell County","310235","125470",1087.84,36.82,1051.02
"2583","0100000US","Texas","Bexar County","1714773","662872",1256.09,16.27,1239.82
"2584","0100000US","Texas","Blanco County","10497","5532",713.43,4.18,709.25
"2585","0100000US","Texas","Borden County","641","385",906.05,8.61,897.44
"2586","0100000US","Texas","Bosque County","18212","9623",1002.54,19.56,982.98
"2587","0100000US","Texas","Bowie County","92565","38493",922.97,37.96,885.01
"2588","0100000US","Texas","Brazoria County","313166","118336",1608.59,250.89,1357.7
"2589","0100000US","Texas","Brazos County","194851","77700",591.24,5.79,585.45
"2590","0100000US","Texas","Brewster County","9232","5383",6192.25,8.52,6183.73
"2591","0100000US","Texas","Briscoe County","1637","953",901.57,1.57,900
"2592","0100000US","Texas","Brooks County","7223","3239",943.65,0.29,943.36
"2593","0100000US","Texas","Brown County","38106","18287",956.95,12.52,944.43
"2594","0100000US","Texas","Burleson County","17187","8832",676.81,17.79,659.03
"2595","0100000US","Texas","Burnet County","42750","20870",1021.26,27,994.26
"2596","0100000US","Texas","Caldwell County","38066","13759",547.16,1.9,545.26
"2597","0100000US","Texas","Calhoun County","21381","11410",1032.68,525.84,506.84
"2598","0100000US","Texas","Callahan County","13544","6549",901.26,1.89,899.37
"2599","0100000US","Texas","Cameron County","406220","141924",1276.46,385.54,890.92
"2600","0100000US","Texas","Camp County","12401","5656",203.23,7.41,195.83
"2601","0100000US","Texas","Carson County","6182","2784",924.11,3.89,920.22
"2602","0100000US","Texas","Cass County","30464","14379",960.32,23.36,936.96
"2603","0100000US","Texas","Castro County","8062","3166",899.29,4.86,894.43
"2604","0100000US","Texas","Chambers County","35096","13291",871.18,274.05,597.14
"2605","0100000US","Texas","Cherokee County","50845","20859",1062.19,9.28,1052.91
"2606","0100000US","Texas","Childress County","7041","2883",713.72,17.31,696.4
"2607","0100000US","Texas","Clay County","10752","5150",1116.75,28.03,1088.72
"2608","0100000US","Texas","Cochran County","3127","1360",775.24,0.09,775.15
"2609","0100000US","Texas","Coke County","3320","2667",927.99,16.52,911.47
"2610","0100000US","Texas","Coleman County","8895","5543",1281.43,19.49,1261.95
"2611","0100000US","Texas","Collin County","782341","300960",886.1,44.88,841.22
"2612","0100000US","Texas","Collingsworth County","3057","1616",919.32,0.88,918.44
"2613","0100000US","Texas","Colorado County","20874","10527",973.69,13.41,960.27
"2614","0100000US","Texas","Comal County","108472","47108",574.88,15.4,559.48
"2615","0100000US","Texas","Comanche County","13974","7223",947.68,9.93,937.75
"2616","0100000US","Texas","Concho County","4087","1637",993.69,9.89,983.8
"2617","0100000US","Texas","Cooke County","38437","16606",898.44,23.68,874.76
"2618","0100000US","Texas","Coryell County","75388","25178",1056.76,4.69,1052.07
"2619","0100000US","Texas","Cottle County","1505","968",901.62,1.05,900.56
"2620","0100000US","Texas","Crane County","4375","1632",785.72,0.65,785.07
"2621","0100000US","Texas","Crockett County","3719","1866",2807.35,0.02,2807.33
"2622","0100000US","Texas","Crosby County","6059","2902",901.69,1.5,900.2
"2623","0100000US","Texas","Culberson County","2398","1137",3813.01,0.21,3812.8
"2624","0100000US","Texas","Dallam County","6703","2827",1505.26,2,1503.26
"2625","0100000US","Texas","Dallas County","2368139","943257",908.61,37.33,871.28
"2626","0100000US","Texas","Dawson County","13833","5220",902.13,1.82,900.31
"2627","0100000US","Texas","Deaf Smith County","19372","7077",1498.38,1.52,1496.87
"2628","0100000US","Texas","Delta County","5231","2458",277.93,21.11,256.83
"2629","0100000US","Texas","Denton County","662614","256139",952.98,74.55,878.43
"2630","0100000US","Texas","DeWitt County","20097","9176",910.49,1.51,908.98
"2631","0100000US","Texas","Dickens County","2444","1282",905.22,3.5,901.72
"2632","0100000US","Texas","Dimmit County","9996","4350",1334.51,5.63,1328.88
"2633","0100000US","Texas","Donley County","3677","2142",933.05,6.16,926.89
"2634","0100000US","Texas","Duval County","11782","5523",1795.6,2.12,1793.48
"2635","0100000US","Texas","Eastland County","18583","10258",931.91,5.42,926.49
"2636","0100000US","Texas","Ector County","137130","53027",901.78,4.09,897.69
"2637","0100000US","Texas","Edwards County","2002","1606",2119.87,2.01,2117.86
"2638","0100000US","Texas","Ellis County","149610","54365",951.75,16.26,935.49
"2639","0100000US","Texas","El Paso County","800647","270307",1014.96,2.27,1012.69
"2640","0100000US","Texas","Erath County","37890","16987",1089.81,6.74,1083.07
"2641","0100000US","Texas","Falls County","17866","7724",773.84,8.36,765.48
"2642","0100000US","Texas","Fannin County","33915","14191",898.88,8.05,890.84
"2643","0100000US","Texas","Fayette County","24554","13868",959.81,9.8,950.01
"2644","0100000US","Texas","Fisher County","3974","2212",901.75,2.81,898.94
"2645","0100000US","Texas","Floyd County","6446","3004",992.52,0.38,992.14
"2646","0100000US","Texas","Foard County","1336","789",707.68,3.29,704.4
"2647","0100000US","Texas","Fort Bend County","585375","197030",885.34,23.86,861.48
"2648","0100000US","Texas","Franklin County","10605","5770",294.77,10.38,284.39
"2649","0100000US","Texas","Freestone County","19816","9265",891.99,14.25,877.74
"2650","0100000US","Texas","Frio County","17217","5846",1134.35,0.85,1133.5
"2651","0100000US","Texas","Gaines County","17526","6301",1502.86,0.49,1502.38
"2652","0100000US","Texas","Galveston County","291309","132492",873.81,495.45,378.36
"2653","0100000US","Texas","Garza County","6461","2237",896.2,2.79,893.41
"2654","0100000US","Texas","Gillespie County","24837","12778",1061.68,3.47,1058.21
"2655","0100000US","Texas","Glasscock County","1226","580",901.08,0.87,900.22
"2656","0100000US","Texas","Goliad County","7210","3710",859.37,7.36,852.01
"2657","0100000US","Texas","Gonzales County","19807","8794",1069.85,3.17,1066.69
"2658","0100000US","Texas","Gray County","22535","10158",929.33,3.36,925.97
"2659","0100000US","Texas","Grayson County","120877","53727",979.18,46.37,932.8
"2660","0100000US","Texas","Gregg County","121730","49514",275.76,2.46,273.3
"2661","0100000US","Texas","Grimes County","26604","10917",801.6,14.14,787.46
"2662","0100000US","Texas","Guadalupe County","131533","50015",714.81,3.52,711.3
"2663","0100000US","Texas","Hale County","36273","13541",1004.78,0.1,1004.68
"2664","0100000US","Texas","Hall County","3353","1943",904.1,20.6,883.49
"2665","0100000US","Texas","Hamilton County","8517","4566",836.39,0.48,835.91
"2666","0100000US","Texas","Hansford County","5613","2338",920.41,0.6,919.81
"2667","0100000US","Texas","Hardeman County","4139","2417",696.87,1.76,695.11
"2668","0100000US","Texas","Hardin County","54635","22597",897.55,6.99,890.57
"2669","0100000US","Texas","Harris County","4092459","1598698",1777.48,74,1703.48
"2670","0100000US","Texas","Harrison County","65631","27704",915.75,15.8,899.95
"2671","0100000US","Texas","Hartley County","6062","1946",1463.2,1.17,1462.03
"2672","0100000US","Texas","Haskell County","5899","3443",910.26,7.13,903.13
"2673","0100000US","Texas","Hays County","157107","59417",679.92,1.95,677.98
"2674","0100000US","Texas","Hemphill County","3807","1629",912.16,5.87,906.29
"2675","0100000US","Texas","Henderson County","78532","39595",948.33,74.58,873.75
"2676","0100000US","Texas","Hidalgo County","774769(r48754)","248287(r24826)",1582.91,12.04,1570.87
"2677","0100000US","Texas","Hill County","35089","16118",985.72,26.86,958.86
"2678","0100000US","Texas","Hockley County","22935","9293",908.56,0.17,908.39
"2679","0100000US","Texas","Hood County","51182","24951",436.83,16.19,420.64
"2680","0100000US","Texas","Hopkins County","35161","15029",792.77,25.6,767.17
"2681","0100000US","Texas","Houston County","23732","11532",1236.57,5.67,1230.91
"2682","0100000US","Texas","Howard County","35012","13124",904.21,3.41,900.79
"2683","0100000US","Texas","Hudspeth County","3476","1527",4571.83,0.85,4570.98
"2684","0100000US","Texas","Hunt County","86129","36704",882.02,41.7,840.32
"2685","0100000US","Texas","Hutchinson County","22150","10629",894.95,7.53,887.42
"2686","0100000US","Texas","Irion County","1599","856",1051.63,0.07,1051.56
"2687","0100000US","Texas","Jack County","9044","4095",920.13,9.46,910.66
"2688","0100000US","Texas","Jackson County","14075","6590",856.87,27.44,829.43
"2689","0100000US","Texas","Jasper County","35710","16798",969.7,30.85,938.85
"2690","0100000US","Texas","Jeff Davis County","2342","1613",2264.63,0.08,2264.56
"2691","0100000US","Texas","Jefferson County","252273","104424",1112.65,236.35,876.3
"2692","0100000US","Texas","Jim Hogg County","5300","2441",1136.17,0.04,1136.14
"2693","0100000US","Texas","Jim Wells County","40838","16147",868.34,3.37,864.97
"2694","0100000US","Texas","Johnson County","150934","56719",734.46,9.77,724.69
"2695","0100000US","Texas","Jones County","20202","7422",937.14,8.58,928.55
"2696","0100000US","Texas","Karnes County","14824","5650",753.55,5.99,747.56
"2697","0100000US","Texas","Kaufman County","103350","38322",807.66,26.96,780.7
