"","study","latent","nearestGene","H4K12ac"
"10225","Resting","Unexpressed",0,6.20657592672493
"10226","Active","Expressed",0,6.20253551718792
"10227","Active","Expressed",0,6.20050917404269
"10228","Active","Unexpressed",0,5.99396142730657
"10229","Central","Expressed",0,5.96357934361845
"10230","Active","Expressed",0,5.94542060860658
"10231","Active","Unexpressed",0,5.95064255258773
"10232","Active","Unexpressed",0,5.95583736946483
"10233","Active","Expressed",0,5.99645208861902
"10234","Active","Expressed",0,5.99645208861902
"10235","Resting","Unexpressed",0,5.97380961186926
"10236","Active","Expressed",0,5.83773044716594
"10237","Resting","Unexpressed",0,5.52146091786225
"10238","Resting","Unexpressed",0,5.6970934865054
"10239","Central","Expressed",0,5.73657229747919
"10240","Central","Expressed",0,5.84354441703136
"10241","Resting","Unexpressed",0,5.87773578177964
"10242","Bcl-2","Unexpressed",0,6.10702288774225
"10243","Central","Unexpressed",0,6.10255859461357
"10244","Bcl-2","Unexpressed",0,5.68017260901707
"10245","Central","Unexpressed",0,5.72358510195238
"10246","Bcl-2","Unexpressed",0,6.08904487544685
"10247","Central","Expressed",0,6.16120732169508
"10248","Active","Unexpressed",0,6.11589212548303
"10249","Central","Expressed",0,6.08904487544685
"10250","Resting","Unexpressed",0,6.08904487544685
"10251","Resting","Expressed",0,5.99396142730657
"10252","Central","Expressed",0,5.29330482472449
"10253","Central","Expressed",0,5.66642668811243
"10254","Central","Unexpressed",3661,5.76205138278018
"10255","Central","Expressed",1446,5.48479693349065
"10256","Central","Unexpressed",20552,5.22035582507832
"10257","Central","Expressed",13207,5.12396397940326
"10258","Central","Expressed",14953,5.13579843705026
"10259","Central","Expressed",15866,5.0998664278242
"10260","Resting","Unexpressed",3152,5.2040066870768
"10261","Central","Expressed",0,5.15905529921453
"10262","Active","Unexpressed",0,6.13556489108174
"10263","Central","Unexpressed",4659,6.07073772800249
"10264","Active","Unexpressed",10075,6.06610809010375
"10265","Resting","Unexpressed",30635,5.18178355029209
"10266","Resting","Expressed",0,5.75574221358691
"10267","Resting","Expressed",0,5.78996017089725
"10268","Active","Unexpressed",0,5.36597601502185
"10269","Central","Unexpressed",0,5.36129216570943
"10270","Jurkat","Expressed",8277,4.72738781871234
"10271","Resting","Unexpressed",126638,4.46590811865458
"10272","Active","Unexpressed",0,5.74939298590825
"10273","Resting","Unexpressed",0,5.6937321388027
"10274","Active","Unexpressed",6239,4.85203026391962
"10275","Central","Unexpressed",0,6.21260609575152
"10276","Active","Unexpressed",0,6.32793678372919
"10277","Central","Expressed",0,6.32076829425058
"10278","Active","Expressed",0,6.25766758788264
"10279","Resting","Unexpressed",0,5.84932477994686
"10280","Active","Unexpressed",0,6.25766758788264
"10281","Active","Expressed",0,6.35610766069589
"10282","Resting","Unexpressed",0,6.21460809842219
"10283","Active","Unexpressed",0,6.16541785423142
"10284","Central","Unexpressed",49200,4.8283137373023
"10285","Central","Expressed",0,5.94017125272043
"10286","Resting","Expressed",0,6.01859321449623
"10287","Central","Expressed",0,6.10255859461357
"10288","Active","Expressed",0,6.10031895202006
"10289","Resting","Expressed",0,6.25958146406492
"10290","Central","Unexpressed",0,6.18826412308259
"10291","Resting","Unexpressed",5763,5.74300318780948
"10292","Central","Expressed",1850,5.74620319054015
"10293","Central","Unexpressed",0,5.79605775076537
"10294","Active","Unexpressed",0,5.79909265446053
"10295","Active","Expressed",0,5.70711026474888
"10296","Central","Unexpressed",0,5.53733426701854
"10297","Bcl-2","Unexpressed",9275,5.50125821054473
"10298","Active","Unexpressed",0,5.5683445037611
"10299","Active","Unexpressed",1382,5.53338948872752
"10300","Jurkat","Expressed",0,5.03695260241363
"10301","Bcl-2","Unexpressed",0,5.43372200355424
"10302","Central","Unexpressed",0,5.15329159449778
"10303","Central","Expressed",0,5.14749447681345
"10304","Resting","Expressed",0,5.08140436498446
"10305","Central","Expressed",0,5.56452040732269
"10306","Jurkat","Expressed",0,5.5683445037611
"10307","Central","Expressed",0,5.62762111369064
"10308","Resting","Unexpressed",0,5.6021188208797
"10309","Active","Unexpressed",0,5.45958551414416
"10310","Active","Unexpressed",10637,5.41610040220442
"10311","Bcl-2","Unexpressed",0,5.38449506278909
"10312","Resting","Unexpressed",0,4.91265488573605
"10313","Resting","Unexpressed",0,4.91265488573605
"10314","Central","Unexpressed",0,5.06259503302697
"10315","Active","Expressed",0,4.88280192258637
"10316","Central","Unexpressed",0,5.24702407216049
"10317","Jurkat","Expressed",0,5.18738580584075
"10318","Central","Expressed",0,5.20948615284142
"10319","Bcl-2","Expressed",0,5.78689738136671
"10320","Active","Unexpressed",0,5.54907608489522
"10321","Jurkat","Unexpressed",0,5.53338948872752
"10322","Bcl-2","Expressed",90989,4.95582705760126
"10323","Jurkat","Expressed",0,4.24849524204936
"10324","Jurkat","Unexpressed",0,5.78074351579233
"10325","Jurkat","Unexpressed",0,5.82600010738045
"10326","Central","Unexpressed",235920,4.24849524204936
"10327","Central","Expressed",359389,4.20469261939097
"10328","Central","Unexpressed",0,5.23110861685459
"10329","Central","Expressed",0,5.28826703069454
"10330","Central","Expressed",0,5.26269018890489
"10331","Resting","Unexpressed",8628,4.36944785246702
"10332","Central","Expressed",37045,4.06044301054642
"10333","Active","Expressed",0,4.00733318523247
"10334","Central","Unexpressed",0,5.33753807970132
"10335","Central","Expressed",0,5.4510384535657
"10336","Active","Expressed",0,5.57972982598622
"10337","Bcl-2","Unexpressed",0,6.35610766069589
"10338","Central","Expressed",0,6.39526159811545
"10339","Central","Expressed",0,6.37842618365159
"10340","Jurkat","Unexpressed",15676,4.15888308335967
"10341","Active","Expressed",12616,5.32300997913841
"10342","Jurkat","Expressed",2624,3.55534806148941
"10343","Active","Unexpressed",98471,4.29045944114839
"10344","Active","Unexpressed",0,4.35670882668959
"10345","Resting","Unexpressed",842615,4.24849524204936
"10346","Active","Unexpressed",494986,4.45434729625351
"10347","Central","Unexpressed",0,5.9427993751267
"10348","Resting","Unexpressed",0,4.99043258677874
"10349","Central","Expressed",0,5.06259503302697
"10350","Central","Expressed",0,4.63472898822964
"10351","Central","Expressed",0,5.01063529409626
"10352","Central","Expressed",0,4.12713438504509
"10353","Resting","Unexpressed",115141,3.95124371858143
"10354","Central","Unexpressed",0,4.84418708645859
"10355","Central","Unexpressed",0,5.61312810638807
"10356","Active","Expressed",0,6.16120732169508
"10357","Active","Unexpressed",0,5.44673737166631
"10358","Active","Unexpressed",0,4.75359019110636
"10359","Active","Unexpressed",623696,4.12713438504509
"10360","Central","Expressed",564399,4.14313472639153
"10361","Jurkat","Unexpressed",0,6.24804287450843
"10362","Active","Unexpressed",0,6.23441072571837
"10363","Central","Unexpressed",0,6.1463292576689
"10364","Central","Expressed",0,5.16478597392351
"10365","Central","Expressed",187546,4.04305126783455
"10366","Active","Unexpressed",47983,4.77912349311153
"10367","Jurkat","Expressed",11711,5.05624580534831
"10368","Active","Unexpressed",57249,4.15888308335967
"10369","Bcl-2","Expressed",0,5.97888576490112
"10370","Bcl-2","Expressed",0,5.14166355650266
"10371","Central","Unexpressed",0,5.85220247977447
"10372","Central","Expressed",34908,4.26267987704132
"10373","Central","Expressed",170746,4.04305126783455
"10374","Resting","Expressed",0,6.05678401322862
"10375","Central","Expressed",466661,3.85014760171006
"10376","Central","Unexpressed",0,5.88887795833288
"10377","Jurkat","Unexpressed",0,6.04737217904628
"10378","Bcl-2","Unexpressed",0,6.07534603108868
"10379","Central","Unexpressed",0,6.00141487796115
"10380","Central","Expressed",0,5.97380961186926
"10381","Resting","Unexpressed",0,5.84643877505772
"10382","Active","Unexpressed",0,5.66988092298052
"10383","Resting","Expressed",0,5.69035945432406
"10384","Central","Expressed",0,5.64544689764324
"10385","Central","Unexpressed",41884,4.78749174278205
"10386","Jurkat","Expressed",0,5.02388052084628
"10387","Resting","Unexpressed",0,5.4249500174814
"10388","Resting","Unexpressed",0,5.4249500174814
"10389","Central","Expressed",0,5.55682806169954
"10390","Central","Expressed",0,5.80211837537706
"10391","Central","Expressed",0,5.73657229747919
"10392","Central","Expressed",0,5.6970934865054
"10393","Jurkat","Expressed",0,5.56068163101553
"10394","Central","Unexpressed",62539,5.06890420222023
"10395","Central","Unexpressed",448849,4.33073334028633
"10396","Central","Expressed",0,4.12713438504509
"10397","Central","Expressed",450882,4.45434729625351
"10398","Resting","Unexpressed",547839,4.20469261939097
"10399","Central","Unexpressed",0,5.42934562895444
"10400","Jurkat","Expressed",0,5.4553211153577
"10401","Jurkat","Unexpressed",0,5.37063802812766
"10402","Central","Expressed",534882,4.39444915467244
"10403","Active","Unexpressed",237365,4.40671924726425
"10404","Central","Unexpressed",96110,4.34380542185368
"10405","Central","Unexpressed",0,5.65599181081985
"10406","Active","Unexpressed",0,5.39816270151775
"10407","Active","Unexpressed",7854,4.27666611901606
"10408","Resting","Unexpressed",148244,4.62497281328427
"10409","Central","Expressed",0,4.27666611901606
"10410","Jurkat","Expressed",0,5.5683445037611
"10411","Resting","Unexpressed",0,5.68357976733868
"10412","Resting","Unexpressed",0,4.43081679884331
"10413","Central","Expressed",0,4.47733681447821
"10414","Active","Expressed",1289863,4.30406509320417
"10415","Resting","Unexpressed",1040675,4.44265125649032
"10416","Central","Unexpressed",807464,4.14313472639153
"10417","Resting","Unexpressed",613724,4.33073334028633
"10418","Resting","Unexpressed",53332,5.24702407216049
"10419","Active","Expressed",25656,5.32787616878958
"10420","Active","Unexpressed",29389,5.78382518232974
"10421","Bcl-2","Unexpressed",0,5.8636311755981
"10422","Jurkat","Unexpressed",0,5.74300318780948
"10423","Jurkat","Unexpressed",0,5.52942908751142
"10424","Central","Unexpressed",0,5.97888576490112
"10425","Active","Unexpressed",0,5.97635090929793
"10426","Resting","Unexpressed",0,4.91998092582813
"10427","Central","Unexpressed",0,5.39816270151775
"10428","Central","Unexpressed",0,5.24702407216049
"10429","Resting","Unexpressed",0,4.74493212836325
"10430","Resting","Unexpressed",0,6.31354804627709
"10431","Central","Unexpressed",0,5.66296048013595
"10432","Central","Expressed",0,5.66296048013595
"10433","Central","Expressed",13654,5.11198778835654
"10434","Central","Expressed",22933,4.99043258677874
"10435","Bcl-2","Unexpressed",0,5.80211837537706
"10436","Central","Expressed",0,5.75890177387728
"10437","Active","Expressed",0,5.76205138278018
"10438","Central","Expressed",0,5.82008293035236
"10439","Central","Expressed",0,5.97888576490112
"10440","Central","Unexpressed",0,5.46383180502561
"10441","Central","Expressed",0,4.99043258677874
"10442","Active","Expressed",0,5.51342874616498
"10443","Central","Expressed",0,5.5834963087817
"10444","Central","Expressed",0,5.62040086571715
"10445","Central","Unexpressed",0,5.55682806169954
"10446","Central","Expressed",45351,5.25227342804663
"10447","Central","Unexpressed",0,5.36597601502185
"10448","Central","Expressed",18771,5.35185813347607
"10449","Jurkat","Unexpressed",0,5.44241771052179
"10450","Resting","Unexpressed",0,5.6970934865054
"10451","Resting","Unexpressed",0,5.64897423816121
"10452","Active","Expressed",0,5.78074351579233
"10453","Central","Expressed",0,5.75890177387728
"10454","Resting","Unexpressed",0,6.31716468674728
"10455","Resting","Unexpressed",0,5.99396142730657
"10456","Active","Unexpressed",503111,4.31748811353631
"10457","Central","Unexpressed",3057,5.14749447681345
"10458","Jurkat","Expressed",0,5.46806014113513
"10459","Active","Unexpressed",484051,4.0943445622221
"10460","Central","Unexpressed",347238,4.06044301054642
"10461","Jurkat","Unexpressed",0,5.39816270151775
"10462","Central","Unexpressed",0,5.87211778947542
"10463","Central","Expressed",0,5.8664680569333
"10464","Central","Expressed",0,5.83188247728352
"10465","Resting","Unexpressed",0,5.62401750618734
"10466","Central","Expressed",0,5.50533153593236
"10467","Jurkat","Expressed",0,5.15905529921453
"10468","Bcl-2","Unexpressed",0,6.19031540585315
"10469","Central","Expressed",15905,5.8805329864007
"10470","Central","Expressed",0,5.33753807970132
"10471","Jurkat","Unexpressed",0,5.03695260241363
"10472","Central","Expressed",0,4.75359019110636
"10473","Active","Expressed",0,4.90527477843843
"10474","Jurkat","Unexpressed",0,6.06842558824411
"10475","Resting","Expressed",67108,4.43081679884331
"10476","Central","Expressed",0,4.48863636973214
"10477","Central","Expressed",660,5.17614973257383
"10478","Central","Expressed",0,5.97635090929793
"10479","Central","Unexpressed",35802,5.12396397940326
"10480","Resting","Unexpressed",0,4.30406509320417
"10481","Resting","Unexpressed",0,4.40671924726425
"10482","Jurkat","Expressed",25477,5.71373280550937
"10483","Central","Expressed",0,6.52941883826223
"10484","Central","Expressed",0,6.55961523749324
"10485","Central","Unexpressed",0,6.5875500148248
"10486","Resting","Unexpressed",0,6.48157712927643
"10487","Resting","Expressed",0,6.46769872610435
"10488","Jurkat","Expressed",0,5.7037824746562
"10489","Central","Expressed",0,5.57972982598622
"10490","Resting","Unexpressed",0,5.57972982598622
"10491","Resting","Unexpressed",0,5.39816270151775
"10492","Central","Unexpressed",0,5.27299955856375
"10493","Resting","Unexpressed",47519,5.4553211153577
"10494","Central","Expressed",0,5.96100533962327
"10495","Central","Unexpressed",72607,5.25749537202778
"10496","Bcl-2","Unexpressed",120154,5.19849703126583
"10497","Active","Unexpressed",0,5.55682806169954
"10498","Jurkat","Expressed",9007,4.40671924726425
"10499","Jurkat","Expressed",148,5.4510384535657
"10500","Central","Unexpressed",0,5.48479693349065
"10501","Central","Unexpressed",0,4.9416424226093
"10502","Central","Unexpressed",0,4.86753445045558
"10503","Central","Expressed",0,6.05678401322862
"10504","Active","Expressed",0,6.02586597382531
"10505","Central","Unexpressed",0,6.01126717440416
"10506","Resting","Unexpressed",0,6.01126717440416
"10507","Central","Expressed",54937,5.48479693349065
"10508","Central","Expressed",61251,5.53733426701854
"10509","Central","Expressed",0,4.74493212836325
"10510","Central","Unexpressed",0,4.61512051684126
"10511","Bcl-2","Unexpressed",0,5.97380961186926
"10512","Central","Expressed",0,5.97126183979046
"10513","Active","Unexpressed",0,5.91620206260743
"10514","Active","Expressed",0,6.17586727010576
"10515","Active","Unexpressed",0,6.16541785423142
"10516","Central","Expressed",31476,4.67282883446191
"10517","Central","Expressed",128983,5.2257466737132
"10518","Resting","Unexpressed",20429,5.36129216570943
"10519","Central","Unexpressed",53672,5.12396397940326
"10520","Central","Unexpressed",74945,5.13579843705026
"10521","Active","Expressed",0,5.6937321388027
"10522","Central","Expressed",5982,5.32787616878958
"10523","Active","Expressed",0,6.24804287450843
"10524","Active","Unexpressed",0,6.24804287450843
"10525","Jurkat","Expressed",0,5.6021188208797
"10526","Central","Expressed",17097,4.85203026391962
"10527","Resting","Unexpressed",77768,5.14166355650266
"10528","Resting","Unexpressed",0,4.78749174278205
"10529","Resting","Unexpressed",70754,4.43081679884331
"10530","Central","Expressed",597286,4.62497281328427
"10531","Jurkat","Unexpressed",0,5.89440283426485
"10532","Active","Expressed",0,4.76217393479776
"10533","Resting","Unexpressed",0,6.31535800152233
"10534","Active","Unexpressed",0,6.58340922215876
"10535","Active","Expressed",0,6.55819780281227
"10536","Resting","Unexpressed",0,6.5206211275587
"10537","Central","Expressed",0,6.62539236800796
"10538","Central","Expressed",0,6.65415252018322
"10539","Active","Unexpressed",0,6.4707995037826
"10540","Active","Unexpressed",0,6.4150969591716
"10541","Central","Expressed",0,5.67332326717149
"10542","Active","Unexpressed",0,6.21460809842219
"10543","Resting","Unexpressed",0,6.25190388316589
"10544","Resting","Expressed",0,5.96614673912369
"10545","Central","Expressed",338719,4.29045944114839
"10546","Resting","Unexpressed",124507,4.35670882668959
"10547","Central","Expressed",0,5.77765232322266
"10548","Central","Expressed",6796,4.4188406077966
"10549","Central","Expressed",0,4.34380542185368
"10550","Resting","Unexpressed",0,4.70048036579242
"10551","Central","Expressed",0,5.4510384535657
"10552","Central","Expressed",0,5.62401750618734
"10553","Central","Expressed",0,5.78382518232974
"10554","Resting","Expressed",0,5.96357934361845
"10555","Jurkat","Unexpressed",58874,4.14313472639153
"10556","Resting","Unexpressed",4022,4.17438726989564
"10557","Central","Expressed",0,5.19849703126583
"10558","Central","Expressed",0,5.7037824746562
"10559","Resting","Unexpressed",0,5.65948221575962
"10560","Central","Expressed",60264,5.8171111599632
"10561","Central","Unexpressed",52677,5.83188247728352
"10562","Active","Unexpressed",15854,5.55295958492162
"10563","Central","Unexpressed",0,5.38449506278909
"10564","Central","Expressed",0,5.26269018890489
"10565","Central","Expressed",0,5.50938833662798
"10566","Active","Expressed",0,5.84354441703136
"10567","Resting","Unexpressed",0,5.85220247977447
"10568","Active","Unexpressed",0,5.87493073085203
"10569","Central","Expressed",0,5.89440283426485
"10570","Resting","Expressed",0,5.93489419561959
"10571","Bcl-2","Unexpressed",0,5.95064255258773
"10572","Active","Expressed",0,5.94542060860658
"10573","Central","Expressed",0,5.98645200528444
"10574","Resting","Unexpressed",0,6.00388706710654
"10575","Resting","Unexpressed",0,6.04263283368238
"10576","Resting","Unexpressed",0,6.04500531403601
"10577","Active","Unexpressed",0,6.0330862217988
"10578","Resting","Unexpressed",0,5.93489419561959
"10579","Resting","Unexpressed",0,5.73657229747919
"10580","Central","Expressed",0,5.69035945432406
"10581","Resting","Unexpressed",92052,4.64439089914137
"10582","Central","Expressed",0,5.08140436498446
"10583","Central","Unexpressed",0,4.89034912822175
"10584","Central","Unexpressed",0,4.82028156560504
"10585","Central","Expressed",0,4.58496747867057
"10586","Central","Unexpressed",0,5.65948221575962
"10587","Central","Expressed",50837,4.38202663467388
"10588","Central","Unexpressed",0,5.28320372873799
"10589","Central","Unexpressed",195184,4.4188406077966
"10590","Active","Expressed",0,6.37161184723186
"10591","Central","Expressed",0,6.35957386867238
"10592","Central","Unexpressed",0,5.81413053182507
"10593","Central","Expressed",0,5.8111409929767
"10594","Active","Expressed",0,6.20657592672493
"10595","Active","Expressed",0,6.20253551718792
"10596","Resting","Expressed",0,6.16751649088834
"10597","Active","Expressed",0,5.55295958492162
"10598","Central","Unexpressed",38636,4.74493212836325
"10599","Active","Expressed",0,5.91620206260743
"10600","Active","Expressed",0,6.06610809010375
"10601","Central","Expressed",0,4.969813299576
"10602","Bcl-2","Unexpressed",0,4.97673374242057
"10603","Central","Expressed",0,5.12989871492307
"10604","Jurkat","Unexpressed",0,5.06259503302697
"10605","Resting","Unexpressed",0,5.70044357339069
"10606","Central","Expressed",0,6.04737217904628
"10607","Resting","Unexpressed",11247,5.8805329864007
"10608","Active","Unexpressed",8719,5.88610403145016
"10609","Central","Unexpressed",31052,5.84643877505772
"10610","Bcl-2","Expressed",43856,4.69134788222914
"10611","Central","Expressed",0,5.99146454710798
"10612","Jurkat","Expressed",0,6.05678401322862
"10613","Central","Expressed",24905,4.82028156560504
"10614","Jurkat","Unexpressed",5293,4.57471097850338
"10615","Jurkat","Unexpressed",0,5.89715386763674
"10616","Bcl-2","Expressed",0,5.89715386763674
"10617","Active","Unexpressed",0,5.90808293816893
"10618","Resting","Unexpressed",0,4.64439089914137
"10619","Central","Unexpressed",0,4.59511985013459
"10620","Central","Expressed",0,4.74493212836325
"10621","Resting","Unexpressed",0,5.77765232322266
"10622","Resting","Unexpressed",0,5.87211778947542
"10623","Active","Unexpressed",61510,4.21950770517611
"10624","Central","Unexpressed",0,5.35185813347607
"10625","Central","Expressed",0,5.64544689764324
"10626","Active","Expressed",0,5.55682806169954
"10627","Jurkat","Unexpressed",0,4.85203026391962
"10628","Central","Expressed",17475,4.4188406077966
"10629","Central","Unexpressed",0,4.81218435537242
"10630","Central","Unexpressed",133985,3.8286413964891
"10631","Jurkat","Expressed",0,5.70711026474888
"10632","Resting","Unexpressed",0,5.77144112313002
"10633","Jurkat","Expressed",0,4.71849887129509
"10634","Active","Unexpressed",0,5.14749447681345
"10635","Resting","Unexpressed",0,5.19295685089021
"10636","Bcl-2","Unexpressed",0,5.25749537202778
"10637","Resting","Unexpressed",0,5.01727983681492
"10638","Active","Unexpressed",0,4.93447393313069
"10639","Central","Expressed",0,4.63472898822964
"10640","Resting","Unexpressed",7279,4.30406509320417
"10641","Resting","Unexpressed",0,5.15329159449778
"10642","Central","Expressed",0,5.18178355029209
"10643","Central","Expressed",0,5.18178355029209
"10644","Central","Unexpressed",16343,4.98360662170834
"10645","Bcl-2","Unexpressed",0,5.08140436498446
"10646","Central","Unexpressed",0,5.29831736654804
"10647","Active","Unexpressed",0,5.29330482472449
"10648","Active","Expressed",0,4.86753445045558
"10649","Jurkat","Unexpressed",0,5.15905529921453
"10650","Active","Expressed",0,5.09375020080676
"10651","Jurkat","Expressed",0,5.2257466737132
"10652","Bcl-2","Unexpressed",0,6.18208490671663
"10653","Central","Expressed",0,6.18208490671663
"10654","Central","Expressed",0,6.12686918411419
"10655","Active","Expressed",0,5.95324333428778
"10656","Central","Expressed",48168,4.4188406077966
"10657","Active","Expressed",0,5.01727983681492
"10658","Central","Expressed",0,5.6970934865054
"10659","Central","Expressed",0,4.93447393313069
"10660","Resting","Unexpressed",0,4.14313472639153
"10661","Central","Expressed",0,4.79579054559674
"10662","Jurkat","Expressed",11856,4.82028156560504
"10663","Central","Expressed",0,5.74300318780948
"10664","Active","Unexpressed",0,5.71702770140622
"10665","Central","Unexpressed",0,5.69035945432406
"10666","Central","Unexpressed",0,5.39362754635236
"10667","Active","Unexpressed",0,5.24174701505964
"10668","Jurkat","Expressed",0,5.23644196282995
"10669","Central","Unexpressed",0,5.44673737166631
"10670","Central","Expressed",0,5.47646355193151
"10671","Jurkat","Unexpressed",0,5.55295958492162
"10672","Central","Expressed",0,5.57972982598622
"10673","Bcl-2","Unexpressed",1332,4.97673374242057
"10674","Central","Expressed",1812,5.21493575760899
"10675","Active","Expressed",0,5.99893656194668
"10676","Active","Expressed",0,5.87773578177964
"10677","Active","Unexpressed",0,5.8348107370626
"10678","Active","Expressed",0,5.8348107370626
"10679","Central","Expressed",122,5.8406416573734
"10680","Resting","Expressed",0,5.84932477994686
"10681","Resting","Unexpressed",0,4.80402104473326
"10682","Central","Expressed",0,4.81218435537242
"10683","Active","Unexpressed",0,5.7268477475872
"10684","Central","Expressed",0,5.82894561761021
"10685","Active","Unexpressed",12843,5.76832099579377
"10686","Bcl-2","Unexpressed",0,5.96100533962327
"10687","Resting","Expressed",0,6.02102334934953
"10688","Active","Unexpressed",0,5.89164421182577
"10689","Resting","Unexpressed",0,5.82894561761021
"10690","Active","Expressed",0,5.84643877505772
"10691","Central","Expressed",75375,4.24849524204936
"10692","Jurkat","Unexpressed",341047,4.24849524204936
"10693","Central","Expressed",0,5.6021188208797
"10694","Jurkat","Unexpressed",0,5.53338948872752
"10695","Central","Expressed",0,5.56068163101553
"10696","Jurkat","Unexpressed",0,5.52545293913178
"10697","Central","Unexpressed",0,5.01063529409626
"10698","Resting","Unexpressed",5315,5.17614973257383
"10699","Resting","Unexpressed",521691,4.66343909411207
"10700","Central","Expressed",362598,4.49980967033027
"10701","Resting","Unexpressed",96620,4.55387689160054
"10702","Active","Unexpressed",0,4.94875989037817
"10703","Bcl-2","Unexpressed",0,4.43081679884331
"10704","Active","Unexpressed",0,5.53733426701854
"10705","Central","Expressed",143184,5.51745289646471
"10706","Central","Expressed",0,5.57594910314632
"10707","Central","Expressed",0,5.56068163101553
"10708","Central","Expressed",0,5.54517744447956
"10709","Central","Expressed",221976,4.51085950651685
"10710","Active","Expressed",0,5.6970934865054
"10711","Jurkat","Unexpressed",0,5.86078622346587
"10712","Central","Unexpressed",0,4.63472898822964
"10713","Jurkat","Expressed",0,4.61512051684126
"10714","Central","Unexpressed",0,4.31748811353631
"10715","Jurkat","Unexpressed",198484,4.29045944114839
"10716","Central","Expressed",241299,4.33073334028633
"10717","Resting","Unexpressed",93404,4.4188406077966
"10718","Central","Expressed",9209,4.20469261939097
"10719","Central","Expressed",64956,5.4380793089232
"10720","Resting","Unexpressed",49850,5.51342874616498
"10721","Central","Expressed",0,5.78689738136671
"10722","Jurkat","Expressed",0,4.85203026391962
"10723","Central","Expressed",62079,4.63472898822964
"10724","Jurkat","Unexpressed",0,4.68213122712422
"10725","Active","Expressed",0,5.15329159449778
"10726","Jurkat","Expressed",0,5.24174701505964
"10727","Resting","Unexpressed",127166,4.71849887129509
"10728","Central","Expressed",0,5.30826769740121
"10729","Central","Expressed",0,5.74939298590825
"10730","Central","Unexpressed",0,5.98141421125448
"10731","Active","Unexpressed",162910,4.40671924726425
"10732","Central","Expressed",61977,4.45434729625351
"10733","Resting","Expressed",40259,5.26269018890489
"10734","Central","Expressed",0,5.91350300563827
"10735","Jurkat","Unexpressed",0,5.88332238848828
"10736","Central","Expressed",0,5.8805329864007
"10737","Resting","Unexpressed",0,5.43372200355424
"10738","Central","Unexpressed",0,4.48863636973214
"10739","Resting","Unexpressed",32845,4.51085950651685
"10740","Central","Expressed",27836,4.71849887129509
"10741","Central","Unexpressed",0,5.03043792139244
"10742","Central","Unexpressed",13396,4.98360662170834
"10743","Active","Expressed",0,5.97635090929793
"10744","Bcl-2","Unexpressed",0,5.52146091786225
"10745","Central","Expressed",40146,4.62497281328427
"10746","Jurkat","Expressed",0,4.0943445622221
"10747","Resting","Unexpressed",0,5.02388052084628
"10748","Bcl-2","Expressed",8901,5.61677109766657
"10749","Central","Expressed",0,5.70711026474888
"10750","Central","Unexpressed",0,5.73657229747919
"10751","Central","Unexpressed",0,5.8406416573734
"10752","Central","Expressed",0,5.78689738136671
"10753","Central","Expressed",0,5.78689738136671
"10754","Central","Expressed",0,4.9416424226093
"10755","Central","Expressed",0,4.24849524204936
"10756","Jurkat","Expressed",0,5.8171111599632
"10757","Active","Expressed",0,5.73009978297357
"10758","Bcl-2","Unexpressed",0,5.73979291217923
"10759","Central","Unexpressed",0,5.76205138278018
"10760","Central","Expressed",0,5.77455154554441
"10761","Central","Expressed",0,5.34233425196481
"10762","Jurkat","Unexpressed",0,5.13579843705026
"10763","Resting","Unexpressed",0,5.12989871492307
"10764","Central","Unexpressed",0,4.45434729625351
"10765","Central","Expressed",0,3.89182029811063
"10766","Central","Expressed",65066,4.36944785246702
"10767","Central","Unexpressed",181824,4.44265125649032
"10768","Jurkat","Expressed",0,5.98141421125448
"10769","Resting","Unexpressed",0,5.97380961186926
"10770","Central","Expressed",0,5.91350300563827
"10771","Central","Unexpressed",0,5.87773578177964
"10772","Active","Unexpressed",0,5.30330490805908
"10773","Central","Unexpressed",0,5.37063802812766
"10774","Central","Expressed",0,5.23644196282995
"10775","Resting","Unexpressed",0,5.24174701505964
"10776","Active","Expressed",0,6.2709884318583
"10777","Active","Expressed",0,6.28599809450886
"10778","Resting","Unexpressed",0,6.21060007702465
"10779","Central","Unexpressed",0,6.20455776256869
"10780","Resting","Unexpressed",0,5.95583736946483
"10781","Central","Unexpressed",0,5.85507192220243
"10782","Resting","Unexpressed",1591,5.42934562895444
"10783","Central","Expressed",0,5.28826703069454
"10784","Resting","Unexpressed",8772,4.26267987704132
"10785","Resting","Unexpressed",0,5.88610403145016
"10786","Resting","Unexpressed",84385,4.23410650459726
"10787","Jurkat","Expressed",116573,4.24849524204936
"10788","Jurkat","Expressed",0,5.46806014113513
"10789","Central","Expressed",0,5.47646355193151
"10790","Central","Expressed",0,6.22257626807137
"10791","Central","Expressed",0,6.25382881157547
"10792","Central","Expressed",0,6.26149168432104
"10793","Active","Unexpressed",0,6.29710931993394
"10794","Resting","Expressed",0,6.29156913955832
"10795","Active","Expressed",0,6.3456363608286
"10796","Active","Unexpressed",0,5.10594547390058
"10797","Resting","Unexpressed",7638,5.24174701505964
"10798","Central","Expressed",0,5.8636311755981
"10799","Central","Unexpressed",0,5.8664680569333
"10800","Jurkat","Unexpressed",0,5.73657229747919
"10801","Central","Expressed",0,5.73657229747919
"10802","Jurkat","Unexpressed",0,5.74300318780948
"10803","Central","Expressed",0,5.68017260901707
"10804","Active","Expressed",0,5.89989735358249
"10805","Central","Expressed",0,5.89715386763674
"10806","Central","Expressed",0,5.8636311755981
