"","species","traitname","strength.of.selection","sample.size","authors","year","journal","volume.pages"
"718","Nerodia sipedon","LB (lat blotches)",-0.07,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"719","Nerodia sipedon","ROWS (ht of lat blot",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"720","Nerodia sipedon","VEXT extent of venter",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"721","Nerodia sipedon","DB (dors blotches)",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"722","Nerodia sipedon","LB (lat blotches)",-0.07,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"723","Nerodia sipedon","ROWS (ht of lat blot",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"724","Nerodia sipedon","VEXT extent of venter",0.06,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"725","Nerodia sipedon","DB (dors blotches)",0.13,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"726","Nerodia sipedon","LB (lat blotches)",-0.14,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"727","Nerodia sipedon","ROWS (ht of lat blot",-0.04,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"728","Nerodia sipedon","VEXT extent of venter",0.05,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"729","Nerodia sipedon","DB (dors blotches)",-0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"730","Nerodia sipedon","LB (lat blotches)",0.06,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"731","Nerodia sipedon","ROWS (ht of lat blot",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"732","Nerodia sipedon","VEXT extent of venter",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"733","Nerodia sipedon","DB (dors blotches)",0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"734","Nerodia sipedon","LB (lat blotches)",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"735","Nerodia sipedon","ROWS (ht of lat blot",-0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"736","Nerodia sipedon","VEXT extent of venter",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"737","Nerodia sipedon","DB (dors blotches)",-0.05,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"738","Nerodia sipedon","LB (lat blotches)",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"739","Nerodia sipedon","ROWS (ht of lat blot",0.05,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"740","Nerodia sipedon","VEXT extent of venter",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"741","Nerodia sipedon","DB (dors blotches)",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"742","Nerodia sipedon","LB (lat blotches)",-0.04,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"743","Nerodia sipedon","ROWS (ht of lat blot",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"744","Nerodia sipedon","VEXT extent of venter",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"745","Nerodia sipedon","DB (dors blotches)",-0.04,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"746","Nerodia sipedon","LB (lat blotches)",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"747","Nerodia sipedon","ROWS (ht of lat blot",0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"748","Nerodia sipedon","VEXT extent of venter",0,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"749","Nerodia sipedon","DB (dors blotches)",0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"750","Nerodia sipedon","LB (lat blotches)",-0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"751","Nerodia sipedon","ROWS (ht of lat blot",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"752","Gerris odontogaster","VEXT extent of venter",0,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"753","Gerris odontogaster","weight*",0.381,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"754","Gerris odontogaster","lgth of pronotum*",-0.256,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"755","Gerris odontogaster","width of pronotum*",-0.043,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"756","Gerris odontogaster","lgth of fore femur",0.045,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"757","Gerris odontogaster","lgth of mid-leg(3)",-0.051,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"758","Gerris odontogaster","pronotal spot",-0.049,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"759","Gerris odontogaster","abdominal proc*",0.187,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"760","Gerris odontogaster","parasite load *",-0.201,159,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"761","Gerris odontogaster","weight*",0.448,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"762","Gerris odontogaster","lgth of pronotum*",-0.108,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"763","Gerris odontogaster","width of pronotum*",-0.127,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"764","Gerris odontogaster","lgth of fore femur",-0.059,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"765","Gerris odontogaster","lgth of mid-leg(3)",0.076,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"766","Gerris odontogaster","pronotal spot",-0.055,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"767","Gerris odontogaster","abdominal proc*",0.052,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"768","Gerris odontogaster","parasite load *",-0.139,154,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"769","Gerris odontogaster","weight*",0.296,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"770","Gerris odontogaster","lgth of pronotum*",-0.102,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"771","Gerris odontogaster","width of pronotum*",-0.138,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"772","Gerris odontogaster","lgth of fore femur",0.035,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"773","Gerris odontogaster","lgth of mid-leg(3)",-0.024,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"774","Gerris odontogaster","pronotal spot",-0.007,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"775","Gerris odontogaster","abdominal proc*",-0.001,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"776","Gerris odontogaster","parasite load *",-0.035,157,"Arnqvist, G",1992,"Evolution","46(4):914-929"
"777","Geospiza conirostris","beak length",-0.22,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"778","Geospiza conirostris","beak depth",-0.05,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"779","Geospiza conirostris","tarsus length",-0.02,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"780","Geospiza conirostris","beak length",-0.05,74,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"781","Geospiza conirostris","beak depth",0.37,74,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"782","Geospiza conirostris","tarsus length",0.14,74,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"783","Geospiza conirostris","beak length",0.19,42,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"784","Geospiza conirostris","beak depth",0.08,42,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"785","Geospiza conirostris","tarsus length",0.47,42,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"786","Geospiza conirostris","beak length",-0.01,44,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"787","Geospiza conirostris","beak depth",0.32,44,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"788","Geospiza conirostris","tarsus length",-0.08,44,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"789","Geospiza conirostris","beak length",-0.28,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"790","Geospiza conirostris","beak depth",0.27,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"791","Geospiza magnirostris","tarsus length",0.24,137,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"792","Geospiza magnirostris","beak length",0.33,23,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"793","Geospiza magnirostris","beak depth",0.62,23,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"794","Geospiza fortis","tarsus length",-0.14,23,"Grant, B. R., and P. R. Grant",1989,"American Naturalist","133:377-393"
"795","Geospiza fortis","weight",0.38,100,"Price, T.",1984,"American Naturalist","123:500-518"
"796","Geospiza fortis","beak length",-0.48,100,"Price, T.",1984,"American Naturalist","123:500-518"
"797","Geospiza fortis","beak depth",0.81,100,"Price, T.",1984,"American Naturalist","123:500-518"
"798","Geospiza fortis","beak width",-0.24,100,"Price, T.",1984,"American Naturalist","123:500-518"
"799","Geospiza fortis","weight",0.25,93,"Price, T.",1984,"American Naturalist","123:500-518"
"800","Geospiza fortis","beak length",-0.42,93,"Price, T.",1984,"American Naturalist","123:500-518"
"801","Geospiza fortis","beak depth",0.76,93,"Price, T.",1984,"American Naturalist","123:500-518"
"802","Geospiza fortis","beak width",-0.021,93,"Price, T.",1984,"American Naturalist","123:500-518"
"803","Geospiza fortis","weight",0.08,51,"Price, T.",1984,"American Naturalist","123:500-518"
"804","Geospiza fortis","beak length",-0.52,51,"Price, T.",1984,"American Naturalist","123:500-518"
"805","Geospiza fortis","beak depth",-0.39,51,"Price, T.",1984,"American Naturalist","123:500-518"
"806","Geospiza fortis","beak width",0.24,51,"Price, T.",1984,"American Naturalist","123:500-518"
"807","Geospiza fortis","weight",0.17,80,"Price, T.",1984,"American Naturalist","123:500-518"
"808","Geospiza fortis","beak length",-0.38,80,"Price, T.",1984,"American Naturalist","123:500-518"
"809","Geospiza fortis","beak depth",0.65,80,"Price, T.",1984,"American Naturalist","123:500-518"
"810","Geospiza fortis","beak width",0.01,80,"Price, T.",1984,"American Naturalist","123:500-518"
"811","Geospiza fortis","weight",-0.11,105,"Price, T.",1984,"American Naturalist","123:500-518"
"812","Geospiza fortis","beak length",0.04,105,"Price, T.",1984,"American Naturalist","123:500-518"
"813","Geospiza fortis","beak depth",0.41,105,"Price, T.",1984,"American Naturalist","123:500-518"
"814","Gammarus pulex","beak width",0.02,105,"Price, T.",1984,"American Naturalist","123:500-518"
