"","gene.length"
"15035",1224
"15036",840
"15037",3857
"15038",2125
"15039",387
"15040",1540
"15041",2618
"15042",1811
"15043",285
"15044",2619
"15045",978
"15046",1789
"15047",2381
"15048",510
"15049",948
"15050",2202
"15051",2654
"15052",2003
"15053",2210
"15054",381
"15055",2862
"15056",696
"15057",2064
"15058",678
"15059",1900
"15060",2216
"15061",2815
"15062",956
"15063",966
"15064",5142
"15065",228
"15066",8718
"15067",1529
"15068",945
"15069",1145
"15070",906
"15071",2912
"15072",984
"15073",1062
"15074",909
"15075",1456
"15076",1825
"15077",1909
"15078",843
"15079",4089
"15080",855
"15081",1659
"15082",972
"15083",564
"15084",993
"15085",3985
"15086",1362
"15087",372
"15088",903
"15089",474
"15090",576
"15091",2032
"15092",2157
"15093",885
"15094",3856
"15095",948
"15096",474
"15097",585
"15098",378
"15099",3003
"15100",1401
"15101",2518
"15102",1590
"15103",1678
"15104",1766
"15105",2081
"15106",4528
"15107",1016
"15108",3206
"15109",6078
"15110",1931
"15111",285
"15112",915
"15113",561
"15114",2020
"15115",4784
"15116",1570
"15117",3145
"15118",588
"15119",2430
"15120",2366
"15121",1182
"15122",2521
"15123",2852
"15124",1830
"15125",6912
"15126",693
"15127",2331
"15128",4486
"15129",720
"15130",6897
"15131",1286
"15132",3147
"15133",549
"15134",480
"15135",2014
"15136",586
"15137",474
"15138",664
"15139",1599
"15140",2047
"15141",1268
"15142",1589
"15143",972
"15144",510
"15145",1287
"15146",1242
"15147",1017
"15148",5211
"15149",939
"15150",2063
"15151",1503
"15152",3465
"15153",939
"15154",2259
"15155",1873
"15156",2010
"15157",1067
"15158",10836
"15159",963
"15160",971
"15161",963
"15162",423
"15163",1556
"15164",4852
"15165",351
"15166",2598
"15167",939
"15168",1909
"15169",2079
"15170",2742
"15171",510
"15172",336
"15173",501
"15174",1572
"15175",987
"15176",2085
"15177",1580
"15178",1646
"15179",651
"15180",2124
"15181",4056
"15182",4977
"15183",954
"15184",603
"15185",207
"15186",2400
"15187",399
"15188",1966
"15189",424
"15190",1630
"15191",408
"15192",1782
"15193",5226
"15194",1958
"15195",4726
"15196",2408
"15197",504
"15198",396
"15199",1671
"15200",2202
"15201",4716
"15202",639
"15203",1056
"15204",924
"15205",3146
"15206",2622
"15207",909
"15208",2193
"15209",3688
"15210",7122
"15211",396
"15212",4650
"15213",1136
"15214",731
"15215",1715
"15216",2059
"15217",2570
"15218",471
"15219",549
"15220",1535
"15221",198
"15222",534
"15223",2312
"15224",1932
"15225",1550
"15226",1779
"15227",2229
"15228",930
"15229",2183
"15230",3023
"15231",1399
"15232",819
"15233",3562
"15234",930
"15235",3892
"15236",4932
"15237",5209
"15238",954
"15239",1783
"15240",654
"15241",2384
"15242",815
"15243",2308
"15244",3504
"15245",423
"15246",507
"15247",330
"15248",468
"15249",501
"15250",936
"15251",2753
"15252",2820
"15253",2505
"15254",2623
"15255",618
"15256",1179
"15257",6228
"15258",2100
"15259",3806
"15260",978
"15261",408
"15262",3180
"15263",2328
"15264",2454
"15265",464
"15266",2789
"15267",996
"15268",1851
"15269",3443
"15270",928
"15271",681
"15272",2386
"15273",3266
"15274",2453
"15275",363
"15276",2277
"15277",3402
"15278",588
"15279",2071
"15280",990
"15281",1381
"15282",1107
"15283",4579
"15284",2036
"15285",3012
"15286",120
"15287",1623
"15288",1044
"15289",2230
"15290",918
"15291",4793
"15292",1531
"15293",1900
"15294",843
"15295",825
"15296",1863
"15297",582
"15298",5039
"15299",4158
"15300",4627
"15301",918
"15302",2435
"15303",2379
"15304",2361
"15305",1748
"15306",492
"15307",1944
"15308",1796
"15309",2758
"15310",1405
"15311",1589
"15312",486
"15313",939
"15314",2175
"15315",483
"15316",4515
"15317",2748
"15318",162
"15319",2256
"15320",3449
"15321",1714
"15322",618
"15323",651
"15324",1413
"15325",396
"15326",652
"15327",1683
"15328",2311
"15329",3532
"15330",1287
"15331",3302
"15332",1919
"15333",3692
"15334",2550
"15335",138
"15336",1336
"15337",384
"15338",933
"15339",2729
"15340",2371
"15341",1081
"15342",3658
"15343",390
"15344",1342
"15345",2914
"15346",344
"15347",690
"15348",153
"15349",2697
"15350",2025
"15351",2611
"15352",735
"15353",4026
"15354",4445
"15355",1713
"15356",1515
"15357",1305
"15358",1233
"15359",1202
"15360",1550
"15361",3035
"15362",1714
"15363",1643
"15364",4746
"15365",435
"15366",378
"15367",396
"15368",249
"15369",5985
"15370",2986
"15371",882
"15372",1378
"15373",3674
"15374",3761
"15375",1858
"15376",1761
"15377",1697
"15378",2513
"15379",836
"15380",1846
"15381",8367
"15382",3189
"15383",357
"15384",1374
"15385",1081
"15386",833
"15387",216
"15388",579
"15389",1753
"15390",2206
"15391",1543
"15392",2622
"15393",348
"15394",3063
"15395",3168
"15396",685
"15397",3393
"15398",3462
"15399",3121
"15400",2300
"15401",6043
"15402",885
"15403",2646
"15404",1062
"15405",4246
"15406",2249
"15407",15249
"15408",330
"15409",3983
"15410",888
"15411",363
"15412",519
"15413",2809
"15414",3659
"15415",2998
"15416",2572
"15417",2091
"15418",162
"15419",546
"15420",1918
"15421",1503
"15422",4070
"15423",285
"15424",309
"15425",291
"15426",138
"15427",402
"15428",755
"15429",2508
"15430",3024
"15431",3180
"15432",1443
"15433",873
"15434",930
"15435",1390
"15436",747
"15437",2802
"15438",1401
"15439",1470
"15440",411
"15441",1984
"15442",945
"15443",1302
"15444",165
"15445",1737
"15446",441
"15447",843
"15448",393
"15449",360
"15450",2414
"15451",537
"15452",1269
"15453",2047
"15454",2201
"15455",2455
"15456",2283
"15457",1866
"15458",2013
"15459",543
"15460",315
"15461",3128
"15462",869
"15463",601
"15464",180
"15465",308
"15466",411
"15467",1463
"15468",2015
"15469",1381
"15470",2441
"15471",710
"15472",3515
"15473",2338
"15474",435
"15475",3180
"15476",2347
"15477",2319
"15478",1982
"15479",1272
"15480",1785
"15481",2191
"15482",453
"15483",1817
"15484",2213
"15485",396
"15486",3806
"15487",5452
"15488",1295
"15489",2146
"15490",2961
"15491",927
"15492",1663
"15493",575
"15494",1941
"15495",566
"15496",1527
"15497",708
"15498",3616
"15499",3820
"15500",1794
"15501",2097
"15502",521
"15503",2956
"15504",2065
"15505",582
"15506",927
"15507",3462
"15508",171
"15509",2027
"15510",4441
"15511",1443
"15512",3839
"15513",3754
"15514",2050
"15515",609
"15516",600
"15517",2002
"15518",2859
"15519",1728
"15520",858
"15521",1683
"15522",369
"15523",736
"15524",1154
"15525",2640
"15526",1365
"15527",4706
"15528",4262
"15529",3789
"15530",2983
"15531",2657
"15532",505
"15533",1817
"15534",2148
"15535",2285
"15536",2531
"15537",1760
"15538",1788
"15539",1990
"15540",1067
"15541",1350
"15542",663
"15543",3914
"15544",363
"15545",1978
"15546",929
"15547",2113
"15548",684
"15549",189
"15550",2893
"15551",3928
"15552",414
"15553",2006
"15554",510
"15555",4637
"15556",684
"15557",883
"15558",4452
"15559",1050
"15560",1532
"15561",5338
"15562",1064
"15563",1979
"15564",1839
"15565",1973
"15566",483
"15567",2070
"15568",2922
"15569",4331
"15570",4440
"15571",1603
"15572",510
"15573",3001
"15574",4224
"15575",3416
"15576",4795
"15577",3406
"15578",2069
"15579",884
"15580",862
"15581",1583
"15582",1887
"15583",2932
"15584",1245
"15585",408
"15586",2521
"15587",1280
"15588",2812
"15589",2050
"15590",273
"15591",2628
"15592",2434
"15593",3174
"15594",2369
"15595",1508
"15596",168
"15597",443
"15598",456
"15599",1704
"15600",2678
"15601",1300
"15602",1813
"15603",4064
"15604",945
"15605",3742
"15606",1612
"15607",2646
"15608",1199
"15609",1125
"15610",957
"15611",3145
"15612",2948
"15613",391
"15614",5325
"15615",1336
"15616",1189
"15617",4656
"15618",1101
"15619",4838
"15620",510
"15621",912
"15622",678
"15623",1814
"15624",5352
"15625",2942
"15626",2736
"15627",2766
"15628",1081
"15629",2930
"15630",1210
"15631",348
"15632",3362
"15633",3738
"15634",3357
"15635",2017
"15636",2105
"15637",2153
"15638",357
"15639",618
"15640",1638
"15641",1495
"15642",4241
"15643",594
"15644",918
"15645",1901
"15646",1782
"15647",2873
"15648",2310
"15649",3798
"15650",3310
"15651",972
"15652",486
"15653",2000
"15654",1793
"15655",651
"15656",7044
"15657",743
"15658",1732
"15659",2555
"15660",6282
"15661",3565
"15662",2648
"15663",492
"15664",3753
"15665",400
"15666",2692
"15667",714
"15668",1780
"15669",2552
"15670",402
"15671",384
"15672",837
"15673",3365
"15674",759
"15675",378
"15676",4240
"15677",489
"15678",737
"15679",3428
"15680",321
"15681",396
"15682",192
"15683",4399
"15684",4334
"15685",2677
"15686",3015
"15687",1719
"15688",2536
"15689",600
"15690",2468
"15691",1558
"15692",3177
"15693",897
"15694",2848
"15695",1358
"15696",918
"15697",963
"15698",474
"15699",259
"15700",2175
"15701",2766
"15702",3849
"15703",933
"15704",919
"15705",2471
"15706",264
"15707",3954
"15708",693
"15709",1850
"15710",1760
"15711",1451
"15712",3203
"15713",3359
"15714",1134
"15715",1263
"15716",4131
"15717",1433
"15718",4230
"15719",1549
"15720",369
"15721",1173
"15722",757
"15723",2285
"15724",4098
"15725",588
"15726",3345
"15727",2662
"15728",2561
"15729",390
"15730",2736
"15731",3100
"15732",930
"15733",363
"15734",930
"15735",1125
"15736",2371
"15737",771
"15738",534
"15739",1250
"15740",1164
"15741",933
"15742",396
"15743",363
"15744",1287
"15745",873
"15746",939
"15747",7119
"15748",348
"15749",3934
"15750",1593
"15751",2073
"15752",1053
"15753",1913
"15754",2468
"15755",1796
"15756",402
"15757",2223
"15758",249
"15759",396
"15760",2177
"15761",390
"15762",921
"15763",993
"15764",459
"15765",4086
"15766",1047
"15767",249
"15768",1691
"15769",915
"15770",1905
"15771",3241
"15772",969
"15773",1032
"15774",2153
"15775",1340
"15776",969
"15777",384
"15778",5046
"15779",5547
"15780",6038
"15781",1804
"15782",2601
"15783",765
"15784",1599
"15785",1329
"15786",555
"15787",16994
"15788",3417
"15789",306
"15790",2264
"15791",4494
"15792",399
"15793",189
"15794",4055
"15795",498
"15796",2563
"15797",4330
"15798",2199
"15799",1269
"15800",3694
"15801",1219
"15802",1347
"15803",951
"15804",2000
"15805",1996
"15806",2835
"15807",2371
"15808",3322
"15809",2136
"15810",1818
"15811",3085
"15812",1118
"15813",1240
"15814",1804
"15815",3801
"15816",1935
"15817",4332
"15818",1113
"15819",876
"15820",612
"15821",7010
"15822",4120
"15823",1122
"15824",945
"15825",369
"15826",775
"15827",312
"15828",1014
"15829",2917
"15830",1737
"15831",2371
"15832",906
"15833",1000
"15834",1257
"15835",1047
"15836",3681
"15837",318
"15838",610
"15839",1639
"15840",948
"15841",1589
"15842",1784
"15843",888
"15844",4081
"15845",4064
"15846",2774
"15847",795
"15848",1014
"15849",1887
"15850",1987
"15851",912
"15852",222
"15853",711
"15854",1021
"15855",405
"15856",1899
"15857",7984
"15858",5084
"15859",1684
"15860",879
"15861",1523
"15862",2535
"15863",659
"15864",2170
"15865",655
"15866",1997
"15867",504
"15868",1796
"15869",1616
"15870",2874
"15871",3459
"15872",1373
"15873",2475
"15874",2334
"15875",438
"15876",2332
"15877",3854
"15878",2955
"15879",886
"15880",1450
"15881",2729
"15882",1732
"15883",591
"15884",1901
"15885",482
"15886",2190
"15887",1442
"15888",2105
"15889",780
"15890",4067
"15891",2030
"15892",2072
"15893",4544
"15894",1956
"15895",5605
"15896",2946
"15897",3983
"15898",693
"15899",5786
"15900",3099
"15901",129
"15902",2882
"15903",480
"15904",156
"15905",285
"15906",4120
"15907",941
"15908",873
"15909",2243
"15910",1830
"15911",377
"15912",372
"15913",1506
"15914",960
"15915",939
"15916",759
"15917",2872
"15918",177
"15919",1038
"15920",4264
"15921",3266
"15922",867
"15923",660
"15924",492
"15925",960
"15926",651
"15927",4113
"15928",1729
"15929",496
"15930",5261
"15931",918
"15932",225
"15933",1203
"15934",2314
"15935",225
"15936",711
"15937",2249
"15938",3477
"15939",1302
"15940",588
"15941",3253
"15942",3815
"15943",1296
"15944",252
"15945",1687
"15946",2693
"15947",591
"15948",1615
"15949",1419
"15950",297
"15951",246
"15952",702
"15953",228
"15954",6324
"15955",2392
"15956",1143
"15957",1880
"15958",3365
"15959",1262
"15960",2962
"15961",186
"15962",2466
"15963",3664
"15964",363
"15965",2450
"15966",423
"15967",801
"15968",2490
"15969",933
"15970",1080
"15971",5051
"15972",1447
"15973",1682
"15974",2974
"15975",946
"15976",786
"15977",2153
"15978",852
"15979",1013
"15980",810
"15981",2191
"15982",1143
"15983",1738
"15984",195
"15985",849
"15986",2449
"15987",2463
"15988",1455
"15989",3438
"15990",3044
"15991",2183
"15992",336
"15993",711
"15994",1545
"15995",1539
"15996",4411
"15997",1294
"15998",1949
"15999",535
"16000",2323
"16001",1937
"16002",3368
"16003",2104
"16004",396
"16005",210
"16006",5313
"16007",1252
"16008",2082
"16009",600
"16010",2469
"16011",1357
"16012",2557
"16013",372
"16014",2859
"16015",63
"16016",3192
"16017",1137
"16018",1671
"16019",3412
"16020",360
"16021",3284
"16022",2193
"16023",5207
"16024",3635
"16025",2554
"16026",813
"16027",360
"16028",867
"16029",4341
"16030",3955
"16031",960
"16032",3611
"16033",915
"16034",1225
"16035",2123
"16036",945
"16037",2854
"16038",3268
"16039",2726
"16040",948
"16041",240
"16042",2885
"16043",522
"16044",291
"16045",1198
"16046",939
"16047",2647
"16048",966
"16049",680
"16050",186
"16051",2443
"16052",974
"16053",963
"16054",3243
"16055",2616
"16056",975
"16057",2077
"16058",1695
"16059",2448
"16060",2041
"16061",3054
"16062",3289
"16063",790
"16064",2805
"16065",3120
"16066",1997
"16067",902
"16068",3612
"16069",2883
"16070",711
"16071",1338
"16072",1318
"16073",5915
"16074",966
"16075",2238
"16076",171
"16077",5049
"16078",4576
"16079",1001
"16080",1869
"16081",3595
"16082",471
"16083",5262
"16084",2260
"16085",1283
"16086",2732
"16087",36099
"16088",1643
"16089",1338
"16090",2734
"16091",417
"16092",201
"16093",2755
"16094",5159
"16095",1195
"16096",1894
"16097",1168
"16098",369
"16099",1344
"16100",1839
"16101",807
"16102",5201
"16103",393
"16104",3690
"16105",6732
"16106",3810
"16107",2024
"16108",162
"16109",1403
"16110",738
"16111",885
"16112",456
"16113",930
"16114",702
"16115",897
"16116",432
"16117",1973
"16118",4369
"16119",387
"16120",810
"16121",105
"16122",2692
"16123",1930
"16124",981
"16125",5310
"16126",588
"16127",2772
"16128",1089
"16129",1836
"16130",2332
"16131",936
"16132",850
"16133",366
"16134",3762
"16135",2242
"16136",129
"16137",2315
"16138",1438
"16139",1284
"16140",1170
"16141",5075
"16142",387
"16143",3748
"16144",726
"16145",861
"16146",495
"16147",3045
"16148",926
"16149",2277
"16150",2500
"16151",1578
"16152",903
"16153",1488
"16154",732
"16155",6237
"16156",3085
"16157",2151
"16158",267
"16159",2875
"16160",972
"16161",474
"16162",351
"16163",945
"16164",2682
"16165",1163
"16166",2541
"16167",2894
"16168",894
"16169",7833
"16170",405
"16171",879
"16172",1261
"16173",315
"16174",603
"16175",3073
"16176",1649
"16177",2439
"16178",2280
"16179",957
"16180",903
"16181",945
"16182",561
"16183",846
"16184",1485
"16185",2369
"16186",3618
"16187",2767
"16188",1995
"16189",2897
"16190",913
"16191",1648
"16192",3485
"16193",2927
"16194",907
"16195",939
"16196",7302
"16197",150
"16198",936
"16199",366
"16200",981
"16201",1193
"16202",2286
"16203",156
"16204",2362
"16205",990
"16206",438
"16207",2957
"16208",708
"16209",945
"16210",486
"16211",4075
"16212",3010
"16213",924
"16214",2438
"16215",1341
"16216",915
"16217",792
"16218",939
"16219",2106
"16220",1241
"16221",771
"16222",1590
"16223",1894
"16224",975
"16225",1251
"16226",2297
"16227",3075
"16228",5527
"16229",498
"16230",1280
"16231",544
"16232",942
"16233",3539
"16234",850
"16235",1325
"16236",3991
"16237",951
"16238",3487
"16239",954
"16240",3709
"16241",543
"16242",3409
"16243",2932
"16244",1717
"16245",870
"16246",1029
"16247",2394
"16248",1296
"16249",303
"16250",3290
"16251",1338
"16252",315
"16253",930
"16254",4256
"16255",2339
"16256",1671
"16257",3593
"16258",1919
"16259",814
"16260",939
"16261",1689
"16262",933
"16263",2148
"16264",951
"16265",906
"16266",663
"16267",1386
"16268",945
"16269",987
"16270",945
"16271",714
"16272",1032
"16273",823
"16274",5582
"16275",1135
"16276",288
"16277",786
"16278",6633
"16279",807
"16280",3171
"16281",951
"16282",4712
"16283",528
"16284",3561
"16285",189
"16286",3178
"16287",3348
"16288",1365
"16289",1729
"16290",1241
"16291",414
"16292",348
"16293",939
"16294",441
"16295",2529
"16296",1510
"16297",2581
"16298",3387
"16299",1317
"16300",3408
"16301",396
"16302",3033
"16303",1499
"16304",2235
"16305",1449
"16306",1374
"16307",533
"16308",1257
"16309",384
"16310",651
"16311",2312
"16312",372
"16313",736
"16314",2356
"16315",3463
"16316",578
"16317",2039
"16318",2397
"16319",4195
"16320",255
"16321",273
"16322",3492
"16323",162
"16324",1912
"16325",3037
"16326",1389
"16327",2302
"16328",3312
"16329",3024
"16330",561
"16331",524
"16332",1155
"16333",629
"16334",441
"16335",1622
"16336",2241
"16337",2095
"16338",2940
"16339",1421
"16340",606
"16341",931
"16342",5354
"16343",2090
"16344",1432
"16345",3495
"16346",279
"16347",429
"16348",2993
"16349",1233
"16350",63
"16351",606
"16352",201
"16353",4815
"16354",1914
"16355",1404
"16356",1784
"16357",1974
"16358",4528
"16359",1619
"16360",1201
"16361",3120
"16362",2283
"16363",2358
"16364",165
"16365",2559
"16366",4628
"16367",2133
"16368",775
"16369",4623
"16370",4551
"16371",3120
"16372",1784
"16373",2771
"16374",5135
"16375",1464
"16376",1450
"16377",936
"16378",2700
"16379",435
"16380",1643
"16381",462
"16382",4050
"16383",410
"16384",2470
"16385",288
"16386",3952
"16387",990
"16388",2270
"16389",4010
"16390",279
"16391",204
"16392",339
"16393",4812
"16394",465
"16395",2137
"16396",2080
"16397",1762
"16398",873
"16399",2056
"16400",162
"16401",856
"16402",3831
"16403",3449
"16404",1481
"16405",2234
"16406",678
"16407",351
"16408",492
"16409",387
"16410",408
"16411",4178
"16412",1146
"16413",138
"16414",273
"16415",2733
"16416",2744
"16417",1932
"16418",3078
"16419",3129
"16420",4704
"16421",1968
"16422",1530
"16423",1638
"16424",2846
"16425",3021
"16426",2380
"16427",1818
"16428",7642
"16429",471
"16430",1671
"16431",2762
"16432",1171
"16433",1057
"16434",1293
"16435",1420
"16436",3510
"16437",3806
"16438",702
"16439",1760
"16440",645
"16441",1627
"16442",2566
"16443",345
"16444",996
"16445",1892
"16446",2611
"16447",1303
"16448",5251
"16449",411
"16450",411
"16451",330
"16452",2178
"16453",3985
"16454",4219
"16455",928
"16456",1161
"16457",102
"16458",492
"16459",282
"16460",465
"16461",1371
"16462",5109
"16463",387
"16464",1599
"16465",948
"16466",6702
"16467",1083
"16468",1854
"16469",2774
"16470",918
"16471",966
"16472",1698
"16473",2028
"16474",548
"16475",942
"16476",366
"16477",1672
"16478",2272
"16479",2341
"16480",1035
"16481",2551
"16482",9003
"16483",2736
"16484",562
"16485",973
"16486",1306
"16487",543
"16488",2841
"16489",2622
"16490",282
"16491",1837
"16492",3591
"16493",1631
"16494",483
"16495",1698
"16496",942
"16497",2262
"16498",2026
"16499",2445
"16500",1251
"16501",3296
"16502",10969
"16503",873
"16504",1062
"16505",204
"16506",3837
"16507",5748
"16508",564
"16509",2369
"16510",997
"16511",1092
"16512",948
"16513",2550
"16514",839
"16515",588
"16516",2249
"16517",1949
"16518",1500
"16519",111
"16520",177
"16521",1900
"16522",1206
"16523",1623
"16524",1222
"16525",582
"16526",1173
"16527",3571
"16528",3978
"16529",7538
"16530",2375
"16531",348
"16532",2280
"16533",899
"16534",769
"16535",939
"16536",2149
"16537",2464
"16538",2334
"16539",2076
"16540",930
"16541",1812
"16542",5924
"16543",3367
"16544",792
"16545",939
"16546",2659
"16547",2333
"16548",1178
"16549",2013
"16550",485
"16551",1980
"16552",2087
"16553",1440
"16554",2421
"16555",2106
"16556",2389
"16557",2461
"16558",630
"16559",1326
"16560",396
"16561",1791
"16562",2367
"16563",1593
"16564",1193
"16565",1966
"16566",4428
"16567",3295
"16568",4108
"16569",2741
"16570",942
"16571",1993
"16572",2662
"16573",1773
"16574",3728
"16575",3498
"16576",1194
"16577",1653
"16578",1121
"16579",2259
"16580",1821
"16581",850
"16582",465
"16583",3446
"16584",1726
"16585",4440
"16586",2922
"16587",942
"16588",1347
"16589",900
"16590",1781
"16591",1990
"16592",554
"16593",804
"16594",4812
"16595",1945
"16596",1158
"16597",7164
"16598",714
"16599",135
"16600",1020
"16601",3042
"16602",3403
"16603",1849
"16604",1585
"16605",921
"16606",222
"16607",3801
"16608",1923
"16609",20670
"16610",5811
"16611",998
"16612",1038
"16613",1668
"16614",1792
"16615",4372
"16616",2569
"16617",9856
"16618",888
"16619",459
"16620",939
"16621",1635
"16622",951
"16623",174
"16624",2901
"16625",2508
"16626",2232
"16627",549
"16628",3510
"16629",1751
"16630",903
"16631",2086
"16632",2427
"16633",2586
"16634",1125
"16635",660
"16636",1518
"16637",1287
"16638",1566
"16639",417
"16640",510
"16641",300
"16642",1446
"16643",702
"16644",3748
"16645",930
"16646",1813
"16647",2486
"16648",534
"16649",777
"16650",2688
"16651",279
"16652",2144
"16653",2187
"16654",174
"16655",1843
"16656",933
"16657",2736
"16658",2606
"16659",3078
"16660",534
"16661",822
"16662",891
"16663",2449
"16664",1558
"16665",1915
"16666",3248
"16667",1838
"16668",2324
"16669",405
"16670",849
"16671",2523
"16672",969
"16673",1513
"16674",1981
"16675",1737
"16676",1338
"16677",1806
"16678",957
"16679",945
"16680",1635
"16681",1621
"16682",897
"16683",2379
"16684",6142
"16685",2914
"16686",1250
"16687",2986
"16688",4672
"16689",210
"16690",822
"16691",1695
"16692",516
"16693",1645
"16694",942
"16695",750
"16696",390
"16697",618
"16698",1027
"16699",1110
"16700",1600
"16701",303
"16702",237
"16703",4017
"16704",3780
"16705",501
"16706",1542
"16707",3121
"16708",1038
"16709",1362
"16710",78
"16711",1953
"16712",707
"16713",4170
"16714",4395
"16715",882
"16716",384
"16717",775
"16718",348
"16719",2096
"16720",453
"16721",654
"16722",2123
"16723",2630
"16724",2262
"16725",327
"16726",3634
"16727",2961
"16728",10014
"16729",3398
"16730",237
"16731",2082
"16732",5695
"16733",1661
"16734",567
"16735",342
"16736",4536
"16737",1017
"16738",1118
"16739",1638
"16740",249
"16741",2341
"16742",198
"16743",1309
"16744",2786
"16745",4336
"16746",393
"16747",1065
"16748",1471
"16749",423
"16750",1203
"16751",1433
"16752",1767
"16753",1483
"16754",1032
"16755",2884
"16756",564
"16757",6541
"16758",1440
"16759",438
"16760",965
"16761",396
"16762",354
"16763",510
"16764",2271
"16765",411
"16766",2361
"16767",1379
"16768",716
"16769",1002
"16770",180
"16771",1954
"16772",276
"16773",935
"16774",615
"16775",501
"16776",3140
"16777",1751
"16778",1945
"16779",2301
"16780",1148
"16781",1188
"16782",747
"16783",1007
"16784",7473
"16785",1988
"16786",2270
"16787",898
"16788",192
"16789",1726
"16790",793
"16791",2739
"16792",417
"16793",1976
"16794",123
"16795",3639
"16796",2906
"16797",387
"16798",2032
"16799",1505
"16800",1701
"16801",2237
"16802",225
"16803",1049
"16804",2775
"16805",855
"16806",393
"16807",1692
"16808",525
"16809",1090
"16810",1693
"16811",357
"16812",435
"16813",2495
"16814",1273
"16815",2033
"16816",1931
"16817",1149
"16818",951
"16819",1211
"16820",601
"16821",6247
"16822",2226
"16823",603
"16824",3409
"16825",2280
"16826",2685
"16827",570
"16828",1848
"16829",3014
"16830",5814
"16831",3186
"16832",2843
"16833",5167
"16834",2594
"16835",321
"16836",2311
"16837",2719
"16838",2024
"16839",2547
"16840",1131
"16841",2315
"16842",1308
"16843",2491
"16844",2168
"16845",2754
"16846",1422
"16847",888
"16848",3081
"16849",2090
"16850",2262
"16851",2396
"16852",321
"16853",3827
"16854",900
"16855",2788
"16856",1023
"16857",2334
"16858",714
"16859",1657
"16860",3324
"16861",174
"16862",132
"16863",1839
"16864",844
"16865",2671
"16866",4167
"16867",1957
"16868",2310
"16869",1384
"16870",1703
"16871",1968
"16872",1767
"16873",3301
"16874",6057
"16875",978
"16876",3285
"16877",4325
"16878",8515
"16879",405
"16880",2585
"16881",6525
"16882",3039
"16883",1542
"16884",816
"16885",1501
"16886",3797
"16887",657
"16888",4821
"16889",2449
"16890",2472
"16891",1629
"16892",336
"16893",931
"16894",2330
"16895",2168
"16896",3069
"16897",5061
"16898",3295
"16899",2396
"16900",719
"16901",1330
"16902",767
"16903",431
"16904",936
"16905",63
"16906",1158
"16907",2128
"16908",6710
"16909",3806
"16910",213
"16911",1919
"16912",1603
"16913",4956
"16914",939
"16915",174
"16916",357
"16917",198
"16918",855
"16919",474
"16920",2357
"16921",825
"16922",2488
"16923",2082
"16924",2568
"16925",2989
"16926",3476
"16927",500
"16928",4232
"16929",276
"16930",417
"16931",315
"16932",501
"16933",1645
"16934",3028
"16935",2545
"16936",207
"16937",955
"16938",2152
"16939",255
"16940",939
"16941",7635
"16942",766
"16943",132
"16944",726
"16945",2682
"16946",930
"16947",2863
"16948",1459
"16949",766
"16950",1355
"16951",939
"16952",2236
"16953",603
"16954",1335
"16955",2443
"16956",132
"16957",1697
"16958",1155
"16959",2143
"16960",3312
"16961",2810
"16962",952
"16963",4974
"16964",1425
"16965",1708
"16966",3568
"16967",840
"16968",2276
"16969",2431
"16970",3714
"16971",1668
"16972",1861
"16973",8555
"16974",900
"16975",417
"16976",3445
"16977",789
"16978",437
"16979",1431
"16980",393
"16981",2911
"16982",2323
"16983",222
"16984",1389
"16985",5993
"16986",1444
"16987",2979
"16988",264
"16989",930
"16990",972
"16991",634
"16992",321
"16993",495
"16994",777
"16995",1473
"16996",525
"16997",2739
"16998",3057
"16999",636
"17000",3774
"17001",3914
"17002",444
"17003",2984
"17004",951
"17005",808
"17006",486
"17007",1849
"17008",491
"17009",1742
"17010",1838
"17011",1252
"17012",587
"17013",9285
"17014",393
"17015",687
"17016",435
"17017",273
"17018",153
"17019",681
"17020",1284
"17021",2808
"17022",3532
"17023",2755
"17024",1674
"17025",2001
"17026",3222
"17027",2055
"17028",996
"17029",1796
"17030",483
"17031",927
"17032",4545
"17033",681
"17034",1893
"17035",810
"17036",1878
"17037",1903
"17038",3067
"17039",3132
"17040",1213
"17041",1365
"17042",6793
"17043",432
"17044",1228
"17045",1563
"17046",2058
"17047",1524
"17048",204
"17049",4083
"17050",423
"17051",2114
"17052",759
"17053",3247
"17054",948
"17055",3137
"17056",4052
"17057",1332
"17058",1320
"17059",1921
"17060",1029
"17061",3275
"17062",470
"17063",270
"17064",3795
"17065",1045
"17066",762
"17067",1187
"17068",2690
"17069",585
"17070",1649
"17071",2613
"17072",1196
"17073",2715
"17074",117
"17075",2780
"17076",876
"17077",2353
"17078",225
"17079",510
"17080",378
"17081",2725
"17082",4181
"17083",171
"17084",1150
"17085",2649
"17086",2845
"17087",3862
"17088",1867
"17089",4109
"17090",559
"17091",1121
"17092",1847
"17093",3181
"17094",1862
"17095",315
"17096",4013
"17097",3196
"17098",2010
"17099",7898
"17100",1964
"17101",1827
"17102",723
"17103",6571
"17104",222
"17105",710
"17106",3971
"17107",1099
"17108",1149
"17109",2606
"17110",2545
"17111",285
"17112",1251
"17113",3722
"17114",873
"17115",690
"17116",1044
"17117",2415
"17118",6028
"17119",381
"17120",345
"17121",2130
"17122",2451
"17123",1367
"17124",948
"17125",705
"17126",3267
"17127",3521
"17128",801
"17129",1721
"17130",2279
"17131",1593
"17132",216
"17133",3759
"17134",3660
"17135",939
"17136",2256
"17137",1981
"17138",600
"17139",396
"17140",2324
"17141",303
