"","date_time","v1_40m_avg","v1_40m_max","v1_40m_min","v1_40m_std","v2_30m_avg","v2_30m_max","v2_30m_min","v2_30m_std","v3_20m_avg","v3_20m_max","v3_20m_min","v3_20m_std","dir1_40m_avg","dir1_40m_std","dir2_30m_avg","dir2_30m_std"
"26560","06.11.2009 23:50",1.35,3.79,0.37,0.93,0.97,3.38,0.34,0.81,0.74,2.27,0.37,0.54,298.14,31.76,337.44,63.86
"26561","07.11.2009 00:00",0.64,2.65,0.37,0.51,0.39,1.48,0.34,0.19,0.37,1.13,0.37,0.05,222.74,22.38,201.66,32.48
"26562","07.11.2009 00:10",0.79,2.27,0.37,0.51,0.47,1.86,0.34,0.32,0.46,1.89,0.37,0.27,169.79,30.27,151.16,29.53
"26563","07.11.2009 00:20",0.48,1.89,0.37,0.31,0.4,1.48,0.34,0.21,0.46,1.51,0.37,0.26,221.96,21.35,191.12,12.72
"26564","07.11.2009 00:30",0.74,2.27,0.37,0.51,0.51,2.24,0.34,0.42,0.51,2.27,0.37,0.39,213.82,23.53,211.27,29.54
"26565","07.11.2009 00:40",1.73,3.03,0.37,0.69,1.41,3,0.34,0.65,1.26,3.03,0.37,0.66,238.69,16.09,230.49,16.05
"26566","07.11.2009 00:50",1.48,3.41,0.37,0.88,1.12,3.38,0.34,0.82,1.08,3.41,0.37,0.7,215.87,33.25,208.49,34.42
"26567","07.11.2009 01:00",0.83,3.03,0.37,0.6,0.57,3.38,0.34,0.5,0.46,2.27,0.37,0.29,343.86,45.64,283.42,61.4
"26568","07.11.2009 01:10",2.36,4.54,0.37,0.72,2.1,4.52,0.34,0.77,1.98,4.17,0.37,0.86,222.4,41.66,201.72,19.57
"26569","07.11.2009 01:20",3.14,6.06,0.37,1.14,2.9,5.28,0.34,1,2.87,5.3,0.37,0.95,243.19,16.49,234.24,15.43
"26570","07.11.2009 01:30",1.32,3.03,0.37,0.8,1.03,3,0.34,0.7,0.98,3.03,0.37,0.65,238.82,34.52,237.34,46.42
"26571","07.11.2009 01:40",1.59,3.41,0.37,0.72,1.25,3,0.34,0.75,0.91,2.65,0.37,0.64,241.03,20.95,238.57,22.49
"26572","07.11.2009 01:50",1.88,4.17,0.37,0.88,1.48,3.76,0.34,0.91,1.29,3.79,0.37,0.85,254.03,23.36,253.92,19.15
"26573","07.11.2009 02:00",1.8,3.41,0.37,0.88,1.46,3.38,0.34,0.9,1.42,3.03,0.37,0.86,241.45,14.27,238.35,13.14
"26574","07.11.2009 02:10",2.71,4.17,1.13,0.67,2.34,4.14,0.34,0.82,1.97,3.79,0.37,0.88,248.83,11.12,245.62,12.7
"26575","07.11.2009 02:20",2.35,4.17,0.37,1,2.07,4.14,0.34,0.98,1.89,3.79,0.37,1.02,231.44,18.63,226.05,19.75
"26576","07.11.2009 02:30",3.12,5.68,1.51,0.85,2.9,5.66,0.34,0.85,2.92,5.3,1.13,0.78,237.75,15.83,234.28,15.44
"26577","07.11.2009 02:40",2.41,4.92,1.13,0.93,2.18,4.9,0.34,0.96,2.09,4.92,0.37,0.98,223.07,17.56,218.48,17.97
"26578","07.11.2009 02:50",2.25,3.79,0.37,0.66,2.11,4.14,1.1,0.62,1.96,3.79,0.37,0.67,219.67,16.14,213.95,14.31
"26579","07.11.2009 03:00",1.93,3.41,0.37,0.54,1.71,3,0.34,0.56,1.51,2.65,0.37,0.55,250.32,11.34,249.02,12.43
"26580","07.11.2009 03:10",1.97,3.03,0.37,0.56,1.75,3,0.34,0.56,1.51,3.03,0.37,0.64,252.37,10.07,247.13,10.03
"26581","07.11.2009 03:20",2.05,3.41,0.37,0.55,1.85,3,0.34,0.49,1.57,3.03,0.37,0.61,246.78,10.96,240.85,15.04
"26582","07.11.2009 03:30",2.71,4.17,1.13,0.55,2.55,3.76,1.1,0.56,2.3,3.79,1.13,0.59,245.15,7.87,239.93,9.39
"26583","07.11.2009 03:40",1.78,3.03,0.37,0.58,1.68,2.62,0.34,0.52,1.38,3.03,0.37,0.59,239.37,5.76,235.36,5.7
"26584","07.11.2009 03:50",0.55,1.51,0.37,0.34,0.44,1.48,0.34,0.25,0.43,1.13,0.37,0.19,211.15,13.72,205.07,15.18
"26585","07.11.2009 04:00",2.33,3.41,1.13,0.47,2.23,3.38,0.34,0.48,2.04,3.03,0.37,0.62,194.42,4.48,187.02,7.72
"26586","07.11.2009 04:10",2.79,4.17,1.51,0.41,2.51,3.76,1.48,0.43,2.28,3.41,1.13,0.48,214.27,11.03,208.27,11.58
"26587","07.11.2009 04:20",3.24,4.17,1.89,0.38,3.21,4.14,2.24,0.4,3.24,4.17,2.27,0.38,220.08,6.99,214.45,6.07
"26588","07.11.2009 04:30",2.19,3.79,1.51,0.38,1.99,3,1.1,0.38,1.87,3.03,0.75,0.48,214.19,4.46,210.25,4.17
"26589","07.11.2009 04:40",2.68,4.17,1.13,0.55,2.47,3.76,1.1,0.57,2.28,3.79,1.13,0.54,193.45,6.98,188.91,7.85
"26590","07.11.2009 04:50",3.1,4.17,1.89,0.41,2.89,4.14,1.86,0.48,2.82,4.17,1.51,0.5,195.42,6.83,190.23,7.17
"26591","07.11.2009 05:00",2.48,3.79,1.51,0.47,2.33,3.76,1.1,0.47,2.18,3.41,1.13,0.47,191.08,9.83,184.54,10.5
"26592","07.11.2009 05:10",2.11,4.17,0.37,0.87,1.9,4.14,0.34,0.93,1.75,3.79,0.37,0.98,200.52,13.13,195.91,17.13
"26593","07.11.2009 05:20",2.34,4.92,0.37,0.83,1.97,4.52,0.34,0.83,1.67,4.17,0.37,0.78,217.2,23.45,212.05,24.51
"26594","07.11.2009 05:30",0.77,2.65,0.37,0.62,0.79,3.38,0.34,0.65,0.86,3.41,0.37,0.71,238.51,37.72,211.69,27.86
"26595","07.11.2009 05:40",1.21,3.03,0.37,0.71,0.98,3,0.34,0.62,0.79,2.27,0.37,0.53,212.02,15.3,201.5,18.28
"26596","07.11.2009 05:50",2.79,5.3,0.37,1.33,2.46,4.9,0.34,1.3,2.32,5.3,0.37,1.36,225.65,17.37,218.43,15.86
"26597","07.11.2009 06:00",3.61,5.3,2.27,0.55,3.38,5.28,1.86,0.59,3.2,5.3,1.89,0.63,225.56,13.99,218.86,13.54
"26598","07.11.2009 06:10",3.57,5.68,1.13,0.83,3.41,6.04,1.1,0.84,3.38,5.3,1.13,0.74,222.5,14.73,215.33,14.34
"26599","07.11.2009 06:20",3.15,5.68,0.75,0.8,3.01,5.28,0.34,0.87,2.97,4.92,0.37,0.88,222.34,12.16,217.8,12.63
"26600","07.11.2009 06:30",4.22,7.2,2.65,0.88,4.09,6.04,2.62,0.7,4.05,6.44,2.27,0.7,226.67,12.28,222.34,12.04
"26601","07.11.2009 06:40",3.89,7.2,1.89,0.8,3.78,5.66,1.86,0.62,3.67,5.3,1.51,0.6,226.97,15.12,221.39,15.79
"26602","07.11.2009 06:50",4.08,7.2,2.27,0.95,3.9,6.8,1.48,0.96,3.9,6.44,1.51,1.09,232.06,14.74,226.99,15.12
"26603","07.11.2009 07:00",3.67,5.68,1.51,0.7,3.54,5.66,1.48,0.66,3.5,6.06,1.51,0.68,239.92,12.6,235.48,13.47
"26604","07.11.2009 07:10",3.77,6.44,1.51,0.89,3.45,6.04,1.48,0.84,3.36,5.3,1.13,0.8,232.32,13.63,227.82,14.86
"26605","07.11.2009 07:20",2.74,5.68,0.37,0.98,2.52,5.66,0.34,0.91,2.31,4.92,0.37,0.89,230.8,19.31,227.68,19.23
"26606","07.11.2009 07:30",3.18,8.34,0.37,1.18,3.04,7.56,0.34,1.15,3.04,6.82,0.37,1.17,214.01,18.82,208.69,19.62
"26607","07.11.2009 07:40",2.28,4.54,0.37,0.77,2.01,3.76,0.34,0.77,1.8,3.79,0.37,0.76,201.68,17.95,192.39,16.67
"26608","07.11.2009 07:50",3.37,5.68,1.13,0.92,3.25,6.04,1.1,0.94,3.15,6.06,0.75,0.98,212.16,16.84,205.67,18.26
"26609","07.11.2009 08:00",3.56,6.44,1.13,0.98,3.46,6.8,0.34,1,3.4,6.82,1.51,1.03,208.45,20.19,205.11,20.14
"26610","07.11.2009 08:10",4.88,7.58,2.65,0.87,4.61,7.56,2.24,0.98,4.48,8.34,2.27,1.04,213.5,14.87,208.35,14.38
"26611","07.11.2009 08:20",4.65,7.96,2.65,0.99,4.49,7.56,2.62,0.91,4.34,7.58,2.27,0.88,227.69,12.18,222.85,13.17
"26612","07.11.2009 08:30",4.92,7.58,1.89,0.98,4.7,8.32,1.86,0.99,4.56,7.58,1.89,0.98,223.87,14.27,219.03,13.34
"26613","07.11.2009 08:40",4.82,7.96,1.51,1.08,4.6,7.94,2.24,1.07,4.44,7.58,1.89,1.03,221.92,12.01,217.71,12.52
"26614","07.11.2009 08:50",4.59,7.58,2.27,0.88,4.35,6.8,1.86,0.94,4.19,6.82,1.13,0.98,219.14,13.73,215.24,12.75
"26615","07.11.2009 09:00",3.32,6.44,1.13,0.87,3.3,6.42,1.1,0.83,3.26,6.82,1.51,0.85,211.72,16.46,205.28,15.94
"26616","07.11.2009 09:10",3.13,5.68,1.13,1,3.08,6.42,1.1,0.86,3.06,5.3,1.13,0.78,206.02,17.94,196.9,18.23
"26617","07.11.2009 09:20",3.57,6.06,1.89,0.8,3.49,5.28,0.34,0.88,3.51,5.3,1.13,0.86,198.17,13.57,192.51,10.35
"26618","07.11.2009 09:30",4.65,5.68,3.03,0.51,4.48,5.66,3,0.54,4.29,5.68,3.03,0.53,195.99,4.75,192.93,4.77
"26619","07.11.2009 09:40",4.25,6.44,2.65,0.66,4.05,6.04,2.62,0.67,3.8,6.06,1.89,0.66,201.66,8.51,198.8,8.5
"26620","07.11.2009 09:50",4.86,6.44,3.41,0.51,4.7,6.04,3.76,0.43,4.54,5.68,3.41,0.42,209.34,7.04,203.35,6.38
"26621","07.11.2009 10:00",5.58,6.82,3.79,0.76,5.5,7.18,3.76,0.78,5.3,7.2,3.79,0.81,220.88,5.51,216.17,5.4
"26622","07.11.2009 10:10",5.88,7.58,4.17,0.66,5.8,7.56,4.14,0.71,5.67,7.2,4.17,0.73,209.8,6.7,205.78,6.44
"26623","07.11.2009 10:20",4.77,6.82,3.03,0.72,4.73,6.8,3,0.71,4.72,6.44,3.03,0.65,210.03,11.11,205.65,10.06
"26624","07.11.2009 10:30",5.19,6.44,3.79,0.6,5.05,6.42,3.38,0.59,4.93,6.82,3.41,0.64,216.05,7.75,213.34,7.92
"26625","07.11.2009 10:40",4.21,6.44,2.27,0.82,4.31,6.04,2.62,0.67,4.32,6.06,2.27,0.69,220.26,10.8,213.93,10.35
"26626","07.11.2009 10:50",3.88,5.3,2.27,0.56,3.85,4.9,2.24,0.6,3.83,4.92,2.27,0.62,221.94,10.7,217.32,10.51
"26627","07.11.2009 11:00",4.24,7.58,2.65,0.89,4.18,8.7,2.62,0.87,4.23,7.96,2.27,0.88,230.31,13.06,226.74,12.74
"26628","07.11.2009 11:10",5.06,6.82,2.65,0.79,5.09,7.56,2.62,0.77,5.1,7.58,3.41,0.69,221.98,12.56,218.52,13.43
"26629","07.11.2009 11:20",5.68,7.58,4.17,0.67,5.57,7.56,3.38,0.76,5.52,7.96,3.03,0.85,234.1,8.73,230.91,8.77
"26630","07.11.2009 11:30",5.58,7.96,4.17,0.63,5.51,7.18,3.76,0.7,5.59,7.2,4.17,0.65,239.85,10.63,239.02,10.82
"26631","07.11.2009 11:40",6.65,9.48,3.79,0.97,6.78,9.08,4.9,0.99,6.84,9.1,4.92,0.98,220.16,7.81,217.74,6.98
"26632","07.11.2009 11:50",6.84,9.48,4.54,0.88,6.75,10.22,4.52,0.98,6.82,10.24,4.17,1.09,217.83,6.96,215.25,6.87
"26633","07.11.2009 12:00",6.63,8.34,3.41,0.81,6.62,8.32,4.52,0.66,6.65,8.34,4.92,0.61,225.89,8.71,223.29,8.85
"26634","07.11.2009 12:10",7.02,8.72,5.3,0.67,6.87,9.08,5.28,0.69,6.84,9.1,4.54,0.78,219.62,7.77,216.75,6.92
"26635","07.11.2009 12:20",8.67,11.38,6.44,0.95,8.43,10.98,6.04,0.96,8.34,11.38,6.44,0.98,215.56,6.7,211.68,6.57
"26636","07.11.2009 12:30",9.62,12.89,6.82,0.91,9.41,12.12,6.8,0.92,9.23,12.51,6.82,1.02,226.81,4.79,223.42,5.85
"26637","07.11.2009 12:40",8.09,10.24,6.06,0.74,8.08,10.6,6.04,0.78,8.02,10.62,6.06,0.79,232.56,4.89,229.14,5.51
"26638","07.11.2009 12:50",7.48,10.24,4.92,0.99,7.33,10.22,4.52,1.06,7.26,10.62,4.17,1.11,230.88,9.19,227.02,10.02
"26639","07.11.2009 13:00",8.13,10.62,5.68,0.87,8.12,10.22,6.04,0.87,8.09,10.62,6.06,0.85,234.71,6.68,231.33,6.94
"26640","07.11.2009 13:10",8.14,11.38,6.06,0.77,8.02,10.6,5.66,0.78,7.94,10.24,5.68,0.83,225.53,6.9,221.92,7.24
"26641","07.11.2009 13:20",8.9,11.38,6.44,0.82,8.8,10.6,6.04,0.85,8.74,11,6.06,0.9,227.58,7.22,223.7,7.55
"26642","07.11.2009 13:30",7.88,10.24,4.92,1.06,7.76,10.22,4.9,1.07,7.66,10.24,4.92,1.09,221.01,6.31,216.81,6.25
"26643","07.11.2009 13:40",8.37,10.62,6.06,0.85,8.25,10.6,5.28,0.83,8.18,11,6.06,0.87,226.55,6.46,222.98,6.45
"26644","07.11.2009 13:50",7.63,10.62,5.68,1.03,7.47,10.6,5.28,1.04,7.48,10.24,5.3,1.01,218.12,9.67,214.31,9.82
"26645","07.11.2009 14:00",8.16,10.62,6.06,0.89,8.07,10.22,5.66,0.9,8.05,10.24,5.68,0.87,217.77,6.52,214.19,6.57
"26646","07.11.2009 14:10",7.55,9.86,5.3,0.91,7.46,9.84,5.28,0.94,7.46,9.86,4.92,0.94,229.59,6.97,225.32,6.94
"26647","07.11.2009 14:20",7.1,9.48,4.92,1.12,7.08,9.84,4.52,1.18,7.13,10.24,4.17,1.22,240.27,7.78,237.27,9.33
"26648","07.11.2009 14:30",7.63,10.24,4.92,1,7.55,9.46,4.52,0.97,7.62,9.48,4.92,0.95,236.42,8.01,234.24,8.37
"26649","07.11.2009 14:40",7.36,9.86,5.3,0.84,7.5,9.46,5.28,0.81,7.63,10.24,5.3,0.85,227.51,8.91,224.41,8.57
"26650","07.11.2009 14:50",8.71,11,6.06,0.99,8.59,11.36,6.04,0.97,8.54,11,6.06,0.92,223.54,6.46,220.08,6.08
"26651","07.11.2009 15:00",8.35,10.24,5.68,0.98,8.32,10.22,6.04,0.97,8.39,10.24,5.68,0.96,229.18,6.13,226.32,6.73
"26652","07.11.2009 15:10",8.67,11.38,6.44,1.03,8.53,11.36,6.04,1.02,8.54,11,6.06,1,220.14,5.08,217.08,4.82
"26653","07.11.2009 15:20",7.38,9.86,4.92,0.95,7.43,9.84,4.52,0.91,7.51,9.86,4.54,0.94,221.01,5.78,218.22,6.12
"26654","07.11.2009 15:30",7.21,9.48,5.3,0.78,7.02,9.84,4.9,0.82,6.97,9.48,4.92,0.85,229.8,11.65,225.52,11.98
"26655","07.11.2009 15:40",6.98,9.86,5.3,0.93,6.96,9.84,5.28,0.88,6.92,9.86,4.92,0.9,234.24,6.98,231.58,7.51
"26656","07.11.2009 15:50",6.64,8.72,4.92,0.73,6.64,8.7,4.52,0.78,6.58,9.1,4.17,0.79,226.62,7.66,222.53,8.27
"26657","07.11.2009 16:00",6.06,8.72,3.41,1.05,6.14,9.08,4.14,0.96,6.1,9.1,4.54,0.96,230.41,7.07,226.02,7.82
"26658","07.11.2009 16:10",6.77,9.1,3.41,1.31,6.75,9.08,3.76,1.26,6.73,9.48,4.17,1.27,219.95,8.09,216.6,7.86
"26659","07.11.2009 16:20",7.54,9.86,5.3,0.96,7.53,9.84,5.28,0.92,7.54,10.62,5.3,0.9,218.9,8.88,216.01,8.81
"26660","07.11.2009 16:30",7.05,9.86,4.92,0.97,6.85,9.08,4.52,0.91,6.83,9.1,4.54,0.83,214.26,6.89,210.69,6.11
"26661","07.11.2009 16:40",7.14,11.76,4.54,1.56,6.93,10.98,4.14,1.53,6.82,10.62,4.17,1.49,209.04,12.48,206.04,11.9
"26662","07.11.2009 16:50",6.23,9.1,4.17,0.94,5.95,8.7,3.76,0.91,5.76,9.1,3.79,0.95,201.59,8.82,199.42,8.22
"26663","07.11.2009 17:00",6.44,9.86,3.79,1.32,6.35,9.84,3.38,1.32,6.15,9.86,3.41,1.32,216.29,10.68,212.53,10.21
"26664","07.11.2009 17:10",4.92,7.96,3.41,0.93,4.79,7.56,3,0.92,4.67,7.2,2.65,0.94,220.21,9.75,216.42,8.5
"26665","07.11.2009 17:20",6.5,7.96,4.54,0.63,6.34,7.94,4.9,0.62,6.06,7.58,4.17,0.65,221.36,5.42,217.08,4.92
"26666","07.11.2009 17:30",6.5,8.34,4.54,0.59,6.36,7.94,4.14,0.59,6.13,7.58,4.54,0.64,216.41,6.96,212.68,6.53
"26667","07.11.2009 17:40",5.28,7.2,3.79,0.67,5.08,6.8,3,0.74,4.87,6.82,3.41,0.69,206.6,12.23,203.01,11.04
"26668","07.11.2009 17:50",5.16,6.82,3.41,0.64,4.89,7.18,3,0.65,4.64,6.44,3.03,0.63,194.1,7.8,191.17,7.96
"26669","07.11.2009 18:00",5.54,6.82,4.17,0.47,5.27,6.42,4.14,0.48,4.92,6.06,3.41,0.54,192.4,5.34,189.47,5.22
"26670","07.11.2009 18:10",5.43,7.2,4.17,0.63,5.15,7.18,3.76,0.57,4.98,6.82,3.41,0.61,186.52,6.26,185.06,6.76
"26671","07.11.2009 18:20",5.96,7.58,3.79,0.62,5.68,7.18,4.14,0.59,5.25,6.82,3.41,0.67,190.12,7.18,189.18,6.97
"26672","07.11.2009 18:30",5.7,7.58,3.41,0.77,5.41,7.56,3.38,0.76,5.15,6.82,3.41,0.77,190.25,7.61,189.11,7.36
"26673","07.11.2009 18:40",4.87,6.82,3.03,0.63,4.51,6.42,2.62,0.66,4.17,6.44,2.65,0.64,193.09,7.96,190.92,7.5
"26674","07.11.2009 18:50",4.72,6.44,3.41,0.62,4.44,6.42,2.62,0.63,4.1,6.06,2.65,0.59,193.91,8.03,190.91,7.83
"26675","07.11.2009 19:00",4.45,6.06,3.03,0.63,4.25,5.66,2.62,0.58,3.97,5.68,2.27,0.58,200.16,7.55,198.15,7.35
"26676","07.11.2009 19:10",4.91,6.82,3.41,0.54,4.7,6.04,3,0.59,4.42,5.68,3.41,0.54,196.64,7.2,194.6,6.08
"26677","07.11.2009 19:20",5.1,6.44,3.41,0.52,4.86,6.42,3.38,0.58,4.53,6.44,3.03,0.62,194.13,7.34,191.49,7.16
"26678","07.11.2009 19:30",5.73,7.58,3.79,0.65,5.53,7.18,3.38,0.66,5.19,6.82,3.03,0.67,188.85,6.71,186.5,7.04
"26679","07.11.2009 19:40",5.58,7.2,3.79,0.61,5.28,6.8,3.38,0.64,4.93,6.82,3.41,0.64,180.45,7.41,179.19,8.15
"26680","07.11.2009 19:50",5.27,7.2,3.79,0.57,5.01,6.42,3.38,0.57,4.68,6.44,3.41,0.58,173.52,7,173.42,7.5
"26681","07.11.2009 20:00",4.68,6.06,3.03,0.53,4.47,6.04,3,0.6,4.22,6.06,2.65,0.59,174.04,9.06,171.38,8.77
"26682","07.11.2009 20:10",4.86,6.44,3.03,0.66,4.77,6.42,3,0.59,4.41,6.06,2.27,0.59,183.63,9.15,180.09,7.86
"26683","07.11.2009 20:20",4.81,6.06,3.79,0.45,4.56,5.66,3.38,0.44,4.23,5.3,3.03,0.45,194.22,6.65,190.93,6.12
"26684","07.11.2009 20:30",4.16,5.68,2.27,0.65,3.97,5.28,2.24,0.63,3.57,4.92,1.89,0.66,198.66,8.58,194.77,7.58
"26685","07.11.2009 20:40",4.17,6.06,2.65,0.64,3.86,5.66,2.62,0.54,3.49,5.3,1.89,0.51,190.29,12.09,185.14,11.1
"26686","07.11.2009 20:50",3.98,5.68,2.27,0.55,4,5.66,2.24,0.56,3.7,4.92,1.13,0.68,183.46,11.43,178.06,10.89
"26687","07.11.2009 21:00",4.67,7.58,1.89,1.02,4.58,7.56,2.62,0.97,4.23,6.82,1.51,0.97,179.24,11.86,176.72,11.45
"26688","07.11.2009 21:10",5.6,7.2,4.17,0.6,5.45,7.56,3.76,0.58,5.05,6.82,3.41,0.62,185.03,8.99,180.99,7.72
"26689","07.11.2009 21:20",4.65,7.58,2.65,0.91,4.54,7.56,2.62,0.81,4.14,7.2,2.27,0.83,185.6,10.45,181.05,8.94
"26690","07.11.2009 21:30",4.08,6.06,1.51,0.69,4.31,6.8,3,0.64,4.24,6.06,2.65,0.61,180.88,11.84,176.56,9.97
"26691","07.11.2009 21:40",4.54,6.44,2.27,0.84,4.53,6.42,2.24,0.77,4.23,6.06,2.27,0.76,190.94,12.51,186.54,9.99
"26692","07.11.2009 21:50",4.23,6.06,2.27,0.65,4.08,6.04,2.62,0.62,3.76,5.68,1.89,0.58,175.04,9.67,170.97,9.44
"26693","07.11.2009 22:00",4.77,6.44,3.03,0.66,4.49,6.04,3,0.56,4.01,5.68,2.27,0.57,176.96,7.86,174.24,9.2
"26694","07.11.2009 22:10",4.81,6.82,3.03,0.71,4.45,6.8,2.62,0.79,3.91,6.44,1.51,0.89,177.3,9.47,176.57,9.82
"26695","07.11.2009 22:20",3.86,5.68,2.27,0.67,3.65,5.28,1.86,0.64,3.19,4.92,1.51,0.7,171.32,10.15,168.96,9.31
"26696","07.11.2009 22:30",2.29,4.17,0.37,0.67,2.4,4.52,0.72,0.52,2,4.17,0.37,0.58,160.28,16.17,148.44,18.71
"26697","07.11.2009 22:40",2.76,4.54,1.13,0.6,2.92,4.52,1.48,0.5,2.8,4.54,1.51,0.5,180.18,12.02,172.25,10.95
"26698","07.11.2009 22:50",3.95,5.68,2.27,0.61,3.84,5.28,2.62,0.53,3.58,4.92,1.89,0.55,149.88,11.13,146.69,12.4
"26699","07.11.2009 23:00",4.92,6.82,3.41,0.58,4.7,6.8,2.62,0.62,4.23,6.44,2.65,0.62,149.72,7.38,148.87,8.93
"26700","07.11.2009 23:10",4.16,5.3,2.65,0.47,4.03,5.28,2.62,0.47,3.63,5.3,2.27,0.46,153.89,6.31,151.61,6.96
"26701","07.11.2009 23:20",4.55,5.68,3.41,0.37,4.52,5.28,3.76,0.33,4.23,5.3,3.03,0.36,147.48,4.24,147.6,5.47
"26702","07.11.2009 23:30",3.7,4.92,2.27,0.39,3.43,4.52,1.86,0.47,2.89,4.17,1.13,0.59,146.56,5.01,146.05,6.14
"26703","07.11.2009 23:40",4.3,6.44,2.65,0.74,4.21,6.04,2.24,0.75,3.82,6.06,1.51,0.82,152.4,7.3,153.2,8.04
"26704","07.11.2009 23:50",6.21,8.34,4.54,0.69,5.79,7.56,4.14,0.65,5.25,7.96,3.03,0.78,147.94,10.09,148.34,10.92
"26705","08.11.2009 00:00",6.14,9.86,3.03,1.41,5.81,9.08,3,1.39,5.34,8.72,2.27,1.4,157.38,10.24,158.5,10
"26706","08.11.2009 00:10",7.46,9.86,5.3,0.83,7.24,9.84,4.9,0.87,6.81,9.1,4.54,0.85,150.28,9.36,150.5,9.26
"26707","08.11.2009 00:20",5.56,8.34,3.79,0.93,5.39,7.94,3.38,0.96,5.02,7.58,2.27,1.07,144.45,8.78,144.94,8.91
"26708","08.11.2009 00:30",6.78,10.24,4.17,1.1,6.5,9.46,4.14,1.1,6.14,8.34,3.79,1.11,148.62,10.79,148.5,11.18
"26709","08.11.2009 00:40",9.05,12.51,5.3,1.09,8.55,11.74,4.52,1.06,8.02,10.62,5.3,0.98,173.59,7.87,173.11,8.39
"26710","08.11.2009 00:50",8.46,10.62,6.44,0.8,8.17,10.6,6.04,0.83,7.75,9.86,4.92,0.83,157.83,7.39,158.88,7.43
"26711","08.11.2009 01:00",8.98,11.76,5.68,1.17,8.67,11.74,3.76,1.26,8.17,11,3.79,1.31,135.36,15.51,135.42,16.08
"26712","08.11.2009 01:10",7.92,12.13,5.3,1.18,7.72,10.98,4.9,1.21,7.51,10.62,5.3,1.04,113.77,7.61,112.87,7.38
"26713","08.11.2009 01:20",6.97,9.48,4.92,0.92,6.73,8.7,4.14,0.95,6.3,8.34,3.79,0.95,125.58,12.16,124.35,12.98
"26714","08.11.2009 01:30",7.82,10.62,5.3,0.93,7.45,10.6,4.9,1.07,6.83,9.86,4.17,1.08,145.6,10.63,144.16,10.28
"26715","08.11.2009 01:40",7.48,9.48,5.68,0.61,7.22,9.08,5.66,0.59,6.62,8.34,4.92,0.67,160.81,8,158.62,8.07
"26716","08.11.2009 01:50",6.53,8.34,4.92,0.55,6.43,8.32,4.52,0.63,5.97,7.96,4.54,0.63,168.03,9.46,166.99,9.53
"26717","08.11.2009 02:00",5.68,7.58,3.79,0.63,5.51,7.18,3.76,0.59,5.04,7.2,3.41,0.62,183.84,7.17,179.79,6.71
"26718","08.11.2009 02:10",5.13,6.44,3.79,0.52,4.82,6.04,3.38,0.5,4.45,5.68,3.41,0.46,183,7.97,179.55,8.21
"26719","08.11.2009 02:20",5.19,7.2,3.79,0.55,4.84,6.42,3.76,0.48,4.4,5.68,3.03,0.5,171.26,6.48,169.18,6.88
"26720","08.11.2009 02:30",5.76,7.2,4.17,0.51,5.62,7.18,4.14,0.55,5.13,6.82,3.41,0.58,172.39,6.47,171.09,6.47
"26721","08.11.2009 02:40",5.64,6.82,4.54,0.39,5.41,6.42,4.14,0.45,5.12,6.06,3.79,0.4,163.92,5.58,162.95,6.38
"26722","08.11.2009 02:50",5.74,7.2,3.41,0.63,5.38,7.18,3.38,0.63,4.96,6.44,3.41,0.59,174.23,9.16,170.48,8.35
"26723","08.11.2009 03:00",6.28,10.24,4.17,0.91,5.94,8.7,4.14,0.82,5.56,8.72,3.79,0.74,169.58,10.48,166.72,9.77
"26724","08.11.2009 03:10",6.64,8.34,4.92,0.61,6.48,8.7,4.9,0.61,6.05,8.34,4.17,0.63,163.63,7.38,162.25,8.25
"26725","08.11.2009 03:20",4.55,7.2,2.65,0.9,4.28,6.8,2.24,0.87,3.91,6.06,1.89,0.85,172.33,9.86,168.69,9.74
"26726","08.11.2009 03:30",5.58,7.96,3.41,0.93,5.3,7.94,3,0.9,4.76,7.2,2.27,0.8,174.89,11.19,172.52,11.1
"26727","08.11.2009 03:40",6.79,9.48,3.79,1.21,6.25,9.46,3.76,1.21,5.72,8.72,3.03,1.09,188.7,9.61,187.11,9.98
"26728","08.11.2009 03:50",8.2,11.38,4.17,1.12,7.67,10.98,4.52,1.1,6.95,9.48,4.17,1.03,192.05,9.84,191.73,9.04
"26729","08.11.2009 04:00",7.18,11,4.17,1.28,6.61,10.98,3.76,1.28,6,9.86,3.03,1.14,187.38,10.27,185.25,9.74
"26730","08.11.2009 04:10",7.36,10.62,4.17,1.18,6.92,10.6,3.76,1.33,6.41,9.1,3.03,1.28,180.55,11.27,178.87,10.44
"26731","08.11.2009 04:20",7.74,10.24,4.92,0.95,7.24,10.22,4.52,0.96,6.74,10.24,4.54,1.08,198.01,8.2,196.59,8.24
"26732","08.11.2009 04:30",8.46,11.76,4.92,1.44,8.02,11.74,4.9,1.41,7.72,10.62,4.54,1.3,205.63,8.64,203.75,7.98
"26733","08.11.2009 04:40",9.77,13.65,6.82,1.32,9.23,12.5,5.66,1.3,8.65,12.13,6.06,1.26,199.89,8.87,197.62,8.41
"26734","08.11.2009 04:50",9.38,12.89,6.06,1.23,8.82,12.12,5.28,1.32,8.18,11.76,4.54,1.32,197.78,7.64,195.97,7.02
"26735","08.11.2009 05:00",7.83,10.24,5.68,0.94,7.24,10.22,3.38,1.13,6.7,10.24,3.41,1.2,195.28,7.66,193.4,7.32
