"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"4414","Spacehunter: Adventures in the Forbidden Zone",NA,"Adventure","Science Fiction",NA,1983,"Live Action",0,0,16.478265,16.478265,0,43.785102
"4415","Terminal Velocity","PG-13","Action","Contemporary Fiction",NA,1994,"Live Action",0,0,16.455799,16.455799,0,33.758587
"4416","Jason X","R","Horror","Contemporary Fiction",NA,2002,"Live Action",1,14,16.440974,12.610731,3.830243,18.167269
"4417","Monkey Kingdom","G","Documentary","Factual",77,2015,"Live Action",0,0,16.44041,16.432322,0.008088,16.432322
"4418","The Powerpuff Girls","PG","Adventure","Super Hero",NA,2002,"Hand Animation",0,25,16.425701,11.411644,5.014057,16.439835
"4419","Candy","R","Comedy","Fantasy",NA,1968,"Live Action",0,0,16.408286,16.408286,0,104.837673
"4420","A Change of Seasons",NA,"Drama","Contemporary Fiction",NA,1980,"Live Action",0,0,16.4,16.4,0,51.028994
"4421","Sergeant York",NA,NA,NA,NA,1941,NA,0,0,16.4,16.4,0,544.714285
"4422","Die Wilden Kerle 4",NA,NA,NA,NA,2007,NA,0,0,16.4,0,16.4,NA
"4423","I Love You, Beth Cooper","PG-13","Comedy","Contemporary Fiction",NA,2009,"Live Action",0,18,16.382538,14.800725,1.581813,16.517609
"4424","The Words","PG-13","Drama","Contemporary Fiction",97,2012,"Live Action",0,6,16.369708,11.494838,4.87487,12.086908
"4425","Hudson Hawk","R","Action","Contemporary Fiction",NA,1991,"Live Action",0,65,16.355667,16.355667,0,32.51709
"4426","American Dreamz","PG-13","Black Comedy","Contemporary Fiction",NA,2006,"Live Action",0,17,16.353669,7.156725,9.196944,9.145313
"4427","The Big Easy",NA,"Thriller/Suspense","Contemporary Fiction",NA,1987,"Live Action",0,0,16.351403,16.351403,0,35.00288
"4428","Two Lovers","R","Drama","Contemporary Fiction",NA,2009,"Live Action",0,12,16.349034,3.149034,13.2,3.51432
"4429","Monkey Trouble","PG","Comedy","Contemporary Fiction",NA,1994,"Live Action",0,0,16.34452,16.34452,0,16.34452
"4430","Burglar",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,16.337355,16.337355,0,28.352387
"4431","MacArthur",NA,NA,NA,NA,1977,NA,0,0,16.32,16.32,0,61.254891
"4432","The Silencers","R",NA,NA,NA,1966,NA,0,0,16.318124,16.318124,0,125.305228
"4433","Masters of the Universe",NA,"Action","Science Fiction",NA,1987,"Live Action",0,0,16.31646,16.31646,0,34.928077
"4434","Weird Science","PG-13","Comedy","Fantasy",94,1985,"Live Action",0,0,16.316258,16.316258,0,38.4696
"4435","A Simple Plan","R","Drama","Contemporary Fiction",NA,1998,"Live Action",0,17,16.311763,16.311763,0,27.220588
"4436","Muppets From Space","G","Comedy","Kids Fiction",NA,1999,"Live Action",0,24,16.304786,16.304786,0,26.841627
"4437","Going My Way",NA,NA,NA,NA,1944,NA,0,0,16.3,16.3,0,430.3817
"4438","Howard the Duck",NA,"Action","Science Fiction",NA,1986,"Live Action",0,30,16.295774,16.295774,0,32.533202
"4439","Supercop","R","Action","Contemporary Fiction",NA,1996,"Live Action",0,0,16.249557,16.249557,0,30.771217
"4440","Black Christmas","R","Horror","Contemporary Fiction",NA,2006,"Live Action",0,9,16.235738,16.235738,0,20.495477
"4441","Dasavatharam",NA,"Action","Contemporary Fiction",NA,2008,"Live Action",0,0,16.22775,0,16.22775,NA
"4442","Kitaro And The Millennium Curse",NA,"Adventure","Fantasy",NA,2008,"Live Action",1,0,16.224319,0,16.224319,NA
"4443","Cool Hand Luke",NA,NA,NA,NA,1967,NA,0,0,16.217773,16.217773,0,113.118968
"4444","Raw Deal",NA,"Action","Contemporary Fiction",NA,1986,"Live Action",0,0,16.209459,16.209459,0,29.743917
"4445","Follow Me Boys",NA,NA,NA,NA,1966,NA,0,0,16.207116,16.207116,0,124.45281
"4446","Ghost Story",NA,"Horror","Contemporary Fiction",NA,1981,"Live Action",0,0,16.20221,16.20221,0,43.11464
"4447","The Emperor's Club","PG-13","Drama","Historical Fiction",NA,2002,"Live Action",0,12.5,16.193713,14.06095,2.132763,20.233554
"4448","Paranoia","PG-13","Thriller/Suspense","Contemporary Fiction",146,2012,"Live Action",0,40,16.173593,7.388654,8.784939,7.606765
"4449","Un secret","Not Rated","Drama","Historical Fiction",NA,2008,"Live Action",0,0,16.173558,0.623558,15.55,0.724641
"4450","Just Visiting","PG-13","Comedy","Fantasy",NA,2001,"Live Action",0,40,16.1722,4.777007,11.395193,7.06423
"4451","House of Sand and Fog","R","Drama","Contemporary Fiction",NA,2003,"Live Action",0,16.5,16.157923,13.005485,3.152438,17.745739
"4452","Defending Your Life","PG","Comedy","Fantasy",NA,1991,"Live Action",0,0,16.156857,16.156857,0,32.121825
"4453","Richard Pryor Here and Now",NA,"Concert/Performance","Factual",NA,1983,"Live Action",0,0,16.156776,16.156776,0,42.93086
"4454","Mo' Better Blues","R","Drama","Contemporary Fiction",129,1990,"Live Action",0,10,16.153,16.153,0,22.009057
"4455","The Blue Max",NA,NA,NA,NA,1966,"Live Action",0,0,16.151612,16.151612,0,124.026601
"4456","Fire Down Below","R","Action","Contemporary Fiction",NA,1997,"Live Action",0,0,16.148906,16.148906,0,29.448004
"4457","Wes Craven Presents: They","PG-13","Horror","Contemporary Fiction",NA,2002,"Live Action",0,17,16.140842,12.840842,3.3,18.488719
"4458","The Guardian","R","Horror","Fantasy",NA,1990,"Live Action",0,0,16.14044,16.14044,0,28.267457
"4459","D.C. Cab",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",0,0,16.134,16.134,0,33.741671
"4460","Winter's Bone","R","Drama","Contemporary Fiction",100,2010,"Live Action",0,2,16.131551,6.531503,9.600048,6.927313
"4461","Imagine That","PG","Comedy","Contemporary Fiction",NA,2009,"Live Action",0,55,16.123323,16.123323,0,18.104193
"4462","Bright Lights, Big City","R","Drama","Contemporary Fiction",NA,1988,"Live Action",0,25,16.118077,16.118077,0,25.854687
"4463","Death Wish 3",NA,"Action","Contemporary Fiction",NA,1985,"Live Action",1,0,16.116878,16.116878,0,37.999515
"4464","Prancer","G","Drama","Contemporary Fiction",NA,1989,"Live Action",0,0,16.115398,16.115398,0,33.805986
"4465","Death Wish II",NA,"Action","Contemporary Fiction",NA,1982,"Live Action",1,0,16.1,16.1,0,16.1
"4466","No Holds Barred",NA,"Action","Contemporary Fiction",NA,1989,"Live Action",0,0,16.093651,16.093651,0,29.125717
"4467","The Prophecy","R","Horror","Fantasy",NA,1995,"Live Action",0,0,16.09166,16.09166,0,30.962572
"4468","Running Turtle",NA,NA,NA,NA,2009,NA,0,0,16.083981,0,16.083981,NA
"4469","The Day of the Jackal",NA,NA,NA,NA,1973,NA,0,0,16.056255,16.056255,0,75.92704
"4470","Raaz 3: The Third Dimension","R","Thriller/Suspense","Fantasy",90,2012,"Live Action",1,0,16.042498,0,16.042498,0
"4471","Shine a Light","R","Documentary","Factual",NA,2008,"Live Action",0,1,16.040241,5.371629,10.668612,6.417697
"4472","Incendies","R","Drama","Contemporary Fiction",130,2010,"Live Action",0,6.8,16.038343,6.857096,9.181247,7.237564
"4473","She's Having a Baby",NA,"Comedy","Contemporary Fiction",NA,1988,"Live Action",0,0,16.031707,16.031707,0,25.334115
"4474","Above the Rim","R","Drama","Contemporary Fiction",NA,1994,"Live Action",0,0,16.026469,16.026469,0,23.756044
"4475","Purinsesu Toyotomi",NA,"Thriller/Suspense","Contemporary Fiction",0,2011,"Live Action",0,0,16.019696,0,16.019696,NA
"4476","O (Othello)","R","Drama","Contemporary Fiction",NA,2001,"Live Action",0,5,16.017403,16.017403,0,23.686514
"4477","Devil in a Blue Dress","R","Drama","Historical Fiction",NA,1995,"Live Action",0,0,16.004418,16.004418,0,30.794711
"4478","Missing",NA,"Thriller/Suspense","Contemporary Fiction",NA,1982,"Live Action",0,0,16,16,0,16
"4479","The Devil and Max Devlin",NA,NA,NA,NA,1981,NA,0,0,16,16,0,48.172665
"4480","Sinbad and the Eye of the Tiger",NA,NA,NA,NA,1977,NA,0,0,16,16,0,60.053813
"4481","Breakout","R",NA,NA,NA,1975,"Live Action",0,0,16,16,0,65.326829
"4482","Our Man Flint",NA,NA,NA,NA,1965,NA,0,0,16,16,0,132.594058
"4483","Forever Amber",NA,NA,NA,NA,1947,NA,0,0,16,16,0,331.485145
"4484","Mom and Dad",NA,NA,NA,NA,1945,NA,0,0,16,16,0,380.454542
"4485","Flirting with Disaster","R","Comedy","Contemporary Fiction",NA,1996,"Live Action",0,7,15.998144,14.702438,1.295706,27.841491
"4486","Tyler Perry's The Single Moms Club","PG-13","Comedy","Contemporary Fiction",111,2014,"Live Action",0,0,15.995891,15.995891,0,16.387464
"4487","Drowning Mona","PG-13","Comedy","Contemporary Fiction",NA,2000,"Live Action",0,16,15.980376,15.427192,0.553184,23.956514
"4488","Caveman",NA,"Comedy","Historical Fiction",NA,1981,"Live Action",0,0,15.965,15.965,0,31.170625
"4489","Armed and Dangerous",NA,"Comedy","Contemporary Fiction",NA,1986,"Live Action",0,0,15.945534,15.945534,0,27.59137
"4490","Cry Wolf","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2005,"Live Action",0,1,15.943081,10.047674,5.895407,13.112911
"4491","Next of Kin","R","Action","Contemporary Fiction",NA,1989,"Live Action",0,0,15.942628,15.942628,0,28.67213
"4492","Jason Goes to Hell: The Final Friday","R","Horror","Fantasy",NA,1993,"Live Action",1,3,15.935068,15.935068,0,15.935068
"4493","Hero At Large",NA,"Comedy","Contemporary Fiction",NA,1980,"Live Action",0,0,15.934737,15.934737,0,15.934737
"4494","Thomas and the Magic Railroad","G","Adventure","Fantasy",NA,2000,"Animation/Live Action",0,19,15.911332,15.911332,0,24.708324
"4495","The Conspirator","PG-13","Drama","Dramatization",122,2010,"Live Action",0,25,15.907411,11.538204,4.369207,12.1784
"4496","Ajab Prem Ki Ghazab Kahani",NA,"Comedy",NA,NA,2009,NA,0,0,15.906411,0.741238,15.165173,0.827224
"4497","Cai Shen Ke Zhan",NA,"Comedy",NA,0,2011,"Live Action",0,0,15.883398,0,15.883398,NA
"4498","Big Eyes","PG-13","Drama","Dramatization",106,2014,"Live Action",0,10,15.874644,14.482031,1.392613,14.724956
"4499","Haevnen","R","Drama","Contemporary Fiction",113,2010,"Live Action",0,5.5,15.867314,1.008098,14.859216,1.064028
"4500","Dance With Me","PG","Musical","Contemporary Fiction",NA,1998,"Live Action",0,0,15.86268,15.86268,0,28.309307
"4501","Gorky Park",NA,"Drama","Contemporary Fiction",NA,1983,"Live Action",0,0,15.856028,15.856028,0,40.664557
"4502","Crossing Delancey",NA,"Romantic Comedy","Contemporary Fiction",NA,1988,"Live Action",0,0,15.853838,15.853838,0,32.564515
"4503","The Next Karate Kid","PG","Action","Contemporary Fiction",NA,1994,"Live Action",1,0,15.851228,8.751228,7.1,10.756948
"4504","Heroine","Not Rated","Drama","Contemporary Fiction",240,2012,"Live Action",0,0,15.835948,0.598668,15.23728,0.629499
"4505","Extraordinary Measures","PG","Drama","Dramatization",NA,2009,"Live Action",0,31,15.826984,12.482741,3.344243,13.242144
"4506","Anonymous","PG-13","Thriller/Suspense","Historical Fiction",130,2011,"Live Action",0,27.5,15.815509,4.463292,11.352217,4.710937
"4507","The Ice Storm","R","Drama","Historical Fiction",NA,1997,"Live Action",0,18,15.811546,7.837632,7.973914,14.268833
"4508","Kiss Me Goodbye",NA,"Comedy","Fantasy",NA,1982,"Live Action",0,0,15.782759,15.782759,0,43.259458
"4509","The Gospel","PG","Drama","Contemporary Fiction",NA,2005,"Live Action",0,0,15.778152,15.778152,0,20.602671
"4510","Blitz","R","Thriller/Suspense","Contemporary Fiction",NA,2010,"Live Action",0,0,15.774948,0,15.774948,0
"4511","Once Upon a Time in Mumbai",NA,"Action",NA,0,2010,NA,0,0,15.753012,0.302862,15.45015,0.321282
"4512","Anjaana Anjaani",NA,NA,NA,0,2010,NA,0,0,15.738212,0.854757,14.883455,0.906756
"4513","Tazza: The High Rollers",NA,NA,NA,NA,2006,NA,0,0,15.732936,0,15.732936,NA
"4514","Jaws 4: The Revenge","PG-13","Horror","Contemporary Fiction",NA,1987,"Live Action",1,23,15.728335,15.728335,0,30.052334
"4515","Wes Craven's Wishmaster","R","Horror","Fantasy",NA,1997,"Live Action",0,0,15.719109,15.719109,0,28.664254
"4516","Double Dhamaal","Not Rated","Comedy","Contemporary Fiction",138,2011,"Live Action",1,0,15.717126,0.543646,15.17348,0.573805
"4517","The Island","PG-13","Adventure","Contemporary Fiction",NA,1980,"Live Action",0,22,15.716828,15.716828,0,15.716828
"4518","Fanaa","Not Rated","Drama","Contemporary Fiction",NA,2006,"Live Action",0,0,15.707114,2.105351,13.601763,2.690352
"4519","Avalon","R","Drama","Historical Fiction",NA,1990,"Live Action",0,0,15.702685,15.702685,0,17.50578
"4520","High Plains Drifter",NA,"Western","Historical Fiction",NA,1972,"Live Action",0,15.7,15.7,15.7,0,77.299411
"4521","The Last Station","R","Drama","Dramatization",NA,2010,"Live Action",0,18,15.696146,6.617867,9.078279,7.020471
"4522","The Lion King (IMAX)","G","Adventure","Kids Fiction",NA,2002,"Live Action",0,0,15.682879,15.682879,0,21.915414
"4523","Larry the Cable Guy: Health Inspector","PG-13","Comedy","Contemporary Fiction",NA,2006,"Live Action",0,17,15.680099,15.680099,0,20.00579
"4524","Boule et Bill","Not Rated","Comedy","Kids Fiction",82,2013,"Live Action",0,0,15.661615,0.056224,15.605391,0.057879
"4525","Made in Dagenham","R","Drama","Dramatization",113,2010,"Live Action",0,8,15.644196,1.095369,14.548827,1.158776
"4526","I Love You to Death","R","Comedy","Contemporary Fiction",NA,1990,"Live Action",0,0,15.600149,15.600149,0,21.790709
"4527","Ulee's Gold","R","Drama","Contemporary Fiction",NA,1997,"Live Action",0,2.7,15.6,9.054736,6.545264,16.495337
"4528","Continental Divide","PG","Romantic Comedy","Contemporary Fiction",103,1981,"Live Action",0,0,15.578,15.578,0,31.404499
"4529","Billy Bathgate","R","Drama","Historical Fiction",NA,1991,"Live Action",0,0,15.565363,15.565363,0,27.30551
"4530","Murder 2",NA,"Thriller/Suspense","Contemporary Fiction",0,2011,"Live Action",1,0,15.559302,0,15.559302,NA
"4531","My Boss's Daughter","PG-13","Romantic Comedy","Contemporary Fiction",NA,2003,"Live Action",0,14,15.549702,15.549702,0,21.583912
"4532","Switch","R","Comedy","Fantasy",NA,1991,"Live Action",0,0,15.545943,15.545943,0,26.412857
"4533","The Getaway","R","Action","Contemporary Fiction",NA,1994,"Live Action",0,0,15.545115,15.545115,0,15.545115
"4534","The Wild Angels","R",NA,NA,NA,1966,NA,0,0,15.54107,15.54107,0,119.338305
"4535","Corvette Summer",NA,NA,NA,NA,1978,NA,0,0,15.5,15.5,0,55.442311
"4536","The Greatest Story Ever Told","G","Drama",NA,NA,1965,"Live Action",0,20,15.473333,15.473333,0,128.229505
"4537","Bait","R","Action","Contemporary Fiction",NA,2000,"Live Action",0,35,15.471969,15.325127,0.146842,23.798019
"4538","The Weather Man","R","Drama","Contemporary Fiction",102,2005,"Live Action",0,20,15.466961,12.482775,2.984186,16.28273
"4539","The Fountain","PG-13","Drama","Science Fiction",NA,2006,"Live Action",0,35,15.461638,10.14401,5.317628,12.949587
"4540","Facing Window","R","Drama","Contemporary Fiction",NA,2004,"Live Action",0,0,15.458405,0.541682,14.916723,0.73009
"4541","The Jacket","R","Thriller/Suspense","Fantasy",NA,2005,"Live Action",0,28.5,15.452978,6.301131,9.151847,8.227844
"4542","Youngblood",NA,"Drama","Contemporary Fiction",NA,1986,"Live Action",0,0,15.4484,15.4484,0,30.508474
"4543","Rocket Man","PG","Comedy","Science Fiction",NA,1997,"Live Action",0,0,15.448043,15.448043,0,28.169963
"4544","In Too Deep","R","Drama","Contemporary Fiction",NA,1999,"Live Action",0,7,15.447861,14.003141,1.44472,23.072106
"4545","Married to the Mafia 3",NA,NA,NA,NA,2006,NA,0,0,15.447156,0,15.447156,NA
"4546","Out of the Furnace","R","Drama","Contemporary Fiction",115,2013,"Live Action",0,22,15.434375,11.330849,4.103526,11.664608
"4547","Catch and Release","PG-13","Romantic Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,15.432542,15.432542,0,18.774764
"4548","The Bonfire of the Vanities","R","Comedy","Contemporary Fiction",125,1990,"Live Action",0,0,15.432314,15.432314,0,15.432314
"4549","Mad Love","PG-13","Drama","Contemporary Fiction",NA,1995,"Live Action",0,0,15.429108,15.429108,0,29.687729
"4550","The Greatest Game Ever Played","PG","Drama","Dramatization",NA,2005,"Live Action",0,25,15.425073,15.331289,0.093784,20.019173
"4551","Still Smokin",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",1,0,15.416684,15.416684,0,40.964328
"4552","The Mod Squad","R","Action","Contemporary Fiction",NA,1999,"Live Action",0,0,15.415361,13.26005,2.155311,21.847759
"4553","Tales from the Darkside: The Movie","R","Horror","Fantasy",NA,1990,"Live Action",0,0,15.405624,15.405624,0,30.555706
"4554","Touching the Void","R","Documentary","Factual",NA,2004,"Live Action",0,2,15.396525,4.593598,10.802927,6.174691
"4555","Death Warrant","R","Action","Contemporary Fiction",NA,1990,"Live Action",0,0,15.3942,15.3942,0,26.809955
"4556","Pulse: A Stomp Odyssey","Not Rated","Documentary","Factual",NA,2002,"Live Action",0,0,15.38439,10.086514,5.297876,14.530831
"4557","Mr. Destiny","PG-13","Comedy","Fantasy",NA,1990,"Live Action",0,0,15.379253,15.379253,0,18.249588
"4558","Bridge of Spies","PG-13","Thriller/Suspense","Historical Fiction",141,2015,"Live Action",0,0,15.371203,15.371203,0,15.371203
"4559","The Witches","PG","Horror","Fantasy",NA,1990,"Live Action",0,0,15.360553,10.360553,5,11.440719
"4560","Alex & Emma","PG-13","Drama","Contemporary Fiction",NA,2003,"Live Action",0,30,15.358583,14.208384,1.150199,19.722089
"4561","She-Devil","PG-13","Comedy","Contemporary Fiction",NA,1989,"Live Action",0,0,15.351421,15.351421,0,22.233901
"4562","Primeval","R","Adventure","Dramatization",NA,2007,"Live Action",0,0,15.337855,10.597734,4.740121,12.89288
"4563","Revenge","R","Thriller/Suspense","Contemporary Fiction",NA,1990,"Live Action",0,0,15.335333,15.335333,0,30.416287
"4564","The Haunting of Molly Hartley","PG-13","Thriller/Suspense","Fantasy",NA,2008,"Live Action",0,5,15.318257,13.442412,1.875845,15.670331
"4565","The Assassination of Jesse James by the Coward Robert Ford","R","Western","Dramatization",160,2007,"Live Action",0,30,15.313631,3.909149,11.404482,4.754202
"4566","The Dreamers","NC-17","Drama","Historical Fiction",NA,2004,"Live Action",0,0,15.307337,2.531462,12.775875,3.411972
"4567","Welcome Stranger",NA,NA,NA,NA,1947,NA,0,0,15.3,15.3,0,316.982672
"4568","The Goods: Live Hard, Sell Hard","R","Comedy","Contemporary Fiction",NA,2009,"Live Action",0,10,15.297318,15.122676,0.174642,16.876908
"4569","Maiko haaaan!!!",NA,"Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,15.287683,0,15.287683,NA
"4570","Raavan",NA,NA,NA,NA,2010,"Live Action",0,0,15.284375,0.708726,14.575649,0.751835
"4571","Solomon Kane","R","Adventure","Fantasy",104,2008,"Live Action",0,0,15.275793,0,15.275793,NA
"4572","Quick Change","R","Comedy","Contemporary Fiction",NA,1990,"Live Action",0,0,15.260154,15.260154,0,20.088084
"4573","Benji the Hunted",NA,"Adventure","Contemporary Fiction",NA,1987,"Live Action",1,0,15.212539,15.212539,0,28.981376
"4574","Sweet Sweetback's Baad Asssss Song",NA,NA,NA,NA,1971,NA,0,0.15,15.2,15.2,0,77.105453
"4575","Celda 211",NA,NA,NA,NA,2009,NA,0,0,15.2,0,15.2,NA
"4576","First Family",NA,"Comedy","Contemporary Fiction",NA,1980,"Live Action",0,0,15.198912,15.198912,0,15.198912
"4577","The Long Riders",NA,"Action","Historical Fiction",NA,1980,"Live Action",0,10,15.198912,15.198912,0,15.198912
"4578","Bad Girls","R","Western","Historical Fiction",NA,1994,"Live Action",0,0,15.187851,15.187851,0,27.386272
"4579","Needful Things","R","Horror","Fantasy",120,1993,"Live Action",0,0,15.185672,15.185672,0,26.763971
"4580","Miss Pettigrew Lives for a Day","PG-13","Comedy","Historical Fiction",NA,2008,"Live Action",0,0,15.172953,12.313694,2.859259,14.354542
"4581","Thinner","R","Horror","Fantasy",NA,1996,"Live Action",0,14,15.171475,15.171475,0,28.704162
"4582","The Corruptor","R","Action","Contemporary Fiction",NA,1999,"Live Action",0,10,15.164492,15.164492,0,24.971928
"4583","Chasing Amy","R","Romantic Comedy","Contemporary Fiction",NA,1997,"Live Action",0,0.25,15.155095,12.006514,3.148581,21.894229
"4584","Iris","R","Drama","Dramatization",NA,2001,"Live Action",0,5.5,15.155021,5.580479,9.574542,8.041436
"4585","Paradaisu Kisu",NA,"Drama","Contemporary Fiction",0,2011,"Live Action",0,0,15.141014,0,15.141014,NA
"4586","La science des rves","R","Comedy","Fantasy",105,2006,"Live Action",0,6,15.137932,4.670644,10.467288,5.968438
"4587","Firestarter",NA,"Horror","Science Fiction",NA,1984,"Live Action",0,15,15.13687,15.13687,0,37.707026
"4588","I am Love","R","Drama","Historical Fiction",119,2010,"Live Action",0,10,15.132211,5.005465,10.126746,5.309978
"4589","Big Top Pee-Wee",NA,"Adventure","Contemporary Fiction",NA,1988,"Live Action",1,0,15.122324,15.122324,0,18.885239
"4590","The Painted Veil","PG-13","Drama","Historical Fiction",NA,2006,"Live Action",0,19.4,15.118795,8.060487,7.058308,9.836633
"4591","The Madness of King George","PG-13","Drama","Dramatization",NA,1994,"Live Action",0,0,15.110485,15.110485,0,29.086252
"4592","Halloween:  The Curse of Michael Myers","R","Horror","Contemporary Fiction",NA,1995,"Live Action",1,5,15.106362,15.106362,0,29.066725
"4593","Muriel's Wedding","R","Comedy","Contemporary Fiction",NA,1995,"Live Action",0,0,15.103199,15.103199,0,29.06064
"4594","Bhool Bhulaiyaa","Not Rated","Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,15.090039,1.097797,13.992242,1.335551
"4595","Dead Man on Campus","R","Black Comedy","Contemporary Fiction",NA,1998,"Live Action",0,14,15.062898,15.062898,0,26.881971
"4596","Paradise Murdered",NA,"Thriller/Suspense","Contemporary Fiction",NA,2007,"Live Action",0,0,15.061334,0,15.061334,NA
"4597","King Solomon's Mines",NA,"Adventure","Historical Fiction",NA,1985,"Live Action",0,0,15.057465,15.057465,0,35.433114
"4598","The Reef","R","Thriller/Suspense","Dramatization",0,2010,"Live Action",0,10,15.037867,0,15.037867,0
"4599","Twilight","R","Drama","Contemporary Fiction",NA,1998,"Live Action",0,20,15.030732,15.030732,0,26.824569
"4600","Zapped!","R","Comedy","Science Fiction",98,1982,"Live Action",0,0,15.026217,15.026217,0,42.778718
"4601","Haakon Haakonsen","PG","Adventure","Historical Fiction",NA,1991,"Live Action",0,8.5,15.024232,15.024232,0,29.870027
"4602","Trick 2",NA,NA,NA,NA,2006,NA,0,0,15.016774,0,15.016774,NA
"4603","Mother, Jugs & Speed",NA,NA,NA,NA,1976,NA,0,0,15,15,0,58.943666
"4604","The Front Page",NA,"Comedy","Contemporary Fiction",NA,1974,"Live Action",0,4,15,15,0,67.139034
"4605","The V.I.P.s",NA,NA,NA,NA,1963,NA,0,0,15,15,0,147.705884
"4606","The Egyptian",NA,NA,NA,NA,1954,NA,0,5,15,15,0,280.872483
"4607","Obitaemyy ostrov",NA,"Action","Science Fiction",NA,2009,"Live Action",0,36.5,15,0,15,NA
"4608","Pete 'n' Tillie",NA,NA,NA,NA,1972,NA,0,0,14.999969,14.999969,0,73.852787
"4609","Breakin' 2: Electric Boogaloo","PG","Musical","Contemporary Fiction",94,1984,"Live Action",1,0,14.981047,14.981047,0,36.424189
"4610","Ek Main Aur Ekk Tu","Not Rated","Romantic Comedy","Contemporary Fiction",140,2011,"Live Action",0,0,14.978029,1.155545,13.822484,1.215056
"4611","Solaris","PG-13","Drama","Science Fiction",NA,2002,"Live Action",0,47,14.970038,14.970038,0,21.558793
"4612","Matrimonio alle Bahamas",NA,"Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,14.964621,0,14.964621,NA
"4613","Chak De India","Not Rated","Drama","Contemporary Fiction",NA,2007,"Live Action",0,0,14.959326,1.113541,13.845785,1.354701
"4614","The Music Man",NA,"Musical",NA,NA,1962,NA,0,0,14.953846,14.953846,0,178.805272
"4615","The Hudsucker Proxy","PG","Comedy","Historical Fiction",111,1994,"Live Action",0,40,14.938149,2.816518,12.121631,5.778004
"4616","Boat Trip","R","Comedy","Contemporary Fiction",NA,2003,"Live Action",0,15,14.933713,8.586376,6.347337,11.918403
"4617","The Meaning of Life",NA,"Comedy","Fantasy",NA,1983,"Live Action",0,0,14.929552,14.929552,0,39.66995
"4618","Baara",NA,NA,NA,NA,2009,NA,0,0,14.924887,0,14.924887,NA
"4619","Kiss of Death","R","Drama","Contemporary Fiction",138,1995,"Live Action",0,40,14.924355,14.924355,0,28.716516
"4620","Mai wei","R","Drama","Historical Fiction",143,2011,"Live Action",0,0,14.911269,0.070177,14.841092,0.07379
"4621","Arn - Tempelriddaren","R","Action","Historical Fiction",NA,2007,"Live Action",0,16.5,14.9,0,14.9,NA
"4622","S.O.B.",NA,"Comedy",NA,122,1981,NA,0,0,14.867086,14.867086,0,25.964652
"4623","Dogville","R","Drama","Historical Fiction",177,2004,"Live Action",0,0,14.851654,1.530386,13.321268,2.062694
"4624","Once Around","R","Comedy","Contemporary Fiction",NA,1991,"Live Action",0,0,14.851,14.851,0,17.857211
"4625","Music of the Heart","PG","Drama","Contemporary Fiction",NA,1999,"Live Action",0,0,14.849583,14.849583,0,24.457776
"4626","Pink Floyd: The Wall",NA,"Drama","Contemporary Fiction",NA,1982,"Live Action",0,0,14.844106,14.844106,0,42.260264
"4627","Hollywood Ending","PG-13","Romantic Comedy","Contemporary Fiction",NA,2002,"Live Action",0,16,14.839383,4.839383,10,6.971708
"4628","Enigma","R","Thriller/Suspense","Historical Fiction",NA,2002,"Live Action",0,0,14.832284,4.298329,10.533955,6.19226
"4629","Eve's Bayou","R","Drama","Historical Fiction",109,1997,"Live Action",0,5,14.821531,14.821531,0,26.975154
"4630","Flyboys","PG-13","Drama","Dramatization",139,2006,"Live Action",0,60,14.816379,13.09063,1.725749,16.728023
"4631","All I Want For Christmas","G","Comedy","Contemporary Fiction",NA,1991,"Live Action",0,0,14.812144,14.812144,0,25.989444
"4632","Raise Your Voice","PG","Drama","Contemporary Fiction",NA,2004,"Live Action",0,15,14.81198,10.41198,4.4,14.033535
"4633","A Dangerous Method","R","Drama","Dramatization",99,2011,"Live Action",0,20,14.807531,5.702083,9.105448,6.002052
"4634","Possession","PG-13","Drama","Contemporary Fiction",NA,2002,"Live Action",0,25,14.805812,10.103647,4.702165,14.555514
"4635","Going by the Book",NA,"Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,14.8,0,14.8,NA
"4636","Ladybugs","PG-13","Comedy","Contemporary Fiction",NA,1992,"Live Action",0,0,14.796494,14.796494,0,18.932404
"4637","Prom Night",NA,NA,NA,NA,1980,NA,0,0,14.796236,14.796236,0,46.038842
"4638","Threesome","R","Comedy","Contemporary Fiction",NA,1994,"Live Action",0,0,14.793701,14.793701,0,21.825629
"4639","Radio Days",NA,"Comedy","Historical Fiction",NA,1987,"Live Action",0,16,14.792779,14.792779,0,23.715843
"4640","Not Without My Daughter","PG-13","Drama","Dramatization",NA,1991,"Live Action",0,0,14.789113,14.789113,0,14.789113
"4641","Out Cold","PG-13","Comedy","Contemporary Fiction",NA,2001,"Live Action",0,11,14.786394,13.906394,0.88,20.54768
