"","ID","V","BV","Para","Uncert"
"4798",4373,5.35,0.05,0.006,78
"4799",4374,4.66,1.19,0.0039,57
"4800",4375,5.14,1.37,0.0165,117
"4801",4377.1,9.37,1.37,0.0615,76
"4802",4377.1,9.44,1.36,0.0615,76
"4803",4378,4.59,0.78,0.0119,105
"4804",4378,4.59,0.78,0.0119,105
"4805",4380,10.1,1.53,0.0853,27
"4806",4380.1,5.57,1.04,0.0125,72
"4807",4381,7.46,0.76,0.0318,90
"4808",4382,4.92,0.9,0.0234,72
"4809",4383,8.05,0.9,0.0682,178
"4810",4386,8.61,0.7,0.0386,150
"4811",4387,4.62,0.17,0.0282,52
"4812",4388.1,11.2,1.49,0.0836,78
"4813",4389,8.18,0.94,0.041,73
"4814",4390,5.69,1.09,0.0037,125
"4815",4391,4.83,1.08,0.0175,17
"4816",4393,3.51,1.18,0.0092,110
"4817",4394,4.87,0.41,0.0295,127
"4818",4395,5.77,0.43,0.0165,125
"4819",4396,4.04,1.59,3e-04,89
"4820",4397,7.6,0.6,0.0224,106
"4821",4398,9.22,1.45,0.0928,68
"4822",4399,5.22,0.59,0.0628,34
"4823",4399,5.34,0.59,0.0628,34
"4824",4400.01,14.62,0.16,0.0305,44
"4825",4401.01,10.44,1.39,0.0226,54
"4826",4403,5.23,0.53,0.0372,111
"4827",4404,6.78,0.59,0.0407,68
"4828",4405,5.66,1.15,0.02,84
"4829",4407,3.24,-0.05,0.016,65
"4830",4408,4.82,1.15,0.0123,89
"4831",4412,4.75,-0.02,0.0273,161
"4832",4413.1,7.07,1.04,0.0074,98
"4833",4414,4.02,1.09,0.0177,67
"4834",4415,2.6,0.08,0.0233,84
"4835",4415,3.2,0.08,0.0233,84
"4836",4416,10.08,0.7,0.0049,85
"4837",4418,5.69,-0.08,0.0076,84
"4838",4419,8.43,0.73,0.054,150
"4839",4420,8.38,0.73,0.009,163
"4840",4421,14.71,1.56,0.0524,38
"4841",4422,9.64,0.62,0.0077,91
"4842",4423,5.16,0.53,0.0199,173
"4843",4425,5.01,0.19,0.0329,72
"4844",4426,3.77,1.01,0.0432,137
"4845",4427,5.33,0.91,0.0285,127
"4846",4430,5.42,1.12,5e-04,110
"4847",4431,4.93,0.52,0.0534,86
"4848",4433,6.16,0.72,0.0614,92
"4849",4434,10.7,1.21,0.0293,60
"4850",4435,3.32,1.19,0.043,127
"4851",4436,2.99,0.01,0.0392,96
"4852",4437,8.55,0.81,0.057,150
"4853",4438,3.44,-0.09,0.0291,65
"4854",4439,7.26,0.56,0.0104,101
"4855",4440,13.2,0.04,0.077,23
"4856",4441,5.56,1.54,0.0172,106
"4857",4441.01,7.22,1.03,0.02,49
"4858",4442,4.59,1.09,0.0112,137
"4859",4443,9.22,1.08,0.0269,75
"4860",4443.1,5.09,-0.07,0.0156,98
"4861",4444,9.54,0.63,0.0313,83
"4862",4444.01,13.88,1.67,0.0437,141
"4863",4445,9.1,0.67,0.0091,150
"4864",4448,5.38,-0.01,0.0212,84
"4865",4449,5.55,0.29,0.0232,60
"4866",4450,4.11,0.04,0.0349,137
"4867",4451,10.76,1.6,0.1128,41
"4868",4452,7.25,0.92,0.0088,160
"4869",4453,7.4,1.04,0.0092,150
"4870",4454,6.5,1.36,0.0054,73
"4871",4455,4.11,1.2,0.0138,117
"4872",4456,6.07,0.7,0.0593,82
"4873",4457,9.36,1.32,0.0486,74
"4874",4458,5.23,0.34,0.0148,69
"4875",4459,11.25,1.7,0.1223,25
"4876",4459,11.86,1.7,0.1223,25
"4877",4460,12.03,1.52,0.0468,106
"4878",4460.1,6.23,0.4,0.0097,111
"4879",4461,8.21,0.63,0.0208,91
"4880",4462,2.89,0.35,0.02,92
"4881",4463,5.22,0.35,0.0307,86
"4882",4464,6.48,0.52,0.0214,89
"4883",4465,11.31,1.45,0.054,110
"4884",4465.01,15.19,1.91,0.0578,33
"4885",4466,9.42,1.24,0.0295,61
"4886",4466.1,6.74,0.63,0.0247,111
"4887",4466.11,13.55,1.89,0.0936,28
"4888",4467,5.81,1.09,0.0032,72
"4889",4472,11.08,1.52,0.0998,24
"4890",4473,5.92,0.9,0.0207,137
"4891",4474,7.57,0.76,0.0129,33
"4892",4475,7.94,0.76,0.0193,163
"4893",4476,6.73,-0.01,0.0064,65
"4894",4477,9.14,0.53,0.0142,73
"4895",4478,5.15,-0.07,0.0044,98
"4896",4478.11,12.01,1.56,0.0583,29
"4897",4479,5.4,1.35,0.008,127
"4898",4481,4.85,0.56,0.0032,161
"4899",4481,4.85,0.56,0.0032,161
"4900",4482,9.36,1.42,0.0698,97
"4901",4482,10.12,1.42,0.0698,97
"4902",4482.01,10.38,1.06,0.0291,120
"4903",4482.02,6.25,0.54,0.0268,94
"4904",4483,6.57,0.65,0.0422,40
"4905",4484,5.12,1.01,0.0105,98
"4906",4484.1,10.2,1.19,0.0449,75
"4907",4484.11,14.25,0.74,0.0286,52
"4908",4485,7.04,0.79,0.0398,89
"4909",4487,9.72,1.33,0.0316,57
"4910",4488,7.93,0.97,0.0112,137
"4911",4488.01,9.72,1.1,0.0463,143
"4912",4489,5.59,0.08,0.0149,70
"4913",4490,4.96,1.02,0.0046,127
"4914",4492,6.57,0.01,0.0181,98
"4915",4492,5.63,-0.02,0.0181,98
"4916",4493,4.99,1.16,0.0237,84
"4917",4494,9.11,1.5,0.1712,7
"4918",4495,3.07,1,0.028,89
"4919",4497,5.13,0.31,0.0473,84
"4920",4498,4.36,1.26,0.0106,61
"4921",4501,5.28,0.2,0.01,84
"4922",4502.01,14.12,1.02,0.0109,37
"4923",4503,6.06,1.43,0.0388,137
"4924",4505,12.23,1.7,0.1752,101
"4925",4506,5.1,1.15,0.0035,82
"4926",4509,8.34,0.68,0.0261,72
"4927",4510,6.41,1.05,0.0091,84
"4928",4511,6,0.44,0.0163,168
"4929",4512,10.31,1.34,0.0215,83
"4930",4513,3.77,0.96,0.0221,57
"4931",4514,5.05,0.02,0.0177,149
"4932",4515,5.53,0.26,0.0018,98
"4933",4516,10.72,0.5,0.0069,81
"4934",4517,6.02,0.08,6e-04,98
"4935",4518,10.51,0.9,0.0252,78
"4936",4519,5.01,0.92,0.0283,72
"4937",4519.1,12.12,1.63,0.0992,25
"4938",4520,8.41,1.04,0.0388,150
"4939",4522,5.49,-0.04,0.0059,98
"4940",4523.01,14.58,0.44,0.0855,34
"4941",4524,8.6,0.83,0.0296,15
"4942",4525,3.93,0.22,0.0402,86
"4943",4527,6.31,1.12,0.0014,125
"4944",4528,4.29,0.34,0.0284,137
"4945",4528.1,6.31,0.68,0.0407,98
"4946",4529,7.85,0.59,0.0198,92
"4947",4530,9.65,0.48,0.0192,69
"4948",4531,9.89,1.6,0.0015,149
"4949",4531.01,13.01,0.06,0.0505,55
"4950",4531.02,12.31,1.71,0.0929,25
"4951",4531.03,13.42,1.71,0.1001,35
"4952",4533,4.45,1.25,0.0121,64
"4953",4535,11.54,1.41,0.0444,39
"4954",4537,10.89,1.41,0.0567,150
"4955",4537.01,15.37,1.82,0.0473,41
"4956",4538,5.03,0.23,0.0337,173
"4957",4539,6.37,0.81,0.0566,60
"4958",4540,4.59,0.02,0.0179,82
"4959",4541,5.16,0.77,0.0636,40
"4960",4542,3.36,0.32,0.0725,51
"4961",4545,6.19,0.51,0.0269,107
"4962",4548,5.74,0.47,0.0315,84
"4963",4550,7.06,0.3,0.003,19
"4964",4551,5.71,0.22,0.0119,137
"4965",4552,7.46,0.6,0.0159,222
"4966",4553.11,9.2,1.1,0.0206,82
"4967",4554,8.01,0.93,0.0453,67
"4968",4555,5.52,1.12,0.0439,127
"4969",4556,6.61,1.1,0.0123,84
"4970",4557,4.44,1.5,0.0109,92
"4971",4557.01,13.67,1.37,0.0309,37
"4972",4558,5.81,1.03,0.0046,98
"4973",4559,8.22,0.52,0.0042,84
"4974",4560,5.03,1.75,0.029,86
"4975",4562,6.96,0.71,0.0483,98
"4976",4562.1,7.29,0.64,0.0418,84
"4977",4564,12.17,1.48,0.0603,149
"4978",4566,7.15,0.68,0.0306,92
"4979",4566.01,7.57,0.93,0.0635,99
"4980",4567,3.08,1.13,0.0129,43
"4981",4569,8.41,0.82,0.0332,150
"4982",4569.01,15.36,1.94,0.0903,51
"4983",4570,3.79,0.14,0.0012,89
"4984",4571,6.25,-0.04,0.003,150
"4985",4572,10.21,0.5,0.0078,113
"4986",4573,10.43,1.45,0.0457,40
"4987",4575,9.4,0.7,0.024,127
"4988",4575.01,6.3,1.69,0.0137,60
"4989",4575.02,12.49,1.04,0.0044,36
"4990",4576,7.28,0.32,0.002,70
"4991",4577,8.04,0.47,0.0053,84
"4992",4579,4.45,1.17,0.0305,18
"4993",4581,6.59,0.87,0.0493,50
"4994",4583,9.36,1.39,0.0837,33
"4995",4584,5.12,1.13,0.008,62
"4996",4585,6.61,0.59,0.0314,36
"4997",4586,5.65,0.19,0.0168,127
"4998",4586.01,5,-0.09,0.0159,111
"4999",4586.02,10.38,1.46,0.0282,106
"5000",4587,9.15,0.12,0.0126,104
"5001",4588,8.83,0.67,0.018,106
"5002",4589.01,10.02,0.96,0.0057,16
"5003",4592,5.38,0.55,0.0189,72
"5004",4593,7.57,0.68,0.0156,74
"5005",4595,8.58,1.01,0.0517,72
"5006",4596,5.64,1.26,0.0086,127
"5007",4599,4.36,-0.08,0.0029,178
"5008",4600,5.73,0.48,0.0352,98
"5009",4603,5.47,0.5,0.045,137
"5010",4606,5.46,0.43,0.0244,60
"5011",4606.01,12.2,1.63,0.0721,73
"5012",4607,4.68,0.79,0.1743,9
"5013",4609.01,12.97,0.17,0.0557,29
"5014",4609.02,6.7,0.58,0.0213,120
"5015",4610,5.17,0.93,0.018,72
"5016",4611,4.48,0.38,0.0551,42
"5017",4613,7.48,0.71,0.0398,150
"5018",4613.01,13.58,-0.12,0.0287,24
"5019",4615,6.2,1.13,0.0355,117
"5020",4615.01,15.66,1.73,0.0333,30
"5021",4616,6.47,0.99,0.0056,98
"5022",4618,4.69,0.97,0.0058,92
"5023",4620,5.67,0.11,0.0153,84
"5024",4621,10.01,1.34,0.0332,110
"5025",4622.1,5.4,-0.08,0.0181,84
"5026",4623,5.82,0.44,0.0358,84
"5027",4624,4.37,1.05,0.01,57
"5028",4625,5.06,0.33,0.0378,117
"5029",4625.01,12.88,1.58,0.043,26
"5030",4626.01,13.85,1.46,0.031,37
"5031",4627,5.06,0.4,0.0189,60
"5032",4628,8.63,0.7,0.0084,150
"5033",4629,5.27,0.57,0.0021,72
"5034",4629,5.27,0.57,0.0021,72
"5035",4630,5.49,0.46,0.0436,149
"5036",4631,5.41,0.22,0.0315,108
"5037",4631.12,6.23,0.18,0.0064,50
"5038",4632.01,10,1.26,0.0308,89
"5039",4632.02,14.52,-0.08,0.0203,28
"5040",4633,6.86,0.57,0.0377,98
"5041",4634,5.96,0.64,0.0466,12
"5042",4636.01,13.84,0.7,0.0058,54
"5043",4637,5.49,0.93,0.0225,84
"5044",4639,5.84,1.57,0.0115,79
"5045",4640,4.86,0.93,0.0238,173
"5046",4640.01,10.94,1.48,0.0454,60
"5047",4641,4.89,0.95,0.0181,139
"5048",4641.01,10.4,0,0.0078,75
"5049",4643,5.91,0.18,0.0254,70
"5050",4643.01,13.99,-0.03,0.0237,27
"5051",4644,6.22,0.56,0.0457,84
"5052",4645,2.72,1.52,0.0134,65
"5053",4646,12.32,1.71,0.0947,44
"5054",4646,12.91,1.72,0.0947,44
"5055",4647,2.87,-0.03,0.0269,70
"5056",4648,7.68,0.99,0.0449,49
"5057",4648,8.35,0.99,0.0449,49
"5058",4649.01,14.31,1.51,0.0217,27
"5059",4650,8.08,0.88,0.0443,86
"5060",4651,5.42,0.08,0.0115,149
"5061",4652,10.15,1.48,0.0738,19
"5062",4653,6.8,0.59,0.0273,72
"5063",4654,4.99,0.47,0.045,28
"5064",4655,11.95,1.46,0.0316,150
"5065",4658,3.82,1.41,3e-04,89
"5066",4658,3.82,1.41,3e-04,89
"5067",4659,6.88,0.63,0.0252,84
"5068",4660,5,0.1,0.0069,37
"5069",4660,5,0.1,0.0069,37
"5070",4661,6.53,0.44,0.0194,78
"5071",4662,6.91,0.6,0.0263,98
"5072",4664,5.33,-0.06,0.0191,137
"5073",4664.01,9.96,1.06,0.0327,83
"5074",4665,0.77,0.22,0.1979,22
"5075",4669.01,12.4,1.62,0.0588,34
"5076",4670,5.11,0.55,0.0461,116
"5077",4671,5.92,0.98,0.0195,137
"5078",4673,4.23,1.82,0.0088,135
"5079",4674,12.53,1.54,0.0396,85
"5080",4674.01,10.7,0.74,0.002,13
"5081",4676,6.06,1.7,0.0027,84
"5082",4678,6.13,0.65,0.0233,154
"5083",4679,3.9,0.89,0.0061,69
"5084",4681,7.06,0.3,0.0269,125
"5085",4681,7.06,0.3,0.0269,125
"5086",4682,5.57,0.71,0.0053,72
"5087",4682.01,13.7,1.36,0.0165,39
"5088",4683,10.12,0.42,0.0239,150
"5089",4684,5.03,1.28,0.0126,84
"5090",4685,5.65,0.2,0.0022,84
"5091",4685.01,12.83,1.64,0.0841,24
"5092",4685.02,15.13,0.01,0.0263,32
"5093",4686,6.18,1.02,0.0735,92
"5094",4687,4.13,1.08,0.0339,161
"5095",4688,5.75,0.23,0.0305,127
"5096",4689,3.83,0.89,0.0129,69
"5097",4691,8.82,0.64,0.0121,150
"5098",4692,5.26,-0.01,0.0209,149
"5099",4693,5.62,-0.07,0.0088,141
"5100",4694,3.96,-0.03,0.0148,127
"5101",4696,4.58,-0.06,0.0068,82
"5102",4697,8.77,0.91,0.0275,85
"5103",4698,5.71,-0.08,0.0077,106
"5104",4699,4.71,1.05,0.0218,72
"5105",4700,7.56,0.78,0.0168,80
"5106",4701,4.7,0.75,0.0431,106
"5107",4702,9.4,0.99,0.0407,150
"5108",4704,5.52,-0.02,0.0119,72
"5109",4705,3.71,0.86,0.0737,48
"5110",4705.01,8.82,0.61,0.0226,12
"5111",4706,5.76,1.04,0.0347,108
"5112",4706.01,13.41,1.9,0.2202,10
"5113",4707,4.52,1.46,0.0125,149
"5114",4708.01,12.89,1.53,0.0341,26
"5115",4709,13.71,0.3,0.0878,29
"5116",4710,5.36,0.67,0.0068,68
"5117",4711,5.28,-0.01,0.0204,84
"5118",4712,7.43,0.79,0.024,48
"5119",4713,9.3,1.33,0.0466,66
"5120",4713.01,14.41,1.4,0.0147,29
"5121",4714,5.31,1.22,0.0228,137
"5122",4715,5.02,0.05,0.0267,97
"5123",4716,3.89,1.02,0.0113,70
"5124",4718,4.83,0.9,0.013,137
"5125",4719,4.92,0.12,0.0015,98
"5126",4722,7.9,0.8,0.0464,73
"5127",4722.01,11.98,1.59,0.0634,38
"5128",4724,8.47,1.28,0.0146,151
"5129",4725,5.13,1.53,0.0033,137
"5130",4726,5.3,0.17,0.0312,127
"5131",4727,5.81,0.28,0.0163,186
"5132",4729,5.66,0.49,0.0483,106
"5133",4730,4.96,1.59,0.0038,84
"5134",4731,3.47,1.57,0.0116,74
"5135",4733,5.88,0.58,0.0398,79
"5136",4734,11.36,1.49,0.0747,89
"5137",4734.1,5.49,-0.06,0.0358,98
"5138",4734.2,5.66,0.33,0.0176,98
"5139",4734.3,8.66,1.12,0.0478,150
"5140",4736,7.72,0.55,0.0179,86
"5141",4738,6.07,0.64,0.0523,97
"5142",4740,5.71,0.08,0.0257,140
"5143",4743,4.77,1.41,0.0181,173
"5144",4744,4.64,0.18,0.0269,98
"5145",4744.2,12.15,1.4,0.0471,149
"5146",4745,6.93,0.6,0.0336,92
"5147",4746,7.46,1.14,0.075,81
"5148",4747,7.16,0.71,0.0544,107
"5149",4748,4.99,1.21,0.0058,127
"5150",4751,10.56,1.34,0.0268,120
"5151",4752,5.05,1.11,0.0135,98
"5152",4753,5.67,-0.1,0.0055,72
"5153",4754,3.56,0.76,0.1749,97
"5154",4754.01,12.09,1.61,0.0795,40
"5155",4755,5.68,1.3,0.0064,86
"5156",4756,14.33,1.69,0.0855,228
"5157",4757,5.52,1.06,0.0036,127
"5158",4759,5.71,0.73,0.0574,29
"5159",4760,5.8,0.61,0.0594,55
"5160",4761,8.8,0.46,0.0387,182
"5161",4762,7.24,0.82,0.0627,12
"5162",4763,4.94,1.62,0.0126,137
"5163",4763.01,16.87,1.04,0.0577,8
"5164",4764,5.27,1.56,0.0069,79
"5165",4765,7.72,0.63,0.0281,98
"5166",4766,5.1,1.06,0.0306,84
"5167",4767,8.85,0.64,0.0238,150
"5168",4767.01,12.79,1.44,0.0254,32
"5169",4767.2,12.25,1.55,0.0506,109
"5170",4767.3,6.19,0.64,0.0436,84
"5171",4768,7.72,0.94,0.0143,178
"5172",4768.01,14.5,1.61,0.0386,47
"5173",4769,7.14,0.12,0.0083,98
"5174",4770,7.59,0.17,0.0199,98
"5175",4770.01,13.49,1.55,0.033,25
"5176",4772,7.51,0.25,0.0089,128
"5177",4773,4.51,1.32,0.0119,66
"5178",4774,5.36,0.85,0.0326,48
"5179",4775,11.97,1.52,0.0607,22
"5180",4776,7.02,1.15,0.0201,150
"5181",4777,8.11,0.67,0.0161,110
"5182",4778,15.2,0.1,0.0134,223
"5183",4778.02,9.87,1.18,0.04,120
"5184",4779,5.85,0.39,0.0273,59
"5185",4781,8.49,1.19,0.0084,141
"5186",4781.1,5.39,1.18,0.0389,84
"5187",4781.2,9.76,1.15,0.0479,150
"5188",4781.21,14.88,1.82,0.0462,54
"5189",4781.3,8.92,1.29,0.063,74
"5190",4782,5.32,0.87,0.1764,101
"5191",4783,7.8,0.79,0.0173,111
"5192",4784,6.56,0.5,0.0187,84
"5193",4785,6.48,0.38,0.0312,64
"5194",4786,8.89,0.76,0.0084,126
"5195",4787,10.11,0.51,0.0129,17
"5196",4788,6.88,0.94,0.0216,174
"5197",4790,3.23,-0.07,0.0103,61
"5198",4792,8.06,0.02,0.0041,103
"5199",4793,7.33,0.85,0.0362,87
"5200",4793.01,8.92,1.82,0.0214,155
"5201",4794,7.97,1.43,0.1618,81
"5202",4795,5.65,1.5,0.0184,173
"5203",4796,5.85,0.48,0.038,80
"5204",4797,7.45,0.69,0.021,48
"5205",4797,8,0.63,0.021,48
"5206",4798,8.66,0.72,0.0337,98
"5207",4800,8.09,0.04,0.0086,115
"5208",4801,5.47,1.43,0.0268,161
"5209",4802.01,14.85,-0.08,0.0348,27
"5210",4803.01,13.19,1.54,0.0447,19
"5211",4804,5.73,0.88,0.1154,88
"5212",4804.01,11.3,1.43,0.0306,36
"5213",4806,4.95,0.08,0.0218,98
"5214",4807,5.75,0.47,0.0304,71
"5215",4809,5.18,0.18,0.0064,98
"5216",4810,4.83,0.09,0.0101,107
"5217",4811,3.79,1.28,0.0047,47
"5218",4811,3.79,1.28,0.0047,47
"5219",4812,4.97,0.14,0.0345,84
"5220",4814,7.02,0.49,0.0125,119
"5221",4815,4.3,0.11,0.0181,77
"5222",4816,5.15,1.04,0.0027,98
"5223",4819,4.52,1.26,0.0068,73
"5224",4821.01,9.72,1.14,0.0473,156
"5225",4822,4.24,1.07,0.0032,59
"5226",4823,5.87,1,0.0383,149
"5227",4823.1,6.13,0.46,0.0247,150
"5228",4826,3.98,1.52,0.0101,65
"5229",4827.01,9.95,1.33,0.0357,38
"5230",4829,3.57,0.94,0.036,60
"5231",4830,8.72,1.16,0.0626,150
"5232",4831,5.24,1.65,0.0059,72
"5233",4832,5.28,1.4,0.0231,117
"5234",4833,6.51,-0.09,0.0135,128
"5235",4834,8.88,1.33,0.061,35
"5236",4835,8.39,0.73,0.0383,150
"5237",4835,8.52,0.73,0.0383,150
"5238",4836,8.16,0.75,0.0153,241
"5239",4837,4.81,0.42,0.0035,72
"5240",4838,10.4,1.21,0.0201,150
"5241",4838.01,15.32,1.71,0.0181,42
"5242",4839,6.27,0.55,0.0435,97
"5243",4840,10.58,1.47,0.0498,97
"5244",4841,5.84,0.1,0.0048,70
"5245",4843,5.17,0.65,0.0061,84
"5246",4844,4.76,-0.05,0.0192,117
"5247",4845,3.08,0.79,0.0071,57
"5248",4846,5.59,0,0.0298,91
"5249",4847,5.76,0.11,3e-04,67
"5250",4848.1,11.79,1.28,0.0391,74
"5251",4849,5.93,0.58,0.0682,68
"5252",4850,6.85,0.4,0.0122,88
"5253",4850,6.85,0.4,0.0122,88
"5254",4851,5.64,0.2,0.015,149
"5255",4852,8.65,0.55,0.0342,58
"5256",4855.01,13.96,1.57,0.0315,35
"5257",4855.1,6.17,0.51,0.0362,63
"5258",4856,5.31,0.97,9e-04,77
"5259",4859,5.85,1.1,0.0371,117
"5260",4859.01,11.19,1.26,0.0249,120
"5261",4859.03,11.03,1.18,0.0199,20
"5262",4860,4.43,1.33,0.0111,89
"5263",4860.01,17.35,1.59,0.0084,6
"5264",4861,6.25,0.97,0.0388,110
"5265",4862,8.19,0.51,0.0118,106
"5266",4863,8.36,0.49,0.0188,16
"5267",4864,6.62,0.73,0.0571,83
"5268",4865,9.52,0.45,0.0336,93
"5269",4866,11.41,1.52,0.0779,100
"5270",4868,4.78,0.38,0.0503,70
"5271",4869,6.55,1.07,0.0141,106
"5272",4869.01,17.93,1.94,0.0146,60
"5273",4869.02,14.74,1.63,0.0204,42
"5274",4870,6.91,0.64,0.0168,81
"5275",4870.01,14.04,1.79,0.1075,36
"5276",4871,5.62,0.06,0.0189,98
"5277",4872,5.69,0.26,0.0119,111
"5278",4874,4.91,1.15,0.0196,77
"5279",4874.01,13.04,1.65,0.1138,19
"5280",4875,4.01,0.4,0.0097,72
"5281",4877,9.71,1.35,0.036,56
"5282",4877.01,15.4,1.74,0.0319,43
"5283",4879,6.41,1.13,0.0062,111
"5284",4880,5.65,0.69,0.0329,61
"5285",4881,5.11,1.01,0.0054,137
"5286",4884,4.76,0.28,0.0246,149
"5287",4884.01,9.23,1.13,0.0488,102
"5288",4885,13.48,1.76,0.0671,28
"5289",4886,4.22,0.2,0.0353,73
"5290",4887.1,9.22,0.69,0.0216,150
"5291",4887.11,11.63,0.88,0.0135,27
"5292",4888,4.03,-0.13,0.0199,60
"5293",4889,10.56,1.56,0.121,31
"5294",4890,5.38,0.07,0.0081,72
"5295",4892,8.31,0.64,0.0349,150
"5296",4893,7.09,0.8,0.0491,51
"5297",4893.01,12,1.43,0.0474,21
"5298",4894,4.61,1.6,8e-04,88
"5299",4895,11.51,-0.07,0.0699,27
"5300",4896,8.93,0.97,0.0205,84
"5301",4897,3.11,1,0.0448,149
"5302",4898,4.68,0.11,0.0122,84
"5303",4900,9.9,0.62,0.0038,223
"5304",4901,4.89,1.6,0.0167,80
"5305",4901.02,12.51,1.52,0.063,27
"5306",4903,5.12,0.53,0.0473,101
"5307",4905,5.2,0.07,0.0097,73
"5308",4906,3.63,0.44,0.0336,16
"5309",4906.1,5.43,0.06,0.0229,84
"5310",4907,6.67,0.99,0.0295,160
"5311",4908,4.32,0.95,0.0085,68
"5312",4909.02,10.1,1.18,0.0275,143
"5313",4911,6.37,0.72,0.0701,92
"5314",4912,5.05,0.72,0.0252,84
"5315",4913,5.16,1.06,0.0081,80
"5316",4915,5.1,1.66,0.0176,173
"5317",4916,7.22,0.6,0.0251,84
"5318",4917,5.46,1.02,0.011,120
"5319",4918,8.56,0.91,0.0132,142
"5320",4920,7.88,1.23,0.063,40
"5321",4920,8.18,1.22,0.063,40
"5322",4921,6.75,0.62,0.0479,98
"5323",4922,5.68,1.09,0.0126,149
"5324",4923,3.77,-0.06,0.0048,75
"5325",4924,8.83,1.32,0.0834,88
"5326",4925,8.49,0.94,0.0089,45
"5327",4926,8.23,0.5,0.0228,106
"5328",4927,5.76,1.53,0.022,149
"5329",4928,5.96,0.92,0.0263,89
"5330",4929,10.25,1.58,0.1213,66
"5331",4929,10.99,1.57,0.1213,66
"5332",4929.1,9.66,1.1,0.0476,81
"5333",4929.11,13.41,1.72,0.102,22
"5334",4930,3.42,0.16,0.0329,161
"5335",4931,8.66,0.59,0.002,146
"5336",4932,6.45,0.63,0.0513,25
"5337",4932.01,12.34,-0.07,0.0424,84
"5338",4933,4.51,0.27,0.0474,135
"5339",4934,10.84,1.43,0.0673,82
"5340",4934.1,11.87,1.49,0.063,117
"5341",4934.11,12.91,0.63,0.0053,31
"5342",4936,6.01,0.46,0.0216,84
"5343",4937,7.08,0.86,0.0407,36
"5344",4937,7.08,0.86,0.0407,36
"5345",4938,4.43,0.32,0.0084,82
"5346",4939,8.82,1.41,0.1074,68
"5347",4940,10.3,1.35,0.0441,102
"5348",4941,7.63,0.57,0.009,98
"5349",4942,11.39,1.39,0.0387,97
"5350",4944.1,9.95,1.21,0.024,62
"5351",4944.1,9.96,1.29,0.024,62
"5352",4945,10.29,1.47,0.0493,36
"5353",4947,4.14,0.43,0.0775,106
"5354",4949,14.67,1.79,0.063,55
"5355",4950,4.91,1.18,0.004,73
"5356",4950.01,13.76,0.86,0.0108,47
"5357",4951,10.78,1.53,0.0827,22
"5358",4952,4.22,1.05,0.0126,73
"5359",4954,8.38,0.78,0.0176,57
"5360",4956,5.11,0.35,0.0494,117
"5361",4957,5.58,0.22,0.0319,87
"5362",4958,4.27,1.04,0.0243,48
"5363",4959,2.46,1.03,0.0526,53
"5364",4960,3.77,0,0.0186,74
"5365",4961,4.42,1.65,0.0051,66
"5366",4962,4.89,1.52,0.0111,149
"5367",4963,4.51,0.54,0.0436,73
"5368",4965,4.92,1.32,0.0038,72
"5369",4966,3.43,0.92,0.0734,52
"5370",4966.1,6.33,1.12,0.008,125
"5371",4967,4.53,-0.11,0.0059,119
"5372",4968,8.13,0.59,0.0143,91
"5373",4969,4.9,1,0.0111,127
"5374",4970,8.95,0.62,0.0116,76
"5375",4971,6.48,0.98,0.0011,120
"5376",4972,8.42,0.6,0.0243,137
"5377",4974.01,8.51,0.59,0.0152,21
"5378",4974.02,13.39,1.54,0.0298,18
"5379",4974.03,13.53,1.36,0.0242,23
"5380",4974.04,10.06,1.07,0.0173,67
"5381",4976,6.27,0.89,0.018,84
"5382",4977,5.98,0.43,0.031,72
"5383",4978,8.24,0.93,0.0293,150
"5384",4979,5.88,1.07,0.0193,149
"5385",4980,4.84,0.41,0.0165,151
"5386",4982.01,15.58,0.95,0.0498,34
"5387",4983,5.99,0.46,0.0276,85
"5388",4984,5.04,0.2,0.0231,69
"5389",4985,7.81,0.91,0.0225,150
"5390",4990,5.77,0.72,0.0072,61
"5391",4991,5.35,1.32,0.019,137
"5392",4991.01,12.73,1.49,0.0309,38
"5393",4992,4.73,0.32,0.0156,65
"5394",4993,9.74,1.32,0.0324,163
"5395",4994,4.59,0.83,0.0351,82
"5396",4996,7.29,-0.06,0.0076,131
"5397",4997,11.18,1.3,0.0338,110
"5398",4997.01,13.98,1.73,0.0719,28
"5399",4999,12.45,1.59,0.075,171
"5400",5000,5.01,1.48,0.0028,82
"5401",5000.1,8.81,1.05,0.0438,96
"5402",5001,7.14,0.96,0.0057,72
"5403",5004,6.87,0.62,0.0368,88
"5404",5004.01,13.48,1.5,0.0355,26
"5405",5007.01,5.7,0.5,0.0381,120
"5406",5008,5.17,1.12,0.0169,72
"5407",5009,6.53,0.58,0.0528,101
"5408",5010.01,11.7,1.54,0.0305,110
"5409",5011,8.3,0.52,0.0197,97
"5410",5012,8.55,1.48,0.1335,36
"5411",5013,6.96,0.4,0.0156,173
"5412",5015,11.43,1.49,0.0493,78
"5413",5015.01,14.85,1.51,0.0091,34
"5414",5016,11.87,1.49,0.0646,51
"5415",5019,5.39,1.12,0.0096,146
"5416",5020,7.8,0.7,0.0447,86
"5417",5023,5.15,0.49,0.0223,110
"5418",5024,12.01,1.61,0.0745,55
"5419",5026,7.19,0.98,0.0037,93
"5420",5027,5.9,1.04,0.0053,111
"5421",5027.01,9.13,0.14,0.0382,285
"5422",5028,3.94,0.02,0.0075,96
"5423",5029,5.23,0.46,0.0176,32
