"","YEAR","MON","SSN","DEV"
"2621",1967,5,86.5,57
"2622",1967,6,67.3,32
"2623",1967,7,91.5,31.6
"2624",1967,8,107.2,19.9
"2625",1967,9,76.8,28.4
"2626",1967,10,88.2,29
"2627",1967,11,94.3,32.1
"2628",1967,12,126.4,25
"2629",1968,1,121.8,47.5
"2630",1968,2,111.9,42.7
"2631",1968,3,92.2,32.8
"2632",1968,4,81.2,20.9
"2633",1968,5,127.2,20.3
"2634",1968,6,110.3,13.1
"2635",1968,7,96.1,36.3
"2636",1968,8,109.3,33.7
"2637",1968,9,117.2,32.7
"2638",1968,10,107.7,22.3
"2639",1968,11,86,10.2
"2640",1968,12,109.8,21.3
"2641",1969,1,104.4,26.5
"2642",1969,2,120.5,49.3
"2643",1969,3,135.8,35
"2644",1969,4,106.8,30.6
"2645",1969,5,120,44.7
"2646",1969,6,106,58.3
"2647",1969,7,96.8,34.5
"2648",1969,8,98,49.5
"2649",1969,9,91.3,22.5
"2650",1969,10,95.7,31.6
"2651",1969,11,93.5,19.8
"2652",1969,12,97.9,34.5
"2653",1970,1,111.5,40.3
"2654",1970,2,127.8,28.7
"2655",1970,3,102.9,29.2
"2656",1970,4,109.5,35.6
"2657",1970,5,127.5,22.9
"2658",1970,6,106.8,33.7
"2659",1970,7,112.5,34.3
"2660",1970,8,93,19.6
"2661",1970,9,99.5,21.4
"2662",1970,10,86.6,25.3
"2663",1970,11,95.2,23
"2664",1970,12,83.5,17.3
"2665",1971,1,91.3,22.2
"2666",1971,2,79,17
"2667",1971,3,60.7,14.3
"2668",1971,4,71.8,26.7
"2669",1971,5,57.5,16.9
"2670",1971,6,49.8,27.7
"2671",1971,7,81,18.7
"2672",1971,8,61.4,22.4
"2673",1971,9,50.2,20.7
"2674",1971,10,51.7,19.4
"2675",1971,11,63.2,22.1
"2676",1971,12,82.2,19.1
"2677",1972,1,61.5,26.9
"2678",1972,2,88.4,41.3
"2679",1972,3,80.1,25.9
"2680",1972,4,63.2,17.1
"2681",1972,5,80.5,33.3
"2682",1972,6,88,19.3
"2683",1972,7,76.5,16.5
"2684",1972,8,76.8,29.3
"2685",1972,9,64,21.6
"2686",1972,10,61.3,30.8
"2687",1972,11,41.6,21.9
"2688",1972,12,45.3,17.2
"2689",1973,1,43.4,21.5
"2690",1973,2,42.9,20.1
"2691",1973,3,46,19.7
"2692",1973,4,57.7,21.1
"2693",1973,5,42.4,21.3
"2694",1973,6,39.5,18
"2695",1973,7,23.1,15.4
"2696",1973,8,25.6,20.7
"2697",1973,9,59.3,36.6
"2698",1973,10,30.7,22.8
"2699",1973,11,23.9,21.1
"2700",1973,12,23.3,20.3
"2701",1974,1,27.6,24.2
"2702",1974,2,26,15.4
"2703",1974,3,21.3,9
"2704",1974,4,40.3,24.1
"2705",1974,5,39.5,36.4
"2706",1974,6,36,19.8
"2707",1974,7,55.8,20.8
"2708",1974,8,33.6,18.7
"2709",1974,9,40.2,26
"2710",1974,10,47.1,35.4
"2711",1974,11,25,11.7
"2712",1974,12,20.5,14.1
"2713",1975,1,18.9,10.1
"2714",1975,2,11.5,10.7
"2715",1975,3,11.5,9.2
"2716",1975,4,5.1,7.5
"2717",1975,5,9,11.1
"2718",1975,6,11.4,11.2
"2719",1975,7,28.2,7.9
"2720",1975,8,39.7,31.3
"2721",1975,9,13.9,9.7
"2722",1975,10,9.1,7.4
"2723",1975,11,19.4,12.7
"2724",1975,12,7.8,8.3
"2725",1976,1,8.1,10
"2726",1976,2,4.3,6.1
"2727",1976,3,21.9,16
"2728",1976,4,18.8,8.4
"2729",1976,5,12.4,8.9
"2730",1976,6,12.2,9.4
"2731",1976,7,1.9,3.7
"2732",1976,8,16.4,7
"2733",1976,9,13.5,7.4
"2734",1976,10,20.6,9.6
"2735",1976,11,5.2,5.9
"2736",1976,12,15.3,10.7
"2737",1977,1,16.4,10.8
"2738",1977,2,23.1,18.4
"2739",1977,3,8.7,6.3
"2740",1977,4,12.9,9.2
"2741",1977,5,18.6,10.2
"2742",1977,6,38.5,18.6
"2743",1977,7,21.4,15.6
"2744",1977,8,30.1,8.2
"2745",1977,9,44,14.2
"2746",1977,10,43.8,9.2
"2747",1977,11,29.1,12.7
"2748",1977,12,43.2,16.3
"2749",1978,1,51.9,33.3
"2750",1978,2,93.6,26.7
"2751",1978,3,76.5,16
"2752",1978,4,99.7,18.3
"2753",1978,5,82.7,13.2
"2754",1978,6,95.1,41.9
"2755",1978,7,70.4,32.7
"2756",1978,8,58.1,17.4
"2757",1978,9,138.2,29.2
"2758",1978,10,125.1,27.3
"2759",1978,11,97.9,21.5
"2760",1978,12,122.7,35
"2761",1979,1,166.6,19.3
"2762",1979,2,137.5,25
"2763",1979,3,138,15.1
"2764",1979,4,101.5,24.7
"2765",1979,5,134.4,30.5
"2766",1979,6,149.5,43.2
"2767",1979,7,159.4,37.2
"2768",1979,8,142.2,42.8
"2769",1979,9,188.4,36.4
"2770",1979,10,186.2,24.8
"2771",1979,11,183.3,57.4
"2772",1979,12,176.3,57.3
"2773",1980,1,159.6,41
"2774",1980,2,155,34.1
"2775",1980,3,126.2,51.5
"2776",1980,4,164.1,42.3
"2777",1980,5,179.9,39.8
"2778",1980,6,157.3,25
"2779",1980,7,136.3,51.6
"2780",1980,8,135.4,49.4
"2781",1980,9,155,43.9
"2782",1980,10,164.7,43.4
"2783",1980,11,147.9,37.6
"2784",1980,12,174.4,32.1
"2785",1981,1,114,25.3
"2786",1981,2,141.3,20.1
"2787",1981,3,135.5,20.8
"2788",1981,4,156.4,45.2
"2789",1981,5,127.5,33.7
"2790",1981,6,90.9,31.8
"2791",1981,7,143.8,41.1
"2792",1981,8,158.7,43.4
"2793",1981,9,167.3,27.8
"2794",1981,10,162.4,42.7
"2795",1981,11,137.5,54.1
"2796",1981,12,150.1,72.6
"2797",1982,1,111.2,46.6
"2798",1982,2,163.6,51.2
"2799",1982,3,153.8,19
"2800",1982,4,122,22.6
"2801",1982,5,82.2,25.1
"2802",1982,6,110.4,35
"2803",1982,7,106.1,90.2
"2804",1982,8,107.6,29.9
"2805",1982,9,118.8,24.9
"2806",1982,10,94.7,33.9
"2807",1982,11,98.1,19.4
"2808",1982,12,127,37.2
"2809",1983,1,84.3,17.2
"2810",1983,2,51,29.6
"2811",1983,3,66.5,23.8
"2812",1983,4,80.7,30.5
"2813",1983,5,99.2,16.5
"2814",1983,6,91.1,22.2
"2815",1983,7,82.2,18.6
"2816",1983,8,71.8,25.4
"2817",1983,9,50.3,15.3
"2818",1983,10,55.8,37.4
"2819",1983,11,33.4,26.1
"2820",1983,12,33.4,21.3
"2821",1984,1,57,29.1
"2822",1984,2,85.4,23.5
"2823",1984,3,83.5,20.2
"2824",1984,4,69.7,32.4
"2825",1984,5,76.4,21
"2826",1984,6,46.1,14.4
"2827",1984,7,37.4,22.2
"2828",1984,8,25.5,9.4
"2829",1984,9,15.7,18.7
"2830",1984,10,12,6.9
"2831",1984,11,22.8,13.9
"2832",1984,12,18.7,6.2
"2833",1985,1,16.5,17.4
"2834",1985,2,15.9,6.1
"2835",1985,3,17.2,11.1
"2836",1985,4,16.2,12.1
"2837",1985,5,27.5,13.5
"2838",1985,6,24.2,17.7
"2839",1985,7,30.7,23
"2840",1985,8,11.1,8.8
"2841",1985,9,3.9,4.3
"2842",1985,10,18.6,23
"2843",1985,11,16.2,15.6
"2844",1985,12,17.3,18.9
"2845",1986,1,2.5,5
"2846",1986,2,23.2,19.2
"2847",1986,3,15.1,11.5
"2848",1986,4,18.5,14.5
"2849",1986,5,13.7,10.5
"2850",1986,6,1.1,2.8
"2851",1986,7,18.1,11
"2852",1986,8,7.4,4.6
"2853",1986,9,3.8,4.8
"2854",1986,10,35.4,22
"2855",1986,11,15.2,12.2
"2856",1986,12,6.8,8.3
"2857",1987,1,10.4,6.6
"2858",1987,2,2.4,3.6
"2859",1987,3,14.7,6
"2860",1987,4,39.6,25.4
"2861",1987,5,33,13.9
"2862",1987,6,17.4,14.1
"2863",1987,7,33,35
"2864",1987,8,38.7,11.6
"2865",1987,9,33.9,14.8
"2866",1987,10,60.6,23
"2867",1987,11,39.9,17.1
"2868",1987,12,27.1,9.8
"2869",1988,1,59,18.8
"2870",1988,2,40,18.2
"2871",1988,3,76.2,23.4
"2872",1988,4,88,37.7
"2873",1988,5,60.1,22.1
"2874",1988,6,101.8,30
"2875",1988,7,113.8,22.9
"2876",1988,8,111.6,45.6
"2877",1988,9,120.1,34.1
"2878",1988,10,125.1,14
"2879",1988,11,125.1,31.1
"2880",1988,12,179.2,40.8
"2881",1989,1,161.3,25.3
"2882",1989,2,165.1,28.9
"2883",1989,3,131.4,31.5
"2884",1989,4,130.6,25
"2885",1989,5,138.5,32.8
"2886",1989,6,196.2,40
"2887",1989,7,126.9,28.5
"2888",1989,8,168.9,53.6
"2889",1989,9,176.7,66
"2890",1989,10,159.4,29.3
"2891",1989,11,173,33.8
"2892",1989,12,165.5,47.9
"2893",1990,1,177.3,27.9
"2894",1990,2,130.5,62.5
"2895",1990,3,140.3,47.8
"2896",1990,4,140.3,42.2
"2897",1990,5,132.2,37.2
"2898",1990,6,105.4,39.6
"2899",1990,7,149.4,59.6
"2900",1990,8,200.3,57
"2901",1990,9,125.2,21.8
"2902",1990,10,145.5,38.1
"2903",1990,11,131.4,35.6
"2904",1990,12,129.7,32.6
"2905",1991,1,136.9,47.9
"2906",1991,2,167.5,32.8
"2907",1991,3,141.9,36.1
"2908",1991,4,140,52.5
"2909",1991,5,121.3,20
"2910",1991,6,169.7,34.1
"2911",1991,7,173.7,42
"2912",1991,8,176.3,70
"2913",1991,9,125.3,20.4
"2914",1991,10,144.1,42.8
"2915",1991,11,108.2,29.1
"2916",1991,12,144.4,31.4
"2917",1992,1,150,42.6
"2918",1992,2,161.1,36.3
"2919",1992,3,106.7,21.3
"2920",1992,4,99.8,39.7
"2921",1992,5,73.8,22.4
"2922",1992,6,65.2,14.7
"2923",1992,7,85.7,37.3
"2924",1992,8,64.5,25.3
"2925",1992,9,63.9,14.7
"2926",1992,10,88.7,28.1
"2927",1992,11,91.8,17
"2928",1992,12,82.6,22.4
"2929",1993,1,59.3,22.3
"2930",1993,2,91,24.7
"2931",1993,3,69.8,16.6
"2932",1993,4,62.2,26.5
"2933",1993,5,61.3,31.5
"2934",1993,6,49.8,30.1
"2935",1993,7,57.9,13.7
"2936",1993,8,42.2,12.9
"2937",1993,9,22.4,13.4
"2938",1993,10,56.4,20.4
"2939",1993,11,35.6,15
"2940",1993,12,48.9,22.2
"2941",1994,1,57.8,24.7
"2942",1994,2,35.5,7.4
"2943",1994,3,31.7,15.5
"2944",1994,4,16.1,12.1
"2945",1994,5,17.8,12.1
"2946",1994,6,28,20.1
"2947",1994,7,35.1,18.9
"2948",1994,8,22.5,12.4
"2949",1994,9,25.7,19.2
"2950",1994,10,44,13.5
"2951",1994,11,18,10.8
"2952",1994,12,26.2,13.8
"2953",1995,1,24.2,17.3
"2954",1995,2,29.9,11.3
"2955",1995,3,31.1,17.5
"2956",1995,4,14,16.2
"2957",1995,5,14.5,13.4
"2958",1995,6,15.6,8
"2959",1995,7,14.5,9.4
"2960",1995,8,14.3,10
"2961",1995,9,11.8,9.9
"2962",1995,10,21.1,17.7
"2963",1995,11,9,7.6
"2964",1995,12,10,6.1
"2965",1996,1,11.5,14.4
"2966",1996,2,4.4,5
"2967",1996,3,9.2,7.3
"2968",1996,4,4.8,6
"2969",1996,5,5.5,6.4
"2970",1996,6,11.8,7.3
"2971",1996,7,8.2,9.1
"2972",1996,8,14.4,4.5
"2973",1996,9,1.6,3.8
"2974",1996,10,0.9,2.8
"2975",1996,11,17.9,17.8
"2976",1996,12,13.3,12.1
"2977",1997,1,5.7,5.2
"2978",1997,2,7.6,9.5
"2979",1997,3,8.7,7.8
"2980",1997,4,15.5,9.8
"2981",1997,5,18.5,13.4
"2982",1997,6,12.7,5.7
"2983",1997,7,10.4,10.9
"2984",1997,8,24.4,15.6
"2985",1997,9,51.3,24.8
"2986",1997,10,22.8,9.1
"2987",1997,11,39,10.8
"2988",1997,12,41.2,12.9
"2989",1998,1,31.9,21
"2990",1998,2,40.3,15.9
"2991",1998,3,54.8,13.7
"2992",1998,4,53.4,29.9
"2993",1998,5,56.3,19.1
"2994",1998,6,70.7,18.1
"2995",1998,7,66.6,20
"2996",1998,8,92.2,17
"2997",1998,9,92.9,24.8
"2998",1998,10,55.5,25.5
"2999",1998,11,74,25.4
"3000",1998,12,81.9,24.2
"3001",1999,1,62,30
"3002",1999,2,66.3,41.7
"3003",1999,3,68.8,24.9
"3004",1999,4,63.7,18
"3005",1999,5,106.4,20
"3006",1999,6,137.7,33.3
"3007",1999,7,113.5,26
"3008",1999,8,93.7,42.7
"3009",1999,9,71.5,24
"3010",1999,10,116.7,27.9
"3011",1999,11,133.2,36.2
"3012",1999,12,84.6,18.2
"3013",2000,1,90.1,34.7
"3014",2000,2,112.9,24.3
"3015",2000,3,138.5,25.8
"3016",2000,4,125.5,29.4
"3017",2000,5,121.6,44.4
"3018",2000,6,124.9,25
"3019",2000,7,170.1,43.3
"3020",2000,8,130.5,36.8
"3021",2000,9,109.7,39.5
"3022",2000,10,99.4,24.9
"3023",2000,11,106.8,23.3
"3024",2000,12,104.4,28.5
"3025",2001,1,95.6,19.3
"3026",2001,2,80.6,19.6
"3027",2001,3,113.5,62.8
"3028",2001,4,107.7,33.9
"3029",2001,5,96.6,21.1
"3030",2001,6,134,36.7
"3031",2001,7,81.8,24.9
"3032",2001,8,106.4,14.2
"3033",2001,9,150.7,27.7
"3034",2001,10,125.5,22.8
"3035",2001,11,106.5,25
"3036",2001,12,132.2,19.2
"3037",2002,1,114.1,16.9
"3038",2002,2,107.4,21.9
"3039",2002,3,98.4,13.6
"3040",2002,4,120.7,24.6
"3041",2002,5,120.8,25
"3042",2002,6,88.3,29.5
"3043",2002,7,99.6,42
"3044",2002,8,116.4,36.3
"3045",2002,9,109.6,18.8
"3046",2002,10,97.5,22.1
"3047",2002,11,95.5,26.3
"3048",2002,12,80.8,35.8
"3049",2003,1,79.7,21.8
"3050",2003,2,46,21.6
"3051",2003,3,61.1,25.1
"3052",2003,4,60,29.1
"3053",2003,5,54.6,21.6
"3054",2003,6,77.4,22.7
"3055",2003,7,83.3,33.4
"3056",2003,8,72.7,10.6
"3057",2003,9,48.7,16.8
"3058",2003,10,65.5,46.1
"3059",2003,11,67.3,42.7
"3060",2003,12,46.5,22.4
"3061",2004,1,37.3,14.8
"3062",2004,2,45.8,13.8
"3063",2004,3,49.1,16.8
"3064",2004,4,39.3,14.8
"3065",2004,5,41.5,15.9
"3066",2004,6,43.2,19.1
"3067",2004,7,51.1,30.1
"3068",2004,8,40.9,18.6
"3069",2004,9,27.7,13.2
"3070",2004,10,48,35.3
"3071",2004,11,43.5,14.3
"3072",2004,12,17.9,7
"3073",2005,1,31.3,16.5
"3074",2005,2,29.2,16
"3075",2005,3,24.5,13
"3076",2005,4,24.2,8.2
"3077",2005,5,42.7,17.2
"3078",2005,6,39.3,21
"3079",2005,7,40.1,34.1
"3080",2005,8,36.4,11.9
"3081",2005,9,21.9,11.7
"3082",2005,10,8.7,5.2
"3083",2005,11,18,8.3
"3084",2005,12,41.1,9.9
"3085",2006,1,15.3,9.6
"3086",2006,2,4.9,5.4
"3087",2006,3,10.6,8.3
"3088",2006,4,30.2,14.6
"3089",2006,5,22.3,12.4
"3090",2006,6,13.9,9.7
"3091",2006,7,12.2,5.6
"3092",2006,8,12.9,6.6
"3093",2006,9,14.4,9
"3094",2006,10,10.5,8.7
"3095",2006,11,21.4,12.1
"3096",2006,12,13.6,10.9
"3097",2007,1,16.8,7.3
"3098",2007,2,10.7,7.4
"3099",2007,3,4.5,4.9
"3100",2007,4,3.4,6.2
"3101",2007,5,11.7,6.8
"3102",2007,6,12.1,13
"3103",2007,7,9.7,8.2
"3104",2007,8,6,4.2
"3105",2007,9,2.4,4.2
"3106",2007,10,0.9,2.8
"3107",2007,11,1.7,3.6
"3108",2007,12,10.1,10.6
"3109",2008,1,3.3,4.3
"3110",2008,2,2.1,3.8
"3111",2008,3,9.3,13.2
"3112",2008,4,2.9,4.4
"3113",2008,5,3.2,4.9
"3114",2008,6,3.4,3.9
"3115",2008,7,0.8,2.5
"3116",2008,8,0.5,1.9
"3117",2008,9,1.1,2.8
"3118",2008,10,2.9,4.3
"3119",2008,11,4.1,4.9
"3120",2008,12,0.8,2.6
"3121",2009,1,1.3,3.1
"3122",2009,2,1.4,3
"3123",2009,3,0.7,2.3
"3124",2009,4,0.8,2.3
"3125",2009,5,2.9,4.1
"3126",2009,6,2.9,4.3
"3127",2009,7,3.2,5.4
"3128",2009,8,0,0
"3129",2009,9,4.3,6.4
"3130",2009,10,4.8,7.6
"3131",2009,11,4.1,4.9
"3132",2009,12,10.8,9
"3133",2010,1,13.2,7.3
"3134",2010,2,18.8,9.3
"3135",2010,3,15.3,7.1
"3136",2010,4,8,8.4
"3137",2010,5,8.7,8.9
"3138",2010,6,13.6,7.8
"3139",2010,7,16.1,6.7
"3140",2010,8,19.6,11.9
"3141",2010,9,25.2,11.7
"3142",2010,10,23.5,13.7
"3143",2010,11,21.5,10.1
"3144",2010,12,14.4,8.3
"3145",2011,1,18.8,7.7
"3146",2011,2,29.6,14.4
"3147",2011,3,55.8,25
"3148",2011,4,54.4,13.1
"3149",2011,5,41.5,17.1
"3150",2011,6,37,21.3
"3151",2011,7,43.8,15.9
"3152",2011,8,50.6,22.2
"3153",2011,9,78,21.2
"3154",2011,10,88,23.4
"3155",2011,11,96.7,14.6
"3156",2011,12,73,17.7
"3157",2012,1,58.3,18.6
"3158",2012,2,32.9,10.6
"3159",2012,3,64.3,16.2
"3160",2012,4,55.2,28.6
"3161",2012,5,69,11
"3162",2012,6,64.5,33.3
"3163",2012,7,66.5,22.8
"3164",2012,8,63,26
"3165",2012,9,61.4,22.1
"3166",2012,10,53.3,13.8
"3167",2012,11,61.8,22.5
"3168",2012,12,40.8,9.4
"3169",2013,1,62.9,30
"3170",2013,2,38.1,13.6
"3171",2013,3,57.9,20.2
"3172",2013,4,72.4,12.8
"3173",2013,5,78.7,21.5
"3174",2013,6,52.5,23.7
"3175",2013,7,57,15.9
"3176",2013,8,66,20.6
"3177",2013,9,37,15
"3178",2013,10,85.6,24.1
"3179",2013,11,77.6,27.9
"3180",2013,12,90.3,17
"3181",2014,1,82,17.3
"3182",2014,2,102.8,20.7
"3183",2014,3,92.2,11.6
"3184",2014,4,84.7,32.4
"3185",2014,5,75.2,22.3
