"","RA","Dec","HIP_Num","Vmag","Plx","pmRA","pmDE","e_Plx","B.V"
"2062",270.257398,11.068745,88227,8.89,21.73,-36.59,-231.8,1.27,0.739
"2063",270.622703,-36.363546,88345,9.22,20.26,-39.56,-132.09,1.99,0.876
"2064",270.764212,-51.64901,88399,7.01,21.34,3.46,-86.46,0.86,0.458
"2065",270.972507,30.377228,88471,6.79,21.36,-49.1,-273.07,0.65,0.531
"2066",271.218456,33.272316,88552,7.67,21.55,5.8,-197.53,0.77,0.639
"2067",271.318719,-28.686333,88589,8.47,20.39,30.6,-86.65,1.35,0.67
"2068",271.467632,7.090649,88644,7.65,22.16,-209.28,-103.39,1.03,0.624
"2069",271.703374,6.410548,88724,7.77,22.82,-4.49,-43.63,1.1,0.663
"2070",271.707884,-43.425216,88726,4.92,22.79,9.49,-104.72,1.12,0.255
"2071",271.729533,14.138361,88737,10.18,21.3,38.82,-238.49,2.02,1.004
"2072",272.145057,-63.668553,88866,4.33,23.55,17.45,-207.64,0.71,0.228
"2073",272.312781,-26.116782,88937,7.6,24.75,-31.32,-338.01,3.32,0.65
"2074",272.388724,-10.822355,88963,8.83,24.98,-5.92,-35.56,1.49,0.793
"2075",272.475056,3.119827,89000,5.67,21.3,13.68,-193.49,0.73,0.49
"2076",272.631835,54.286552,89047,5.97,20,108.16,246.87,0.51,0.943
"2077",272.775943,32.683438,89100,10.52,23.12,-134.7,321.93,1.51,1.01
"2078",273.141883,-73.672417,89234,5.86,24.48,-54.84,-262.65,0.69,0.464
"2079",273.180387,24.393456,89247,8.2,20.32,-126.81,-33.13,1.49,0.697
"2080",273.246429,-39.161854,89269,7.27,23.58,27.26,-145.06,2.09,0.599
"2081",273.258028,-19.237349,89272,9.58,21.95,94.82,-64.38,1.92,NA
"2082",273.379115,81.075767,89320,11.15,24.35,61.94,-65.4,1.99,1.586
"2083",273.498648,-42.575374,89354,9.33,23.26,36.35,-78.77,1.46,0.861
"2084",273.652738,-27.980384,89396,7.99,20.98,13.36,10.28,1.13,0.434
"2085",273.683332,29.207306,89408,6.51,23.84,11.79,-240.17,0.63,0.579
"2086",273.785684,-57.854413,89430,7.59,20.12,65.08,-113.61,1.8,0.586
"2087",274.406813,-36.761686,89642,3.1,21.87,-129.27,-166.61,0.92,1.582
"2088",274.789736,7.259767,89772,5.41,22.24,-45.38,1.96,0.82,1.084
"2089",275.047763,-45.922247,89855,7.34,21.04,24.68,-155.03,0.88,0.759
"2090",275.45743,-11.922683,90004,7.95,23.19,-22.13,-69.23,0.96,0.713
"2091",275.66482,-18.021004,90055,9.35,23.45,-136.15,-222.69,1.67,1.008
"2092",275.962192,-45.139989,90151,8.67,22.43,42.62,-149.15,1.19,0.845
"2093",275.985285,-60.047985,90162,9.25,24.52,-106.35,-185.92,1.43,0.932
"2094",276.042993,-34.384616,90185,1.79,22.55,-39.61,-124.05,1.02,-0.031
"2095",276.053381,29.78372,90190,11.69,20.64,127.37,-183.94,2.96,0.8
"2096",276.110675,-29.531882,90212,8.05,21.81,-1.69,-199.2,1.2,0.603
"2097",276.112355,-29.544423,90213,8.58,21.86,191.5,-121.15,1.36,0.715
"2098",276.319982,-57.095506,90282,6.85,20.54,27.56,-15.36,0.77,0.441
"2099",276.670085,-30.393334,90397,6.75,21.94,26.7,-62.7,0.93,0.548
"2100",276.731221,40.71404,90415,9.87,20.18,203.2,318.63,1.09,0.867
"2101",276.84525,-22.52986,90451,10.9,23.11,0.03,-99.97,2.63,1.236
"2102",276.880485,-15.373626,90459,6.95,22.83,47.13,31.43,0.96,0.475
"2103",277.299696,-29.259533,90596,6.88,22.14,0.08,-46.93,0.95,0.463
"2104",277.305185,-54.934394,90598,9.54,20.47,-53.63,-169.81,1.41,0.678
"2105",277.364448,13.854952,90618,7.02,21.33,65.23,-65.34,0.85,0.451
"2106",277.949674,61.77909,90833,8.26,21.1,-2.14,77.37,0.71,0.635
"2107",277.992837,-46.302571,90848,8.97,24.23,-103.96,-142.21,4.08,0.885
"2108",278.681972,-28.072313,91085,8.61,22.7,-31.99,-109.68,1.27,0.767
"2109",278.810388,41.581553,91120,7.16,20.14,2.63,82.06,0.6,0.442
"2110",278.866872,15.466377,91138,9.28,20.77,-28.01,-96.01,1.63,0.864
"2111",279.038417,-10.890715,91187,8.52,24.08,126.3,-194.08,1.28,0.691
"2112",279.200848,-26.289443,91253,7.8,20.55,-45.74,-43.62,1.61,0.634
"2113",279.221478,61.702505,91258,8.65,22.49,-39.02,-232.19,0.72,0.815
"2114",279.325233,12.268377,91295,7.98,20.66,-80.12,-173.23,1.14,0.56
"2115",279.439427,-4.806797,91337,6.77,20.5,-5.34,46.21,0.85,0.374
"2116",279.525967,58.418666,91371,9,20.27,275.07,88.89,0.74,0.792
"2117",279.599163,-3.19364,91394,6.49,20.01,6.47,33.59,0.93,0.553
"2118",279.617759,-52.820123,91404,9.56,23.27,21.03,-269.94,1.61,0.998
"2119",279.859009,28.374901,91479,10.83,22.24,-117.18,-141.42,2.01,1.254
"2120",279.925481,37.993091,91507,7.5,21.08,-26,51.43,0.69,0.525
"2121",280.297948,-56.874333,91626,10.49,21.59,17.59,-68.67,2.24,1.21
"2122",280.555856,88.303034,91720,9.96,23.29,-91.77,144.88,1.29,1.06
"2123",280.744221,-51.215362,91786,9.34,20.63,52.47,-33.45,1.69,0.804
"2124",280.773377,7.70102,91801,8.64,21.88,131.95,-254.11,2.19,0.76
"2125",280.931432,31.681726,91868,9.13,20.61,-35.71,-41.43,2.44,0.994
"2126",281.039963,75.99094,91906,10.71,24.86,-122.5,153.98,1.48,1.38
"2127",281.084772,39.670123,91919,4.67,20.1,10.55,60.23,0.76,0.17
"2128",281.094918,39.612722,91926,4.59,20.34,5.83,51.83,0.77,0.18
"2129",281.167901,23.589883,91958,6.3,22.52,16.54,-85.61,0.69,0.437
"2130",281.193156,37.605115,91971,4.34,21.23,29.26,26.57,0.54,0.192
"2131",281.20085,37.594615,91973,5.73,21.72,19.23,20.65,0.53,0.285
"2132",281.954712,-77.868249,92233,6.39,23.19,-26.52,149.49,0.55,0.593
"2133",282.302715,-62.371378,92342,8.91,24.07,36.02,-4.69,1.59,0.913
"2134",283.122326,11.210149,92638,10.34,24.11,-185.48,-224.61,2.01,1.569
"2135",283.274476,-50.180522,92680,8.43,20.14,16.64,-83.58,1.18,0.784
"2136",283.965406,-42.126566,92915,8.47,20.52,12.88,13.68,1.26,0.622
"2137",283.965577,38.327991,92916,12.07,21.98,-345.56,-153.38,2.57,1.395
"2138",284.001726,-25.045742,92929,7.37,20.14,33.23,54.65,1.06,0.569
"2139",284.054927,4.203595,92946,4.62,24.73,37.69,26.98,1.61,0.161
"2140",284.061015,4.202132,92951,4.98,22.84,52.42,31.17,4.89,0.204
"2141",284.066403,54.530022,92952,10.53,23.37,35.77,-350.08,2.83,1.588
"2142",284.205236,68.292382,93007,7.62,23.47,-112,-3.42,0.58,0.676
"2143",284.501638,-47.45117,93102,10.19,22.08,-49.58,-242.3,1.82,1.098
"2144",284.548759,75.301632,93119,10.16,23.56,108.12,-85.19,1.42,1.556
"2145",284.773919,13.622245,93203,5.27,20.99,19.49,-124.92,0.69,0.573
"2146",284.905656,15.068298,93244,4.02,21.22,-52.68,-73.81,0.77,1.082
"2147",284.927201,16.252573,93252,7.06,22.36,-102.46,-123.6,0.76,0.508
"2148",285.130819,22.265147,93326,9.7,24.38,-87.85,-163.49,4.63,0.912
"2149",285.272865,-66.192682,93373,8.6,22.09,132.02,-387.16,1.18,0.699
"2150",285.415323,41.490092,93427,7.2,24.23,-78.28,31.76,0.61,0.569
"2151",285.420113,-5.739115,93429,4.02,21.95,-24.15,-39.73,0.92,1.079
"2152",285.655445,-64.925385,93507,7.6,21.8,-235.54,-285.71,1,0.601
"2153",285.708177,-42.768405,93521,11.19,23.08,94.71,-55.32,5.09,1.24
"2154",285.800963,-56.996667,93547,7.07,21.34,8.27,-155.27,0.89,0.888
"2155",285.860817,17.06736,93566,7.61,23.09,-119.03,-61.4,1,0.612
"2156",286.027711,-28.203083,93639,9.92,21.73,128.29,27.39,1.73,0.985
"2157",286.04066,17.556091,93645,6.93,21.18,127.29,73.87,0.83,0.475
"2158",286.170757,-21.741496,93683,3.76,23.49,76.26,-58.08,0.78,1.012
"2159",286.327364,-1.512203,93743,6.51,22.31,-15.89,9.47,0.8,0.359
"2160",286.657227,28.628595,93843,5.53,24.5,75.83,84.43,0.58,0.296
"2161",286.856586,32.501738,93917,5.2,24.64,123.23,32.08,0.54,0.367
"2162",287.014679,21.698927,93975,6.22,22.83,45.27,75.28,0.69,0.434
"2163",287.237162,-17.535806,94061,8.17,22.32,56.23,-146.64,1.1,0.757
"2164",287.249634,6.073207,94068,5.23,22.96,-9.02,-78.34,0.79,0.346
"2165",287.262933,34.599848,94075,7.97,21.4,64.77,192.41,4.95,0.75
"2166",287.268266,34.600451,94076,6.7,20.42,47.12,194.51,1.57,0.643
"2167",287.758198,-25.813927,94244,9.16,20.84,-21.08,-165.71,1.44,0.866
"2168",287.782904,38.780099,94252,7.57,20.52,-227.81,-106.21,1.25,0.76
"2169",287.879097,26.735871,94290,6.35,23.2,33.02,-31.94,0.61,0.444
"2170",287.989028,-39.500491,94326,8.8,21.37,88.74,-102.48,1.45,0.667
"2171",288.049376,-83.483698,94347,7.26,22.25,136.95,-128.05,1.94,0.444
"2172",288.114696,16.850172,94371,7.94,21.72,115.83,-175.06,1.04,0.76
"2173",288.479775,57.705102,94490,5,20.14,-17.1,-63.15,0.46,1.156
"2174",288.506095,59.551825,94501,7.97,22.6,46.24,112.28,0.61,0.606
"2175",288.887734,73.355468,94648,4.45,21.73,-116.6,104.25,0.47,1.257
"2176",288.974153,-48.357709,94674,10.46,21.08,-13.04,-116.44,1.81,1.42
"2177",289.214109,46.999102,94755,6.02,23.57,-10.1,291.8,0.57,0.479
"2178",289.473737,25.369728,94842,8.31,20.02,159.75,232.78,0.99,0.68
"2179",289.540754,-53.387086,94858,6.36,21.94,24.65,-81.41,0.75,0.505
"2180",289.552676,-38.384571,94863,8.46,24,99.53,-93,1.17,0.809
"2181",289.787329,-45.799586,94939,11.45,22.61,36.38,-415.21,3.46,1.1
"2182",289.879175,-36.658531,94966,7.25,20.26,36.4,-95.38,0.98,0.513
"2183",289.983991,-30.469117,95006,8.79,22.21,57.49,-172.03,1.88,0.842
"2184",290.000412,-9.323601,95015,8.59,20.49,-120.77,-317.8,1.19,0.841
"2185",290.035347,-3.051879,95031,9.9,21.69,-53.59,-6.39,1.5,0.88
"2186",290.081407,69.91644,95044,9.42,20.55,70.14,221.43,2.3,0.906
"2187",290.112804,-1.309759,95055,6.57,20.21,73.03,51.45,0.94,0.438
"2188",290.137103,-5.415766,95066,4.98,21.17,113.42,44.83,0.77,0.937
"2189",290.223214,-33.052953,95106,8.17,20.77,9.42,-150.12,2.34,0.656
"2190",290.706945,-66.151952,95256,8.97,22.66,2.92,-362.11,1.32,0.872
"2191",290.713359,-54.423931,95261,5.03,20.98,25.57,-83.03,0.68,0.02
"2192",290.758094,47.714587,95274,8.97,20.94,2.57,-72.5,0.81,0.751
"2193",290.804737,-44.799778,95294,4.27,23.52,92.78,-53.73,0.89,0.35
"2194",290.852866,20.568779,95309,7.91,21.26,13.13,-186.93,1,0.578
"2195",290.980899,-62.871795,95350,9.44,23.18,136.16,-457.39,1.44,0.932
"2196",291.596375,-63.22996,95571,7.91,21.09,46.13,-0.86,0.98,0.534
"2197",291.815856,-34.547311,95641,10.56,20.83,-71.65,-203.9,2.15,0.935
"2198",291.825121,-69.301703,95644,9.23,22.94,-50.5,-7.42,1.53,0.812
"2199",292.057961,14.001593,95727,9,24.85,236.53,28.99,1.55,0.78
"2200",292.193278,11.026982,95772,7.45,22.37,-11.98,-29.02,0.93,0.623
"2201",292.261876,-49.87541,95795,8.87,21.2,-51.81,-255.07,1.36,0.808
"2202",292.359763,0.528141,95829,10.73,21.04,-27.64,-237.86,2.24,1.28
"2203",292.463019,-37.037959,95864,9.03,21.79,-22.23,-14.67,1.68,0.754
"2204",292.562103,-32.091396,95905,6.6,20.27,111.07,-35.56,0.91,0.394
"2205",292.90753,17.782955,96037,8.27,21.01,4.8,-116.17,1.43,0.637
"2206",293.004093,5.398567,96072,8.44,20.5,81.44,-118.19,1.22,0.805
"2207",293.058324,-44.546387,96095,6.48,23.85,-138.41,32.77,0.98,0.526
"2208",293.359224,23.497513,96184,7.81,22.52,-32.06,-0.23,1.03,0.654
"2209",293.508984,12.635682,96224,8.83,23.98,-69.54,-263.21,1.23,0.8
"2210",293.540948,-23.016576,96240,10.11,20.28,19.88,33.14,1.82,1.01
"2211",293.608433,-12.926677,96265,7.73,20.34,-170.9,-94.15,0.91,0.614
"2212",293.73174,11.424101,96308,7.91,23.69,279.2,7.56,1.13,0.67
"2213",293.819144,-69.0934,96345,8.16,22.65,-24.28,-176.64,1.12,0.672
"2214",293.854718,2.913605,96351,6.37,23.79,11.26,53.24,0.79,0.414
"2215",294.061853,-47.94835,96426,10.21,20.65,52.21,-367.92,2.07,1.163
"2216",294.063998,-81.247132,96425,8.46,22.2,95.16,107.51,0.81,0.774
"2217",294.158238,44.694936,96459,5.17,24.64,-94.61,-103.78,0.49,0.928
"2218",294.29892,28.499864,96507,6.67,21.11,-32.13,-80.81,0.74,0.606
"2219",294.465549,43.62544,96561,8.98,22.85,53.36,-214.11,0.84,0.845
"2220",294.71283,43.873716,96634,9.15,22.34,-104.83,-322.2,0.88,0.805
"2221",294.855307,-0.840664,96689,10.39,20.53,56.47,-145.27,1.96,0.906
"2222",294.940975,-48.193345,96725,9.04,21.29,-35.73,-247.13,1.51,0.907
"2223",295.188004,-7.512345,96813,6.97,20.86,67.7,-58.96,0.83,0.525
"2224",295.209098,45.524942,96825,5.06,20.51,84.06,120.38,0.5,0.426
"2225",295.21183,27.135561,96827,10.94,21.05,48.35,19.08,18.96,0.224
"2226",295.229428,-1.870034,96834,7.53,21.06,161.49,-29.69,1.03,0.537
"2227",295.306982,-32.873355,96854,8.11,24.09,-75.46,-119.13,1.15,0.734
"2228",295.39884,-72.446037,96880,9.23,24.15,0.03,-160.33,1.32,0.838
"2229",295.61386,8.155052,96943,8.99,21.05,154.61,141.46,1.27,0.733
"2230",295.624,1.586525,96948,7.64,24.81,159.06,-60.09,1.07,0.664
"2231",295.638996,-59.009875,96955,7.48,24.12,168.29,-168.28,1.43,0.711
"2232",295.779291,24.597941,97023,6.87,22.1,87.13,-271.16,0.82,0.567
"2233",295.79821,-10.679775,97030,7.89,23.99,61.97,-144.15,1,0.591
"2234",295.810079,58.016617,97033,6.29,22.23,128.3,-55.56,0.48,0.59
"2235",295.847207,23.390986,97048,11.32,21.14,-158.73,-143.56,4.56,1.9
"2236",295.969291,-35.253485,97088,8.38,22.26,153.2,-229.45,1.36,0.679
"2237",296.234217,-40.236655,97160,9.91,20.55,196.19,65.51,1.66,1.509
"2238",296.315486,-68.389191,97196,10.11,21.15,111.21,133.73,4.14,1.049
"2239",296.376419,50.772734,97219,9,21.58,266.64,343.09,0.82,0.884
"2240",296.672137,44.34852,97321,7.07,23.36,133.86,-2.26,0.58,0.591
"2241",296.742138,34.419524,97336,7.83,20.87,143.13,-123.23,0.71,0.661
"2242",296.888828,1.088889,97384,6.77,20.22,-31.44,-226.23,0.92,0.61
"2243",297.043134,70.26793,97433,3.84,22.4,80.18,39.02,0.45,0.888
"2244",297.285692,27.731693,97509,6.97,20.17,94.35,-216.73,0.72,0.611
"2245",297.298372,-28.788972,97515,6.04,21.95,119.95,-98.62,0.96,0.403
"2246",297.30073,57.409333,97517,7.76,20.5,-7.02,-60.54,0.57,0.613
"2247",297.339743,-32.873049,97531,9.14,20.43,5.36,-152.21,1.36,0.787
"2248",297.355443,-72.503378,97534,5.39,24.08,6.91,14.67,0.56,0.234
"2249",297.361885,28.610181,97537,7.98,22.2,75.46,71.93,0.86,0.518
"2250",297.391528,-37.78055,97546,7.22,22.23,8.26,-104.02,1.14,0.574
"2251",297.433657,-32.763968,97557,7.78,20.02,82.92,-63.96,1.03,0.624
"2252",297.732742,3.946768,97668,9.55,24.46,219.36,-101.25,1.9,0.93
"2253",297.811132,-44.290952,97693,10.87,23.36,132.67,-286.98,2.43,1.299
"2254",297.842903,-1.534557,97704,9.36,23.81,-25.78,191.28,4.21,0.746
"2255",298.523465,-32.003376,97927,10.25,24.29,-159.85,-125.6,1.79,1.181
"2256",298.562305,1.943422,97940,8.78,21.12,-1.35,-273.07,1.64,0.878
"2257",298.607267,1.94138,97950,8.93,23.29,-0.82,-270.23,2.12,0.9
"2258",298.680491,-33.287275,97977,9.52,20.1,110.76,-77.61,2.03,0.889
"2259",298.743211,41.871531,98001,7.41,22.31,-52.76,284.44,0.78,0.796
"2260",299.07655,35.083424,98110,3.89,23.4,-34,-27.6,0.54,1.019
"2261",299.231385,-59.284634,98159,10.9,23.53,125.53,-177.61,2.24,1.31
"2262",299.254881,-59.291308,98170,10.32,23.29,128.64,-190.92,2.17,1.2
"2263",299.332416,24.088157,98206,7.19,23.47,-114.6,-124.6,0.84,0.641
"2264",299.365219,-55.761023,98211,9.47,23.36,186.02,-33.35,1.31,0.917
"2265",299.518022,-48.133631,98274,8.35,21.52,51.71,15.62,1.53,0.614
"2266",299.793908,23.101281,98375,5.68,20.66,-70.78,3.07,1.07,0.345
"2267",299.831096,42.168837,98381,9.91,24.44,175.21,160.43,1.08,1.11
"2268",299.963988,-34.697799,98421,5.3,20.81,108.71,-69.13,0.88,0.17
"2269",300.253504,-64.807884,98533,6.83,23.42,168.78,-243.57,0.83,0.412
"2270",300.61427,53.376816,98668,9.19,24.12,166.83,144.85,0.85,0.948
"2271",301.07541,-26.329542,98839,8.16,21.56,30.16,-78.12,1.08,0.626
"2272",301.195242,15.903149,98879,7.33,22.93,27.37,52.61,0.94,0.544
"2273",301.229769,26.054224,98894,7.69,22.49,51.35,-381.21,0.88,0.669
"2274",301.272154,-13.448416,98908,10.85,20.24,134.63,5.95,2.55,1.31
"2275",301.289557,19.991071,98920,5.09,20.17,30.61,79.65,0.71,1.058
"2276",301.39014,3.502767,98964,8.35,23.22,137.43,-136.95,1.24,0.776
"2277",301.39111,7.38632,98965,8.62,22.51,47.59,62.68,1.44,0.717
"2278",301.418471,48.566812,98978,7.44,20.09,-85.08,3.83,0.61,0.661
"2279",301.63583,-21.676812,99046,7.99,21.16,-202.56,-96.09,1.03,0.572
"2280",301.788229,-0.874253,99100,8.26,20.83,115.31,-69.14,1.24,0.734
"2281",301.959865,9.399833,99158,6.43,23.12,46.58,28.37,1.04,0.463
"2282",301.983483,7.441116,99165,11.28,22.19,-307.56,-354.1,2.95,1.38
"2283",302.007596,-0.678185,99171,5.97,20.89,116.6,-67.94,0.89,1.023
"2284",302.149722,85.12422,99232,7.13,24.7,-68.66,-20.57,0.56,0.572
"2285",302.178796,50.586318,99241,7.4,22.43,62.16,77.78,0.55,0.568
"2286",302.486029,20.915028,99352,6.51,22.22,58.82,98.38,1.15,0.394
"2287",302.628022,-53.591844,99397,9.8,20.01,190.37,-254.18,1.45,1.123
"2288",302.89548,62.078542,99500,5.7,20.54,137.31,80.09,0.52,0.53
"2289",303.023624,46.300502,99542,9.06,24.28,225.1,291.98,0.89,0.81
"2290",303.167126,-34.356623,99591,9.07,20.02,-161.59,-18.62,1.17,0.75
"2291",303.173926,-13.201657,99593,9.88,20.87,169.23,-219.31,1.83,1.038
"2292",303.331531,-36.302405,99642,9.48,23.29,-4.05,30.26,1.64,0.873
"2293",303.34944,56.567722,99655,4.28,21.41,60.85,82.26,0.45,0.114
"2294",303.419744,53.125086,99680,7.02,21.64,42.97,168.59,0.63,0.504
"2295",303.457473,-47.615205,99695,9.5,21.24,-10.88,54.06,1.61,0.906
"2296",303.569247,15.197609,99742,4.94,21.24,55.69,57.98,0.78,0.072
"2297",303.63347,36.806302,99770,4.93,24.37,69.22,68.67,0.55,0.151
"2298",303.708157,18.464009,99792,10.46,23.91,-120.84,-693.04,1.78,NA
"2299",304.110199,-35.198468,99926,6.55,23.48,-0.2,53.05,0.84,0.381
"2300",304.160194,-35.040961,99940,8.46,22.56,-37.75,70.3,1.17,0.685
"2301",304.169433,-59.117652,99945,9.12,20.98,78.36,-114.44,1.33,0.76
"2302",304.228024,-32.607382,99966,7.51,21.45,4.79,52.71,2.14,0.689
"2303",304.230941,6.921748,99969,9.72,21.23,174.23,3.64,1.76,1.14
"2304",304.231894,-10.982331,99971,8.64,22.79,-150.23,-312.42,1.25,0.723
"2305",304.908299,-69.015165,100225,8.2,21,23.08,-46.11,1.01,0.684
"2306",304.93827,-25.2286,100233,7.2,23.07,-121.79,-146.7,0.96,0.594
"2307",305.079646,52.230566,100271,9.96,24,38.53,260.8,1.07,1.081
"2308",305.114411,84.000197,100284,9.95,20.47,145.07,286.99,0.93,0.891
"2309",305.12216,6.788625,100291,11.33,22.91,-45.09,-19.21,2.73,1.229
"2310",305.240643,44.608337,100341,8.87,20.44,-157.02,41.08,1.87,0.864
"2311",305.367725,-66.74969,100379,6.49,22.72,-140.22,3.15,0.76,0.505
"2312",305.687563,19.849997,100500,7.13,20.68,-103.76,-30.37,0.91,0.726
"2313",305.899362,-21.370617,100568,8.65,22.88,539.73,-1055.93,1.24,0.554
"2314",305.909726,-5.266196,100570,6.75,24.12,175.79,-9.95,1.15,0.426
"2315",306.685321,-43.56596,100836,8.6,20,123.24,-125.05,2.05,0.881
"2316",306.862227,-2.11952,100895,7.49,21.49,-60.05,-69.61,1.02,0.52
"2317",306.864683,-2.103083,100896,6.71,20.7,-66.02,-71.31,0.94,0.519
"2318",307.098367,-63.097076,100974,8.89,20.22,-51.72,114.03,1.15,0.832
"2319",307.395355,62.994105,101093,4.21,24.04,45,-13.31,0.53,0.199
"2320",307.469111,-18.586378,101120,6.74,23.89,14.11,-88.21,7.82,0.22
"2321",307.535599,-39.467659,101145,8.86,20.06,67.52,-280.83,1.37,0.779
"2322",307.78237,33.542903,101227,8.34,22.38,67.43,94.6,1.16,0.884
"2323",307.806108,5.219029,101236,8.77,22.53,307.95,280.06,5.13,0.696
"2324",307.901101,34.330373,101268,6.47,22.18,-6.61,-52.64,0.61,0.422
"2325",307.920794,-35.524162,101274,9.25,24.49,-20.81,-110.25,1.56,0.831
"2326",307.969742,-40.901681,101292,7.6,20.99,88.35,-120.05,2.06,0.709
"2327",308.001628,33.006103,101302,10.07,21.64,300.87,286.29,1.68,0.915
"2328",308.378933,-22.231875,101443,7.47,20.72,-85.04,-62.95,1.29,0.548
"2329",308.439999,-46.205279,101461,11.88,22.27,-13.21,43.24,3.23,1.4
"2330",309.316006,-34.15818,101739,8.04,20.67,-110.58,-12.63,1.13,0.565
"2331",309.386291,31.52191,101768,6.51,20.3,-34.3,-31.67,0.62,0.371
"2332",309.465459,-60.634482,101806,7.5,21.31,-190.97,-64.27,0.91,0.667
"2333",309.587947,-4.51187,101852,7.78,23.89,-8.69,-3.52,1.15,0.597
"2334",310.093059,-24.118031,102018,7.21,23.42,181.9,-293.22,0.89,0.607
"2335",310.127329,-30.05201,102025,10.06,22.36,100.12,-26.79,1.78,1.095
"2336",310.433715,-75.350803,102125,6.51,22.95,151.42,-161.48,2.1,0.62
"2337",310.749841,35.496745,102237,11.41,21.86,-205.32,-569.56,2.18,1.381
"2338",310.795919,66.657447,102253,5.59,23.49,25.11,34.71,0.49,0.218
"2339",311.237864,-3.558645,102394,10.43,20.89,-144.84,-207.78,2.07,1.101
"2340",311.23956,-66.203213,102395,3.42,23.71,-42.4,10.57,0.63,0.163
"2341",311.93757,-36.594676,102626,9.44,22.52,25.46,-80.66,1.64,0.939
"2342",311.970675,52.407167,102642,6.29,23.88,71.97,-169.67,0.56,0.883
"2343",312.090795,-22.740709,102675,7.31,20.09,45.8,-177.23,0.94,0.527
"2344",312.121425,-43.988544,102693,5.11,24.35,175.78,-112.17,0.9,0.361
"2345",312.292482,-54.777739,102753,9.25,24.45,184.57,-279.58,1.58,0.979
"2346",312.420336,26.939626,102809,10.53,20.91,23.14,213.12,2.04,1.027
"2347",312.449885,-28.469211,102817,10.86,22.62,86.52,-153.74,2.39,1.356
"2348",312.520546,44.059304,102843,5.06,23.67,122.68,132.3,0.56,0.198
"2349",312.663844,26.346264,102881,9.6,20.09,117.2,-109.01,1.43,0.966
"2350",312.678773,-56.241687,102895,8.97,24.41,104.41,-187.88,1.28,0.814
"2351",312.777829,7.027004,102923,9.82,20.71,238.64,-361.67,1.63,0.9
"2352",313.063911,66.284776,103014,10.52,23.29,267.87,291.61,1.17,1.095
"2353",313.163473,-8.983318,103045,4.73,21.01,47.06,-32.91,1.04,0.325
"2354",313.273319,-11.573659,103077,6.38,22.17,40.45,42.26,0.99,0.661
"2355",313.784452,-52.119859,103260,7.02,21.64,108.2,-113.32,0.94,0.607
"2356",313.948643,-17.114176,103311,7.27,20.96,59.21,-61.55,1,0.544
"2357",314.079061,-12.169918,103349,11.76,20.89,106.65,-465.37,3.22,1.347
"2358",314.163753,34.984284,103376,10.77,20.3,444.8,92.12,3.09,1.14
"2359",314.818647,-47.983066,103583,10.59,22.6,119.85,40.98,2.1,1.348
"2360",314.886669,1.065662,103611,8.61,20.98,224.99,105.24,1.15,0.673
"2361",314.918252,-52.175037,103620,8.33,23.42,149.68,-164.99,1.4,0.829
"2362",314.96187,16.824342,103635,6.62,20.93,52.86,-9.22,0.95,0.376
"2363",314.998723,-36.129641,103646,6.1,24.11,103.88,-58.2,0.83,0.4
"2364",315.239692,-42.029106,103713,11.1,24.07,408.65,-5.7,2.81,1.217
"2365",315.305672,-35.184079,103735,7.68,22.18,-180.8,-51.23,1.11,0.62
"2366",315.371186,79.295943,103754,8.65,20.24,117.77,187.06,0.66,0.717
"2367",315.59127,37.653868,103824,7.72,22.83,-79.08,-222.19,1.75,0.748
"2368",315.607949,27.807345,103833,7.33,20.06,88.25,6.1,0.85,0.614
"2369",315.664912,-50.493327,103855,9.07,22.81,236.83,-102.3,2.87,1.027
"2370",315.696546,-64.29511,103867,11.04,24.22,157.29,-164.86,1.96,1.19
"2371",315.772696,-19.320865,103896,8.55,21.26,-168.16,-113.44,1.51,0.632
"2372",315.872944,-1.579669,103931,6.91,20.68,21.41,-9.1,0.87,0.423
"2373",315.908739,25.549925,103943,9.48,22.07,139.05,165.33,1.53,0.894
"2374",315.992867,-6.140311,103972,10.49,20.22,-344.97,-280.81,2.18,0.959
"2375",316.069601,-45.152007,104003,10.12,20.84,-17.51,-184.83,1.92,1.089
"2376",316.101252,-19.854991,104019,4.82,20.64,-39.01,-24.45,1.47,0.169
"2377",316.179436,-77.023767,104043,5.13,22.07,13.83,-369.38,0.57,0.49
"2378",316.283129,7.94544,104075,7.97,22.57,4.88,-89.05,2.95,0.654
"2379",316.452243,15.327218,104128,6.64,22.82,86.07,-80.29,0.91,0.476
"2380",316.42006,26.640889,104124,10.75,22.07,-149.93,-210.64,2.03,1.05
"2381",316.486783,-17.232861,104139,4.08,20.61,79.64,-61.64,0.92,-0.01
"2382",316.597102,71.431797,104171,5.88,20.36,-48.18,-116,0.52,0.386
"2383",316.932664,-5.565886,104294,7.59,20.09,205.37,224.03,1.02,0.546
"2384",317.017945,-9.166934,104331,9.72,22.41,-145.2,-365.72,1.59,0.997
"2385",317.103803,5.649735,104351,12.39,21.29,16.37,-190.89,5.25,1.348
"2386",317.159489,42.536093,104369,9.59,20.06,68.45,186.18,1.05,0.909
"2387",317.248432,6.723497,104399,8.43,23.67,-27.5,15.05,9.05,0.393
"2388",317.288748,23.728327,104419,9.69,20.4,211.4,-13.58,1.6,0.94
"2389",317.306623,54.353342,104426,9.77,22.21,183.76,-69.47,1.06,1.003
