"","R.A.","Dec.","Mag","Vel","SigVel"
"1818",201.26375,-31.66806,18.91,13880,10
"1819",201.26625,-31.54583,17.69,14038,33
"1820",201.26875,-29.05611,16.8,23300,31
"1821",201.26958,-31.7075,18.77,35094,58
"1822",201.27667,-33.35083,15.9,13767,25
"1823",201.27958,-29.99722,17.75,14005,35
"1824",201.28,-29.50667,18.03,13925,26
"1825",201.28375,-27.81944,16,10861,10
"1826",201.28917,-30.20889,0,10354,34
"1827",201.29208,-33.91139,15.94,27194,132
"1828",201.2975,-31.53222,19.24,22709,65
"1829",201.29792,-31.64417,18.01,14291,10
"1830",201.29917,-36.98222,15.4,10841,34
"1831",201.30208,-33.65556,14.35,7720,6
"1832",201.30417,-30.33944,17.77,4374,20
"1833",201.3075,-28.78167,17.07,1764,5
"1834",201.30917,-37.36083,16.8,35053,98
"1835",201.30958,-28.95528,16.1,23097,19
"1836",201.31125,-30.54556,15,4225,26
"1837",201.32792,-31.70611,18.71,13792,15
"1838",201.33583,-30.53611,0,27458,29
"1839",201.3375,-32.9075,15.15,7952,27
"1840",201.3375,-32.9075,15.15,7952,27
"1841",201.3375,-27.51583,16,13030,45
"1842",201.34958,-30.90194,17.86,14171,144
"1843",201.34958,-29.83306,18.09,14490,83
"1844",201.35458,-37.27667,16.9,19719,23
"1845",201.35625,-30.06361,0,7,35
"1846",201.35875,-31.48444,18.67,10545,34
"1847",201.35875,-31.44139,18.82,12553,100
"1848",201.36,-31.77361,17.89,13753,27
"1849",201.36083,-29.67611,16.7,10126,46
"1850",201.36208,-33.79556,15,8008,21
"1851",201.36625,-31.46278,17.72,12825,56
"1852",201.38125,-30.41778,16.3,9720,40
"1853",201.38625,-31.49306,18.08,17165,90
"1854",201.38667,-37.37889,15.63,1435,0
"1855",201.38792,-32.51306,16.8,13866,36
"1856",201.39125,-27.58306,15,10841,45
"1857",201.39125,-31.51139,17.16,14006,38
"1858",201.39542,-29.24111,15.4,23091,33
"1859",201.39833,-30.07667,0,4413,10
"1860",201.39833,-30.33611,17.53,14050,13
"1861",201.40458,-32.74306,0,7884,120
"1862",201.40625,-30.16083,15.8,4051,38
"1863",201.4075,-32.76028,16.5,7885,120
"1864",201.40833,-36.58889,15.34,15208,42
"1865",201.42125,-30.14278,0,4458,48
"1866",201.42125,-28.86889,16.8,14018,17
"1867",201.42208,-30.2775,16.6,4066,36
"1868",201.4225,-29.82639,0,4112,20
"1869",201.42292,-36.77972,16.2,19746,46
"1870",201.42583,-31.89861,17.68,14703,33
"1871",201.42792,-29.54472,15,10041,10
"1872",201.43333,-29.83361,12.88,4112,17
"1873",201.43708,-28.50972,16.7,14143,160
"1874",201.43833,-29.07972,16.5,23135,38
"1875",201.44875,-31.42667,17.43,12895,76
"1876",201.45208,-37.28389,15.44,10225,123
"1877",201.45958,-30.11278,0,14156,38
"1878",201.45958,-32.14833,15.77,13853,41
"1879",201.46292,-31.99417,16.85,14847,35
"1880",201.46333,-27.62694,15.14,11857,40
"1881",201.46542,-31.80111,18.4,13574,17
"1882",201.4675,-37.29611,16,18917,64
"1883",201.46833,-31.77972,16.84,14314,24
"1884",201.47542,-30.47167,16.1,4180,16
"1885",201.47833,-31.91389,18.11,15809,68
"1886",201.48458,-31.70889,16.72,14171,35
"1887",201.4875,-35.84306,0,15259,120
"1888",201.495,-28.57611,0,14180,120
"1889",201.49958,-35.85139,0,15259,120
"1890",201.49958,-28.58028,15.4,14294,41
"1891",201.51042,-29.80389,16.6,14152,79
"1892",201.51792,-32.12944,14.89,2430,8
"1893",201.52083,-31.65833,18.17,14461,39
"1894",201.52292,-37.1725,17.3,10664,17
"1895",201.52292,-31.88556,17.65,13857,34
"1896",201.52583,-31.1325,18.66,13998,103
"1897",201.53125,-31.3175,18.81,3994,131
"1898",201.53958,-27.64667,16,10192,45
"1899",201.55,-29.89083,15.5,4176,46
"1900",201.55,-36.66583,15.5,19369,17
"1901",201.55208,-28.32806,16.3,12568,74
"1902",201.55417,-37.02778,16.8,20187,69
"1903",201.55583,-36.90222,16.6,28940,24
"1904",201.56167,-37.04556,15.98,19958,150
"1905",201.57167,-32.15611,19.09,14344,112
"1906",201.57208,-31.64611,17.8,39810,37
"1907",201.57792,-30.96056,15.79,14212,107
"1908",201.57917,-29.07111,15.8,13872,57
"1909",201.57958,-31.39583,17.04,14021,65
"1910",201.5875,-31.46611,16.23,13667,24
"1911",201.58958,-36.74944,16.7,23339,120
"1912",201.59042,-33.86833,12.77,3879,21
"1913",201.59083,-31.57,17.4,13573,37
"1914",201.59167,-28.92083,16.1,13914,74
"1915",201.59167,-31.75083,18.56,14778,35
"1916",201.59208,-30.58194,15.1,10229,66
"1917",201.6075,-31.45583,16.78,13749,5
"1918",201.61042,-31.56944,18.78,34921,18
"1919",201.61083,-31.92583,18.37,14911,154
"1920",201.61375,-34.12556,16.46,2310,5
"1921",201.62458,-33.13528,16.4,14101,41
"1922",201.6275,-27.85333,16,12578,45
"1923",201.6325,-30.22278,0,10091,45
"1924",201.63625,-31.51306,18.76,14685,20
"1925",201.64042,-31.94889,17.57,15217,192
"1926",201.64083,-27.53417,16,10590,45
"1927",201.64375,-30.7925,18.55,14464,30
"1928",201.64375,-31.31278,19.07,14234,20
"1929",201.64583,-31.38333,18.92,9771,15
"1930",201.64667,-31.34694,17.53,13701,45
"1931",201.64792,-30.99333,17.38,14273,10
"1932",201.64917,-31.72861,16.36,14556,32
"1933",201.65292,-31.69,17.3,14555,48
"1934",201.65333,-31.15639,17.9,14329,52
"1935",201.65417,-31.00639,18.08,15692,10
"1936",201.66042,-31.86861,17.53,8153,10
"1937",201.66083,-31.17139,19.42,14150,43
"1938",201.6625,-31.20972,16.32,12495,72
"1939",201.66625,-31.10417,16.6,14437,43
"1940",201.67292,-27.63361,15,10861,9
"1941",201.67583,-31.48278,16.07,13275,38
"1942",201.685,-30.3625,14.37,274,65
"1943",201.68792,-31.32111,19.15,14831,60
"1944",201.68833,-27.50722,16,13068,20
"1945",201.68833,-29.36528,16.8,14343,37
"1946",201.69,-31.76472,17.53,12295,50
"1947",201.69208,-31.52861,16,14660,117
"1948",201.69458,-31.35389,19.07,13990,102
"1949",201.69667,-29.88139,13.85,4133,36
"1950",201.69833,-29.48028,16.7,13601,88
"1951",201.69833,-30.48333,17.34,9957,12
"1952",201.70167,-29.46194,14.16,13774,28
"1953",201.70208,-31.57167,17.04,14657,30
"1954",201.70292,-31.99639,16.04,14751,35
"1955",201.70583,-36.75667,15,2496,16
"1956",201.70708,-31.39583,15.79,15190,11
"1957",201.70792,-30.6325,17.81,14555,68
"1958",201.70958,-27.53778,16,14054,21
"1959",201.715,-31.97472,17.8,14592,59
"1960",201.71583,-31.68611,17.96,15121,178
"1961",201.71833,-31.38306,17.37,14089,81
"1962",201.71875,-31.84083,17.52,14934,30
"1963",201.71958,-32.00861,17.65,14389,22
"1964",201.72292,-31.87333,17.7,14547,57
"1965",201.725,-31.31083,18.56,14512,10
"1966",201.72583,-31.80528,16.51,14548,42
"1967",201.7275,-37.05333,17.2,15438,24
"1968",201.72833,-31.99694,18.94,14569,146
"1969",201.72875,-34.1775,15.89,14909,34
"1970",201.73167,-31.97056,15.7,7878,40
"1971",201.73333,-31.41306,17.17,14212,35
"1972",201.73333,-31.42417,17.23,13029,35
"1973",201.73958,-32.19778,15.71,13839,84
"1974",201.73958,-31.93556,17.19,14662,64
"1975",201.74042,-34.31944,16.6,9066,68
"1976",201.74292,-29.49556,16.93,32893,84
"1977",201.74292,-31.50861,18.5,13122,32
"1978",201.74375,-32.24806,18.13,16589,97
"1979",201.74542,-37.32194,16.3,34590,49
"1980",201.74958,-31.96528,18.81,12843,198
"1981",201.75,-31.25528,18.77,8234,56
"1982",201.75042,-31.23944,17.85,12678,94
"1983",201.75125,-31.35139,17.87,14999,43
"1984",201.75208,-30.24472,17.31,4224,10
"1985",201.7525,-29.19222,15,5022,41
"1986",201.75458,-30.07611,14.88,1866,78
"1987",201.75958,-31.08417,19.19,13022,179
"1988",201.76042,-31.37444,18.69,34668,115
"1989",201.76125,-29.49806,16.79,33711,72
"1990",201.76375,-31.87306,17.38,15479,59
"1991",201.76458,-31.22528,14.92,16332,122
"1992",201.765,-32.27361,18.49,16425,57
"1993",201.76792,-31.33556,17.39,14986,68
"1994",201.76917,-27.9425,0,1858,60
"1995",201.77042,-29.46667,16.55,33229,53
"1996",201.77708,-27.95639,14.44,2023,37
"1997",201.7775,-31.86111,16.63,15246,50
"1998",201.78042,-32.00361,18.25,15798,10
"1999",201.78333,-31.52889,18.54,37047,75
"2000",201.78708,-31.35667,17.57,14905,67
"2001",201.78875,-27.54694,16,10512,71
"2002",201.78875,-31.54444,18.85,15436,65
"2003",201.78917,-31.11139,17.84,13408,114
"2004",201.78958,-31.63889,15.97,14948,54
"2005",201.78958,-32.15528,18.54,13791,167
"2006",201.79083,-31.45694,19.33,39357,103
"2007",201.7925,-37.08333,15.72,14367,76
"2008",201.79417,-33.80222,16.5,15034,42
"2009",201.79542,-31.90389,18.67,13140,95
"2010",201.79625,-31.62444,17.63,14106,63
"2011",201.79708,-29.42583,16.35,13697,102
"2012",201.8,-29.5875,16.29,14081,45
"2013",201.80167,-28.73861,16.14,9467,10
"2014",201.80417,-31.93139,16.81,14623,41
"2015",201.80458,-36.42611,15.62,14520,36
"2016",201.80542,-31.14417,18.51,13890,8
"2017",201.80667,-31.39861,17.23,14087,26
"2018",201.80833,-31.98778,18.26,14528,10
"2019",201.80875,-31.63917,17.87,17238,32
"2020",201.80875,-31.73444,18.03,-6,38
"2021",201.81083,-31.89528,19.12,7959,19
"2022",201.81333,-31.50472,19.3,13751,75
"2023",201.81542,-32.28556,16.74,13019,42
"2024",201.82042,-37.13833,15.3,15314,35
"2025",201.8225,-29.40528,17.25,4395,75
"2026",201.8275,-31.85278,19.63,15568,103
"2027",201.83,-31.14444,18.98,12766,44
"2028",201.83083,-31.90389,18.92,37199,28
"2029",201.83292,-31.91389,17.64,13619,82
"2030",201.83417,-36.49389,15.31,14637,25
"2031",201.835,-32.20444,18.98,13359,106
"2032",201.84167,-31.67333,17.87,13103,23
"2033",201.84667,-27.75083,15,10264,45
"2034",201.84708,-31.37722,18.34,13720,191
"2035",201.8475,-27.57361,16,14176,21
"2036",201.85125,-29.44444,14.91,4481,39
"2037",201.85208,-32.3,15.48,14176,82
"2038",201.85292,-31.67861,17.4,14971,80
"2039",201.8625,-31.68528,17.37,13499,70
"2040",201.86292,-31.59083,18.54,13523,36
"2041",201.86375,-31.72222,17.8,13612,35
"2042",201.87167,-30.67111,17.32,14136,31
"2043",201.87333,-31.39028,14.7,14281,21
"2044",201.87375,-30.55861,17.13,14150,10
"2045",201.88042,-31.48278,19.3,15818,173
"2046",201.88083,-31.5925,17.85,15793,66
"2047",201.88083,-31.50028,18.03,13364,32
"2048",201.88167,-31.41139,17.86,14141,70
"2049",201.88417,-31.37806,18.7,15331,64
"2050",201.885,-27.87222,14.77,10150,10
"2051",201.88625,-31.27306,18.16,13961,119
"2052",201.88708,-32.19333,19.14,14474,179
"2053",201.88792,-31.36972,17.91,13730,30
"2054",201.88792,-31.54917,18.85,15257,49
"2055",201.88917,-29.29111,15.57,33217,57
"2056",201.88958,-31.42417,17.78,15022,51
"2057",201.89292,-30.38417,18.26,13901,16
"2058",201.89583,-31.54972,16.57,12815,40
"2059",201.89625,-31.26167,16.11,15073,51
"2060",201.90125,-30.98,17.91,13093,79
"2061",201.90208,-29.56222,12.6,3884,11
"2062",201.90292,-31.49972,19.52,15523,57
"2063",201.90667,-31.46361,17.91,13962,26
"2064",201.9075,-31.71972,17.49,13392,26
"2065",201.9075,-31.66556,19.33,15149,89
"2066",201.90833,-31.51139,18.54,14652,40
"2067",201.91208,-29.35778,16.56,23174,55
"2068",201.91292,-31.53972,16.29,14263,23
"2069",201.91583,-31.45778,18.62,16572,38
"2070",201.91583,-31.60222,18.64,14270,33
"2071",201.92,-31.66,19.36,14684,129
"2072",201.92458,-29.2375,15.56,4196,40
"2073",201.92833,-31.59139,18.68,14547,39
"2074",201.93125,-31.14333,17.74,12830,71
"2075",201.935,-31.52833,17.75,14158,16
"2076",201.93542,-31.53,0,14312,59
"2077",201.93583,-31.47861,17.24,13889,21
"2078",201.93958,-31.7975,15.49,13186,52
"2079",201.94125,-31.85472,19.14,14562,17
"2080",201.94167,-31.28833,0,38251,100
"2081",201.9425,-31.40472,17.02,14284,37
"2082",201.94292,-29.43222,16.56,13511,48
"2083",201.94333,-35.07472,16.5,7451,48
"2084",201.94417,-31.45444,16.66,13585,20
"2085",201.94833,-31.64167,18.28,13975,24
"2086",201.94833,-31.51611,18.84,15674,53
"2087",201.94917,-31.41417,16.98,14129,20
"2088",201.94958,-31.23333,16.85,15428,8
"2089",201.95125,-32.62111,15.66,11832,16
"2090",201.95208,-31.47944,16.89,15728,24
"2091",201.9525,-31.49667,0,16109,80
"2092",201.95292,-31.48722,0,13710,75
"2093",201.95292,-31.49694,18.62,16061,54
"2094",201.95333,-34.00222,15.6,15014,23
"2095",201.95583,-31.99472,18.55,13553,51
"2096",201.95583,-31.58667,18.6,14396,41
"2097",201.95625,-31.46694,17.72,15166,27
"2098",201.96,-31.77361,18.72,13242,51
"2099",201.96,-31.49583,18.96,14224,126
"2100",201.96125,-31.545,0,15438,100
"2101",201.96125,-31.56861,16.93,12401,17
"2102",201.96292,-29.61861,13.3,4166,11
"2103",201.96417,-31.47528,18.4,13727,49
"2104",201.96458,-31.94972,17.55,15152,63
"2105",201.96458,-31.54444,18.39,15438,40
"2106",201.965,-31.24583,17.89,14151,51
"2107",201.96583,-31.69139,19.23,12281,79
"2108",201.96667,-29.61778,0,4376,40
"2109",201.96708,-29.25722,16.1,14021,37
"2110",201.97125,-31.49333,16.97,14804,40
"2111",201.97125,-31.44611,19.13,13939,72
"2112",201.97333,-31.54611,18.74,12519,105
"2113",201.97625,-29.61806,12.83,4281,30
"2114",201.97792,-31.53833,0,15570,43
"2115",201.97792,-31.44194,0,14048,100
"2116",201.97833,-31.53806,0,15507,54
"2117",201.97833,-31.13139,16.79,15445,57
"2118",201.97875,-31.53861,15.54,15481,20
"2119",201.97917,-31.59194,18.58,14802,41
"2120",201.97958,-29.54694,14.36,14384,44
"2121",201.98125,-31.5925,19.18,12181,88
"2122",201.98208,-31.47417,17.42,13584,24
"2123",201.98208,-31.43194,18.46,13975,69
"2124",201.9825,-31.48222,16.94,13859,32
"2125",201.98292,-29.28722,14.65,4571,57
"2126",201.98458,-31.48639,17.71,15463,40
"2127",201.98667,-31.49556,13.85,14061,21
"2128",201.98875,-31.65417,17.76,15212,73
"2129",201.99208,-31.68806,17.91,12851,24
"2130",201.99458,-31.49389,18.3,14110,40
"2131",201.99583,-31.48667,16.51,16586,24
"2132",201.99625,-31.48639,0,16770,44
"2133",202,-31.74667,18.48,13682,55
"2134",202.00125,-29.39917,16.67,33561,102
"2135",202.00333,-31.64806,19.16,15089,88
"2136",202.00333,-31.30972,19.37,23166,47
"2137",202.00417,-31.74972,17.25,13449,72
"2138",202.00417,-31.8025,17.64,15003,26
"2139",202.005,-32.07639,19.06,14454,91
"2140",202.00542,-31.74722,19.63,13433,94
"2141",202.00708,-31.2875,18.34,15091,93
"2142",202.0075,-31.59278,17.68,14925,21
"2143",202.00792,-31.7175,19.11,24022,50
"2144",202.00833,-31.78083,17.51,14692,45
"2145",202.00875,-31.76944,15.97,15590,96
"2146",202.00917,-31.75278,15.4,12930,16
"2147",202.00917,-31.52917,16.94,13124,20
"2148",202.00917,-31.27917,18.75,23071,14
"2149",202.00958,-31.57917,17.12,14972,21
"2150",202.01,-31.72778,17.67,14072,21
"2151",202.01083,-31.75583,16.11,12857,18
"2152",202.01083,-31.53778,17.35,13902,40
"2153",202.0125,-29.38583,16.72,34437,96
"2154",202.01375,-31.76278,18.54,23681,6
"2155",202.01458,-30.68083,17.76,14996,55
"2156",202.01542,-31.50444,17.73,15371,39
"2157",202.01667,-32.76194,15.86,11585,57
"2158",202.01792,-33.69,15.35,8091,16
"2159",202.02375,-29.425,16,4049,24
"2160",202.02667,-30.58056,17.8,14362,43
"2161",202.0275,-31.69611,18.69,13050,31
"2162",202.02792,-31.75583,17.88,14329,26
"2163",202.03,-31.55722,18.94,13708,117
"2164",202.03292,-32.14611,16.79,21712,44
"2165",202.03417,-27.77333,16,10109,6
"2166",202.035,-29.26222,16.68,33462,90
"2167",202.03583,-31.56194,17.8,12861,27
"2168",202.0375,-31.68111,15.17,12200,135
"2169",202.03958,-34.04028,15.2,14426,26
"2170",202.04042,-31.82083,18.34,14351,44
"2171",202.04083,-31.5775,18.14,14017,40
"2172",202.04125,-31.56056,0,14591,40
"2173",202.04125,-29.64389,17.2,13759,53
"2174",202.04125,-31.58556,18.53,38755,39
"2175",202.04333,-31.38611,16.74,13163,23
"2176",202.04333,-31.34917,17.07,15690,155
"2177",202.04333,-31.58444,18.13,12591,29
"2178",202.04625,-31.48778,17.01,14772,21
"2179",202.04625,-31.53806,18.16,13062,78
"2180",202.04667,-31.57306,18.48,14306,72
"2181",202.0475,-31.42944,18.52,14342,81
"2182",202.05083,-31.72778,16.89,14701,18
"2183",202.05375,-31.44,17.22,14678,38
"2184",202.05458,-30.24222,15.17,12776,81
"2185",202.05708,-31.33056,17.96,13257,51
"2186",202.05917,-27.95972,15.3,11048,50
"2187",202.05958,-29.30167,17.24,34338,93
"2188",202.06,-31.54694,0,14518,40
"2189",202.06,-31.56833,0,13459,40
"2190",202.06,-29.22028,16.28,33912,93
"2191",202.06,-31.5325,17.83,13304,50
"2192",202.06208,-27.97667,15.5,9688,84
"2193",202.06458,-29.48972,16.75,34047,87
"2194",202.07,-31.47556,18.11,13275,40
"2195",202.07,-32.20278,18.72,13134,68
"2196",202.07083,-31.56,0,13169,69
"2197",202.07125,-31.56083,16.81,13080,69
"2198",202.07333,-31.60556,18.78,15122,51
"2199",202.07458,-29.19722,16.78,14356,40
"2200",202.07583,-31.805,17.09,13480,100
"2201",202.0775,-31.53111,17.84,14271,40
"2202",202.07833,-31.51722,18.57,14510,41
"2203",202.08,-31.56417,16.1,15102,24
"2204",202.0825,-31.62306,19.3,14883,84
"2205",202.085,-30.93583,17.3,15885,10
"2206",202.09125,-31.26111,17.62,13263,54
"2207",202.0925,-27.565,15.21,12950,30
"2208",202.095,-33.94444,16.4,14645,35
"2209",202.09583,-28.30417,17.2,2053,20
"2210",202.09708,-31.75833,18.3,15135,27
"2211",202.09708,-32.11528,18.64,21934,137
"2212",202.0975,-31.52028,17.21,14198,24
"2213",202.0975,-31.17333,17.45,14116,70
"2214",202.09917,-29.32667,17.04,24500,80
"2215",202.10083,-31.67639,17.57,11979,18
"2216",202.10125,-31.24417,17.24,13234,50
"2217",202.1025,-27.57028,15.17,1837,5
"2218",202.10417,-31.85778,14.77,4389,3
"2219",202.10458,-29.40528,15.45,14099,51
"2220",202.1075,-31.50528,17.93,16125,40
"2221",202.11,-31.46667,17.55,13660,40
"2222",202.11,-28.78917,18.75,13366,31
"2223",202.115,-31.80528,17.53,15219,33
"2224",202.11542,-31.66944,18.92,13258,14
"2225",202.11833,-28.18778,15.5,9622,128
"2226",202.11917,-31.53472,17.53,14045,45
"2227",202.11958,-30.64083,18.52,37888,30
"2228",202.12125,-31.47694,19.4,13974,100
"2229",202.12167,-31.13194,17.07,16130,55
"2230",202.12542,-31.7875,17.14,9971,50
"2231",202.12583,-31.51472,17.54,13493,23
"2232",202.12583,-31.77917,19.19,38525,48
"2233",202.12667,-30.78222,18.42,37905,36
"2234",202.12833,-31.54194,17.87,13039,51
"2235",202.13125,-32.83444,17.6,3612,58
"2236",202.13417,-33.99722,15.86,24960,71
"2237",202.13583,-34.20639,15.88,14661,129
"2238",202.13708,-28.60611,16.4,12815,73
"2239",202.13875,-31.47389,17.49,14313,48
"2240",202.13958,-31.64861,19.31,12823,163
"2241",202.14,-31.43667,17.38,14460,51
"2242",202.14083,-31.44111,17.34,14522,74
"2243",202.1425,-31.43972,0,13744,16
"2244",202.1425,-31.48389,18.55,14732,62
"2245",202.1425,-31.69028,18.99,14357,54
"2246",202.14458,-31.74583,16.67,9920,41
"2247",202.145,-31.44028,16.74,13514,20
"2248",202.14708,-31.44028,0,13535,63
"2249",202.14708,-31.44056,17.7,13535,63
"2250",202.1475,-31.88917,16.65,12405,51
"2251",202.14833,-27.82417,15,9001,10
"2252",202.14917,-31.51528,17.93,14003,75
"2253",202.15083,-28.19694,15.5,9286,83
"2254",202.15417,-31.56583,17.78,11902,53
"2255",202.1575,-37.57333,14.36,6173,7
"2256",202.16125,-31.34694,15.88,15625,51
"2257",202.16333,-31.66111,17.6,13314,48
"2258",202.16375,-31.61278,17.34,22770,44
"2259",202.16875,-31.65222,17.37,14961,26
"2260",202.17333,-28.39861,17.44,10792,96
"2261",202.17417,-32.27444,17.84,13779,85
"2262",202.17542,-31.17278,19.14,38969,57
"2263",202.17958,-31.64472,16.84,16165,20
"2264",202.18292,-29.08778,16.2,14650,58
"2265",202.18458,-31.23722,16.94,13047,54
"2266",202.185,-31.22333,16.86,13464,48
"2267",202.18542,-30.56917,18.76,38859,93
"2268",202.18667,-28.03028,15.5,10550,114
"2269",202.19333,-32.16694,18.55,13710,21
"2270",202.19375,-30.95222,18.74,36656,72
"2271",202.19458,-31.50861,18.11,15932,77
"2272",202.19583,-27.65167,16,13602,10
"2273",202.19667,-31.69306,17.03,14097,24
"2274",202.19875,-37.43167,15.57,2498,0
"2275",202.19917,-31.50139,15.96,12420,108
"2276",202.19917,-30.35667,18.2,27081,36
"2277",202.20042,-31.09222,17.14,15908,36
"2278",202.20125,-31.66306,17.6,13690,18
"2279",202.20542,-32.15833,0,12441,120
"2280",202.20625,-31.57639,16.01,15660,21
"2281",202.21208,-32.13139,16.52,15073,108
"2282",202.21458,-32.07139,17.48,13479,53
"2283",202.21458,-31.59056,18.87,13886,68
"2284",202.21667,-27.64833,16,13576,10
"2285",202.21792,-32.16278,16.9,12441,120
"2286",202.22417,-31.82111,18.78,14577,101
"2287",202.22583,-31.48833,16.34,15940,16
"2288",202.22583,-31.94028,18.79,15473,63
"2289",202.22625,-31.91972,17.16,11937,50
"2290",202.22625,-31.21528,18.19,14638,10
"2291",202.22875,-31.71194,17.69,14162,48
"2292",202.22917,-30.49222,17,200,0
"2293",202.23083,-29.41194,16.72,13472,60
"2294",202.23375,-31.52222,18.4,13882,11
"2295",202.23458,-31.57417,19.16,14101,121
"2296",202.23833,-31.81944,16.36,15532,33
"2297",202.24125,-31.86,17.28,16532,35
"2298",202.245,-32.06444,17.65,14467,38
"2299",202.24542,-28.57833,18.31,10722,95
"2300",202.24708,-31.73778,17.94,13550,54
"2301",202.24833,-33.50694,16,14040,47
"2302",202.25083,-37.20611,16.6,8554,56
"2303",202.25208,-31.30278,18.03,15230,49
"2304",202.25458,-33.50639,15.67,14540,52
"2305",202.25458,-31.82917,17.51,14434,87
"2306",202.25583,-31.83,0,14826,22
"2307",202.25583,-31.72722,0,22958,79
"2308",202.25583,-32.02806,17.32,14047,99
"2309",202.25667,-31.72722,17.68,22934,66
"2310",202.25708,-31.83028,14.39,14543,40
"2311",202.2575,-28.83944,14.2,12289,58
"2312",202.2575,-31.83222,17.07,15380,37
"2313",202.26667,-29.38972,15.54,23251,69
"2314",202.26667,-29.22528,16.5,9999,70
"2315",202.26792,-31.79806,17.18,15411,10
"2316",202.27458,-31.17611,17.95,16010,68
"2317",202.27583,-31.53556,17.8,12401,29
"2318",202.27625,-31.94389,18.97,12705,15
"2319",202.27667,-31.28694,17.7,13658,48
"2320",202.27667,-31.4275,19.21,14805,143
"2321",202.27708,-31.32167,17.9,15776,147
"2322",202.27833,-31.24833,17.51,14645,57
"2323",202.27958,-29.23389,0,32977,0
"2324",202.28125,-31.88056,17.68,9020,40
"2325",202.2875,-31.7175,18.99,13733,116
"2326",202.29125,-29.77861,16.1,14208,116
"2327",202.29167,-31.54694,17.24,14756,48
"2328",202.29208,-31.56667,18.07,16179,21
"2329",202.2925,-31.56361,17.42,12282,64
"2330",202.29333,-32.08972,17.36,13816,93
"2331",202.29458,-31.56417,0,16421,100
"2332",202.30125,-31.31111,17.25,13610,48
"2333",202.30167,-31.83444,18.74,16578,89
"2334",202.30583,-29.29028,0,14090,0
"2335",202.30625,-31.62639,18.26,15994,57
"2336",202.30792,-33.17389,12,2388,5
"2337",202.30958,-31.74583,17.17,16278,50
"2338",202.31125,-31.82611,17.86,13456,56
"2339",202.31125,-31.98861,17.92,8939,40
"2340",202.3125,-31.27917,16.63,13573,9
"2341",202.31333,-31.12917,16.83,14612,51
"2342",202.315,-29.36528,16.36,14138,51
"2343",202.31583,-31.56917,17.86,22020,50
"2344",202.31625,-28.43528,18.13,9228,20
"2345",202.31667,-32.27722,18.95,38646,89
"2346",202.32083,-32.04278,14.74,14060,114
"2347",202.3225,-31.34972,19.52,15402,95
"2348",202.33125,-31.45417,17.79,15061,54
"2349",202.33375,-29.50444,14.95,14594,48
"2350",202.33375,-31.2775,17.52,15978,92
"2351",202.335,-30.77722,17.63,14398,94
"2352",202.33625,-31.54056,0,13262,399
"2353",202.33625,-31.54028,16.24,15175,48
"2354",202.33625,-31.43528,17.78,15280,51
"2355",202.33667,-31.57917,17.65,15319,51
"2356",202.33917,-31.27167,18.04,15667,64
"2357",202.3425,-29.59861,17.03,14261,72
"2358",202.34667,-31.40028,17.11,15010,48
"2359",202.34667,-31.80889,17.86,14603,50
"2360",202.3475,-31.66444,16.75,14646,50
"2361",202.34833,-34.27139,14.21,3604,5
"2362",202.34917,-33.96222,16.6,7851,34
"2363",202.35125,-31.3775,16.83,14986,48
"2364",202.35333,-32.68278,16,15026,40
"2365",202.35625,-31.32889,19.64,15059,148
"2366",202.3575,-30.41306,16.1,15140,90
"2367",202.36583,-31.80889,18.44,15186,69
"2368",202.36708,-30.135,15.05,14196,29
"2369",202.36708,-31.00694,17.89,12846,56
"2370",202.36792,-31.55111,14.03,15430,87
"2371",202.36958,-31.65722,17.24,14413,44
"2372",202.3775,-31.82083,17.78,13376,58
"2373",202.37875,-29.57583,17.1,13475,60
"2374",202.38,-28.17444,18.17,9793,24
"2375",202.38083,-31.62472,17.8,15135,51
"2376",202.38708,-31.40833,17.5,16036,54
"2377",202.39,-31.89083,18.37,14525,27
"2378",202.39167,-31.58528,18.18,14324,51
"2379",202.3925,-31.29361,17.66,14986,54
"2380",202.3925,-31.14472,18.15,14401,45
"2381",202.39458,-30.54556,15.9,4575,55
"2382",202.39625,-29.64944,15.76,14207,63
"2383",202.39917,-27.83389,16,10622,10
"2384",202.40208,-30.5375,18.08,14562,33
"2385",202.405,-30.96583,16.15,10428,61
"2386",202.40542,-31.93278,18.99,14238,154
"2387",202.4075,-31.25444,19.38,14686,97
"2388",202.41708,-28.26583,14.44,10015,119
"2389",202.43417,-29.29778,16.64,22946,93
"2390",202.43458,-29.00556,17.67,14694,25
"2391",202.43708,-31.0775,17.81,14935,49
"2392",202.43792,-32.87278,15.96,16678,54
"2393",202.43792,-31.59472,17.51,14183,51
"2394",202.44833,-28.00639,15.5,9942,50
"2395",202.44875,-31.60667,16,15119,29
"2396",202.44958,-31.31306,15.63,15900,50
"2397",202.45125,-31.26611,16.56,16099,50
"2398",202.45917,-31.70583,16.86,14124,46
"2399",202.46167,-31.74167,18.26,15055,27
"2400",202.46208,-29.51472,14.35,13735,3
"2401",202.46417,-31.45778,19.05,14220,101
"2402",202.46625,-29.60028,15.8,15045,35
"2403",202.46708,-29.51306,15.62,13733,3
"2404",202.47167,-29.49194,15.47,14243,45
"2405",202.47375,-31.76944,16.94,13200,63
"2406",202.475,-31.10639,18.07,34257,76
"2407",202.47583,-32.01667,17.22,14012,44
