"","u_g","g_r","r_i","i_z","Class"
"6824",1.232,0.554,0.143,0.045,2
"6825",2.47,1.016,0.327,0.202,2
"6826",1.176,0.443,0.173,0.048,2
"6827",2.199,0.952,0.312,0.152,2
"6828",1.956,0.754,0.278,0.113,2
"6829",1.787,0.659,0.203,0.074,2
"6830",1.361,0.528,0.216,0.087,2
"6831",1.227,0.492,0.177,0.036,2
"6832",0.797,0.327,0.101,0.013,2
"6833",1.299,0.477,0.165,0.082,2
"6834",2.579,1.239,0.482,0.248,2
"6835",1.394,0.481,0.171,0.066,2
"6836",1.294,0.417,0.16,0.049,2
"6837",1.166,0.498,0.214,0.088,2
"6838",2.21,0.948,0.36,0.191,2
"6839",1.625,0.6,0.206,0.097,2
"6840",1.113,0.425,0.128,0.022,2
"6841",2.038,0.806,0.31,0.138,2
"6842",2.394,1.139,0.442,0.249,2
"6843",1.212,0.439,0.163,0.039,2
"6844",1.287,0.407,0.252,0.051,2
"6845",1.188,0.375,0.14,0.048,2
"6846",1.096,0.338,0.125,0.023,2
"6847",2.338,1.115,0.442,0.263,2
"6848",1.8,0.729,0.27,0.131,2
"6849",0.982,0.347,0.114,0.059,2
"6850",0.873,0.242,0.116,-0.025,2
"6851",1.182,0.433,0.167,0.158,2
"6852",1.291,0.473,0.182,0.067,2
"6853",1.017,0.035,-0.028,-0.077,2
"6854",2.28,0.962,0.355,0.209,2
"6855",1.183,0.477,0.234,0.097,2
"6856",2.135,0.842,0.309,0.143,2
"6857",1.021,0.32,0.089,-0.095,2
"6858",1.341,0.408,0.132,0.064,2
"6859",1.908,0.622,0.205,0.116,2
"6860",1.036,0.35,0.152,-0.011,2
"6861",1.155,0.263,0.296,0.08,2
"6862",1.18,0.534,0.182,0.143,2
"6863",1.059,0.362,0.133,0.04,2
"6864",0.925,0.304,0.282,-0.094,2
"6865",1.368,0.503,0.185,0.081,2
"6866",0.969,0.293,0.133,-0.003,2
"6867",2.714,1.202,0.422,0.268,2
"6868",1.652,0.433,0.191,0.09,2
"6869",1.152,0.398,0.138,0.034,2
"6870",1.34,0.524,0.17,0.126,2
"6871",1.724,0.654,0.311,0.147,2
"6872",1.008,0.325,0.145,0.056,2
"6873",1.214,0.412,0.174,0.05,2
"6874",1.59,0.576,0.231,0.134,2
"6875",2.462,1.124,0.57,0.314,2
"6876",1.237,0.124,0.028,0.028,2
"6877",1.785,0.635,0.245,0.124,2
"6878",0.993,0.252,0.12,0.007,2
"6879",1.932,0.706,0.266,0.135,2
"6880",1.418,0.488,0.185,0.071,2
"6881",1.249,0.501,0.222,0.057,2
"6882",1.45,0.658,0.289,0.143,2
"6883",2.779,1.237,0.522,0.277,2
"6884",2.653,1.328,0.541,0.274,2
"6885",1.522,0.557,0.171,0.074,2
"6886",2.083,0.845,0.28,0.151,2
"6887",1.868,0.672,0.216,0.069,2
"6888",1.5,0.528,0.205,0.079,2
"6889",1.183,0.424,0.113,0.05,2
"6890",1.202,0.532,0.208,0.11,2
"6891",1.978,0.76,0.285,0.15,2
"6892",2.601,1.209,0.453,0.262,2
"6893",0.97,0.342,0.137,0.039,2
"6894",2.45,1.014,0.344,0.199,2
"6895",1.17,0.455,0.208,0.083,2
"6896",1.101,0.392,0.144,0.044,2
"6897",2.246,0.827,0.244,0.103,2
"6898",1.537,0.608,0.193,0.094,2
"6899",1.44,0.6,0.231,0.104,2
"6900",1.458,0.537,0.168,0.1,2
"6901",2.572,1.309,0.568,0.308,2
"6902",2.435,1.126,0.48,0.309,2
"6903",1.523,0.603,0.209,0.148,2
"6904",1.103,0.388,0.159,0.064,2
"6905",2.128,1.053,0.453,0.303,2
"6906",1.591,0.622,0.218,0.102,2
"6907",1.106,0.426,0.164,0.027,2
"6908",1.18,0.452,0.182,0.139,2
"6909",2.078,0.764,0.275,0.167,2
"6910",1.177,0.389,0.174,0.054,2
"6911",1.553,0.596,0.206,0.166,2
"6912",1.38,0.526,0.168,0.096,2
"6913",1.077,0.372,0.115,0.1,2
"6914",1.76,0.642,0.258,0.169,2
"6915",1.515,0.539,0.242,0.132,2
"6916",0.925,0.364,0.146,0.062,2
"6917",0.899,0.427,0.175,0.092,2
"6918",1.035,0.312,0.072,-0.017,2
"6919",1.983,0.777,0.311,0.138,2
"6920",1.684,0.697,0.223,0.135,2
"6921",1.029,0.32,0.121,-0.046,2
"6922",1.064,0.354,0.139,0.108,2
"6923",2.05,0.908,0.393,0.219,2
"6924",2.507,1.351,0.712,0.385,2
"6925",1.007,0.315,0.146,0.065,2
"6926",0.916,0.323,0.144,0.029,2
"6927",1.136,0.46,0.092,0.095,2
"6928",2.255,0.84,0.301,0.238,2
"6929",2.364,1.099,0.382,0.221,2
"6930",1.297,0.498,0.143,0.109,2
"6931",1.43,0.602,0.252,0.155,2
"6932",1.527,0.587,0.253,0.079,2
"6933",2.135,0.816,0.254,0.155,2
"6934",0.91,0.301,0.111,0.046,2
"6935",2.142,0.844,0.337,0.118,2
"6936",1.281,0.388,0.195,0.043,2
"6937",1.296,0.475,0.154,0.038,2
"6938",2.418,0.951,0.347,0.179,2
"6939",2.66,1.3,0.565,0.307,2
"6940",1.374,0.604,0.263,0.145,2
"6941",1.165,0.422,0.139,0.055,2
"6942",2.327,0.952,0.364,0.181,2
"6943",1.133,0.43,0.133,0.051,2
"6944",1.02,0.331,0.129,0.047,2
"6945",1.353,0.485,0.175,0.079,2
"6946",2.248,0.905,0.293,0.198,2
"6947",1.128,0.413,0.136,0.012,2
"6948",2.618,1.285,0.627,0.347,2
"6949",1.009,0.357,0.174,0.056,2
"6950",1.197,0.452,0.16,0.047,2
"6951",1.335,0.425,0.159,0.061,2
"6952",1.289,0.463,0.206,0.058,2
"6953",1.588,0.613,0.229,0.106,2
"6954",1.035,0.317,0.12,0.041,2
"6955",1.238,0.546,0.243,0.109,2
"6956",1.15,0.395,0.146,0.05,2
"6957",1.72,0.672,0.277,0.145,2
"6958",1.736,0.663,0.253,0.134,2
"6959",1.728,0.662,0.265,0.121,2
"6960",0.882,0.169,0.077,-0.046,2
"6961",1.202,0.38,0.141,0.008,2
"6962",1.559,0.688,0.275,0.147,2
"6963",1.342,0.471,0.165,0.046,2
"6964",1.121,0.363,0.125,0.068,2
"6965",2.422,1.303,0.577,0.338,2
"6966",1.43,0.534,0.169,0.088,2
"6967",1.039,0.394,0.107,0.058,2
"6968",2.129,0.888,0.317,0.198,2
"6969",1.061,0.444,0.194,0.096,2
"6970",1.466,0.547,0.215,0.076,2
"6971",1.116,-0.104,-0.083,-0.092,2
"6972",1.128,0.545,0.209,0.103,2
"6973",0.998,0.337,0.086,0.032,2
"6974",1.348,0.486,0.155,0.059,2
"6975",1.371,0.551,0.185,0.015,2
"6976",1.377,0.483,0.229,0.118,2
"6977",2.283,0.861,0.325,0.18,2
"6978",1.526,0.582,0.267,0.112,2
"6979",2.319,0.93,0.329,0.191,2
"6980",0.965,0.265,0.107,-0.033,2
"6981",1.215,0.431,0.184,0.041,2
"6982",1.132,0.4,0.181,0.064,2
"6983",1.248,0.441,0.146,0.049,2
"6984",1.518,0.615,0.281,0.162,2
"6985",1.082,0.368,0.133,0.13,2
"6986",2.537,1.233,0.539,0.251,2
"6987",2.599,1.378,0.658,0.386,2
"6988",0.926,0.378,0.146,0.067,2
"6989",1.59,0.683,0.223,0.131,2
"6990",1.96,0.779,0.338,0.201,2
"6991",1.32,0.462,0.199,0.17,2
"6992",1.092,0.403,0.153,0.073,2
"6993",1.343,0.474,0.149,0.091,2
"6994",1.011,0.389,0.141,0.097,2
"6995",1.115,0.371,0.133,0.075,2
"6996",1.462,0.544,0.199,0.118,2
"6997",2.504,1.252,0.474,0.292,2
"6998",1.705,0.634,0.239,0.128,2
"6999",1.138,0.377,0.163,0.055,2
"7000",1.116,0.378,0.148,0.026,2
"7001",0.351,-0.049,-0.168,-0.355,3
"7002",-0.144,-0.435,-0.277,-0.875,3
"7003",0.322,0.039,-0.068,-0.219,3
"7004",0.382,0.116,-0.105,0.018,3
"7005",0.394,0.081,-0.076,-0.072,3
"7006",0.017,-0.328,-0.356,-0.236,3
"7007",0.435,-0.193,-0.198,-0.239,3
"7008",0.418,0.042,0.019,-0.145,3
"7009",0.26,0.043,-0.077,-0.077,3
"7010",0.438,-0.225,-0.227,-0.206,3
"7011",0.575,0.204,0.042,-0.026,3
"7012",0.201,-0.307,-0.322,-0.27,3
"7013",-0.18,-0.281,-0.174,-0.378,3
"7014",0.301,-0.246,-0.218,-0.202,3
"7015",0.39,0.023,-0.092,-0.006,3
"7016",0.491,0.026,-0.087,-0.084,3
"7017",0.455,-0.051,-0.08,-0.189,3
"7018",0.455,-0.051,-0.08,-0.189,3
"7019",0.341,-0.223,-0.258,-0.194,3
"7020",0.406,0.008,-0.053,-0.09,3
"7021",0.038,-0.185,-0.432,-0.218,3
"7022",0.472,0.015,-0.085,-0.183,3
"7023",-0.375,-0.415,-0.36,-0.297,3
"7024",0.324,0.02,-0.098,-0.091,3
"7025",-0.304,-0.492,-0.375,-0.114,3
"7026",0.055,-0.274,-0.263,-0.134,3
"7027",0.459,-0.053,-0.033,-0.054,3
"7028",0.285,-0.312,-0.183,0.051,3
"7029",0.154,-0.245,-0.242,-0.226,3
"7030",0.153,-0.286,-0.281,-0.176,3
"7031",-0.09,-0.285,-0.282,-0.289,3
"7032",-0.087,-0.348,-0.221,-0.035,3
"7033",-0.266,-0.353,-0.448,0.223,3
"7034",0.088,-0.368,-0.257,-0.302,3
"7035",0.34,-0.032,-0.114,-0.193,3
"7036",0.339,0.038,-0.088,-0.002,3
"7037",-0.057,-0.385,-0.317,-0.306,3
"7038",0.288,-0.145,-0.196,-0.249,3
"7039",0.465,-0.058,-0.146,-0.179,3
"7040",0.542,0.018,-0.08,-0.116,3
"7041",0.467,0.144,0.02,-0.012,3
"7042",0.601,-0.087,-0.209,-0.214,3
"7043",0.463,-0.053,-0.192,-0.134,3
"7044",0.599,-0.262,-0.262,-0.137,3
"7045",0.244,-0.257,-0.382,-0.439,3
"7046",-0.097,-0.371,-0.299,-0.248,3
"7047",-0.346,-0.49,-0.331,-0.246,3
"7048",0.348,-0.166,-0.246,-0.215,3
"7049",0.331,0.047,-0.219,0.15,3
"7050",-0.114,-0.325,-0.276,-0.5,3
"7051",0.377,0.02,-0.091,-0.213,3
"7052",0.638,-0.119,-0.146,-0.251,3
"7053",0.517,0.553,1.029,0.67,3
"7054",0.517,0.553,1.029,0.67,3
"7055",0.388,0.057,-0.055,-0.211,3
"7056",0.388,0.057,-0.055,-0.211,3
"7057",0.454,-0.035,-0.166,-0.051,3
"7058",0.243,-0.298,-0.304,-0.14,3
"7059",-0.04,0.068,0.59,0.51,3
"7060",0.388,-0.067,-0.068,-0.185,3
"7061",0.388,-0.067,-0.068,-0.185,3
"7062",0.388,-0.067,-0.068,-0.185,3
"7063",0.388,-0.067,-0.068,-0.185,3
"7064",-0.005,-0.303,-0.31,-0.154,3
"7065",0.436,-0.044,-0.122,-0.325,3
"7066",0.406,0,-0.069,-0.134,3
"7067",0.429,-0.041,-0.105,-0.283,3
"7068",0.421,-0.023,-0.033,-0.118,3
"7069",0.421,-0.023,-0.033,-0.118,3
"7070",0.429,0.027,-0.071,-0.121,3
"7071",-0.227,-0.481,-0.311,-0.362,3
"7072",0.364,0.258,0.757,0.578,3
"7073",0.337,0.285,-0.084,0.094,3
"7074",0.444,-0.056,-0.109,-0.093,3
"7075",0.162,-0.285,-0.334,-0.202,3
"7076",0.488,0.089,0.05,-0.087,3
"7077",0.442,-0.013,-0.063,-0.19,3
"7078",0.394,0.064,0.01,-0.168,3
"7079",-0.525,-0.471,-0.331,-0.436,3
"7080",0.525,-0.145,-0.109,-0.248,3
"7081",0.332,-0.257,-0.243,-0.298,3
"7082",0.213,-0.123,-0.175,-0.132,3
"7083",0.359,-0.155,-0.204,-0.097,3
"7084",0.388,0.262,0.841,0.645,3
"7085",0.388,0.262,0.841,0.645,3
"7086",-0.01,-0.35,-0.257,-0.173,3
"7087",0.06,-0.325,-0.302,-0.464,3
"7088",0.468,0.469,0.299,0.282,3
"7089",0.07,-0.305,-0.351,-0.239,3
"7090",0.504,-0.148,-0.172,-0.177,3
"7091",-0.3,-0.169,0.253,0.31,3
"7092",-0.3,-0.169,0.253,0.31,3
"7093",-0.188,-0.256,-0.247,-0.067,3
"7094",0.441,-0.087,-0.182,-0.224,3
"7095",0.449,-0.164,-0.192,-0.224,3
"7096",-0.024,-0.3,-0.322,-0.869,3
"7097",0.151,-0.069,-0.161,-0.252,3
"7098",0.151,-0.069,-0.161,-0.252,3
"7099",0.323,0.032,-0.032,-0.131,3
"7100",0.434,0.149,-0.045,-0.149,3
"7101",0.384,0.023,-0.068,-0.123,3
"7102",-0.067,-0.425,-0.375,-1.374,3
"7103",-0.122,-0.329,-0.285,-0.266,3
"7104",0.553,0.308,0.011,-0.021,3
"7105",0.583,0.16,0.096,-0.071,3
"7106",0.583,0.16,0.096,-0.071,3
"7107",0.583,0.16,0.096,-0.071,3
"7108",0.238,0.058,-0.037,-0.164,3
"7109",0.238,0.058,-0.037,-0.164,3
"7110",0.238,0.058,-0.037,-0.164,3
"7111",0.389,-0.291,-0.328,-0.216,3
"7112",0.468,-0.099,-0.156,-0.017,3
"7113",-0.006,-0.347,-0.298,-0.196,3
"7114",-0.006,-0.347,-0.298,-0.196,3
"7115",0.145,-0.29,-0.266,-0.162,3
"7116",0.512,0.204,0.043,-0.062,3
"7117",-0.114,-0.334,-0.231,-0.312,3
"7118",-0.104,-0.182,-0.3,-0.149,3
"7119",0.139,-0.299,-0.2,-0.302,3
"7120",0.447,-0.186,-0.172,-0.167,3
"7121",-0.274,-0.43,-0.245,0.002,3
"7122",0.482,-0.384,-0.213,-0.167,3
"7123",0.379,-0.211,-0.186,-0.169,3
"7124",-0.061,-0.259,-0.325,-0.058,3
"7125",0.452,0.021,0.008,-0.309,3
"7126",0.254,-0.263,-0.371,0.292,3
"7127",0.283,-0.281,-0.294,-0.221,3
"7128",0.113,-0.116,-0.166,-0.087,3
"7129",0.364,-0.167,-0.183,-0.131,3
"7130",0.032,-0.325,-0.276,-0.334,3
"7131",0.061,-0.409,-0.237,-0.208,3
"7132",0.385,0.002,-0.081,-0.143,3
"7133",0.413,-0.215,-0.225,-0.378,3
"7134",0.295,-0.282,-0.307,0.104,3
"7135",0.404,-0.171,-0.16,-0.181,3
"7136",0.14,0.011,-0.124,-0.186,3
"7137",-0.302,-0.378,-0.357,-0.246,3
"7138",0.362,-0.162,-0.186,-0.301,3
"7139",0.368,-0.218,-0.229,-0.347,3
"7140",-0.258,-0.4,-0.296,-0.239,3
"7141",0.475,0.025,0.021,-0.257,3
"7142",0.52,-0.15,-0.231,-0.248,3
"7143",0.536,-0.05,-0.069,-0.173,3
"7144",-0.023,-0.297,-0.242,0.06,3
"7145",0.22,0.008,0.687,0.61,3
"7146",0.443,0.086,-0.033,0.102,3
"7147",-0.071,-0.312,-0.331,-0.237,3
"7148",0.114,-0.348,-0.284,-0.288,3
"7149",0.264,-0.09,-0.302,0.239,3
"7150",0.419,0.1,-0.026,-0.072,3
"7151",0.419,0.1,-0.026,-0.072,3
"7152",0.417,-0.245,-0.206,-0.142,3
"7153",0.99,0.854,0.827,0.481,3
"7154",0.099,-0.342,-0.322,-0.352,3
"7155",0.203,0.262,0.824,0.636,3
"7156",0.06,0.003,0.754,0.559,3
"7157",0.541,-0.399,-0.251,-0.226,3
"7158",0.385,0.019,-0.038,-0.098,3
"7159",-0.102,-0.379,-0.289,-0.301,3
"7160",0.354,-0.002,0.032,-0.746,3
"7161",0.581,-0.022,-0.017,-0.281,3
"7162",0.562,0.634,0.981,0.648,3
"7163",0.545,0.115,0.042,-0.082,3
"7164",0.127,-0.248,-0.276,-0.372,3
"7165",0.43,-0.065,-0.124,-0.144,3
"7166",0.471,-0.168,-0.183,-0.948,3
"7167",0.506,-0.014,-0.065,-0.15,3
"7168",0.415,-0.037,-0.111,0.007,3
"7169",-0.114,-0.301,-0.212,-0.259,3
"7170",0.332,-0.032,-0.177,-0.123,3
"7171",-0.004,-0.36,-0.293,-0.383,3
"7172",0.199,-0.319,-0.201,0.273,3
"7173",0.194,-0.299,-0.218,-0.337,3
"7174",0.185,-0.359,-0.321,-0.474,3
"7175",-0.035,-0.268,-0.257,-0.385,3
"7176",-0.248,-0.481,-0.264,-0.398,3
"7177",-0.016,-0.272,-0.234,-0.252,3
"7178",0.377,-0.182,-0.188,-0.04,3
"7179",0.377,-0.182,-0.188,-0.04,3
"7180",-0.084,-0.309,-0.325,0.108,3
"7181",-0.084,-0.309,-0.325,0.108,3
"7182",0.049,-0.184,0.278,0.105,3
"7183",0.036,0.411,0.983,0.667,3
"7184",-0.164,-0.391,-0.262,-0.446,3
"7185",-0.164,-0.391,-0.262,-0.446,3
"7186",0.404,-0.13,-0.142,-0.105,3
"7187",0.404,-0.13,-0.142,-0.105,3
"7188",-0.306,-0.455,-0.316,-0.204,3
"7189",0.528,0.196,0.06,-0.138,3
"7190",0.531,-0.055,-0.083,-0.165,3
"7191",0.531,-0.055,-0.083,-0.165,3
"7192",0.269,-0.273,-0.257,-0.284,3
"7193",0.573,0.171,0.074,-0.049,3
"7194",0.573,0.171,0.074,-0.049,3
"7195",0.573,0.171,0.074,-0.049,3
"7196",-0.111,-0.253,-0.275,-0.272,3
"7197",-0.238,-0.411,-0.288,-0.657,3
"7198",-0.238,-0.411,-0.288,-0.657,3
"7199",0.361,-0.021,-0.154,-0.173,3
"7200",0.042,-0.469,-0.27,-0.317,3
"7201",0.042,-0.469,-0.27,-0.317,3
"7202",0.417,-0.047,-0.06,-0.193,3
"7203",0.417,-0.047,-0.06,-0.193,3
"7204",0.417,-0.047,-0.06,-0.193,3
"7205",0.417,-0.047,-0.06,-0.193,3
"7206",0.427,-0.072,-0.146,-0.293,3
"7207",0.427,-0.072,-0.146,-0.293,3
"7208",-0.393,-0.412,-0.293,-0.257,3
"7209",0.456,-0.055,-0.154,-0.195,3
"7210",0.503,0.006,-0.031,-0.157,3
"7211",0.133,-0.254,-0.265,-0.337,3
"7212",0.133,-0.254,-0.265,-0.337,3
"7213",-0.001,0.051,0.652,0.682,3
"7214",-0.001,0.051,0.652,0.682,3
"7215",0.177,-0.272,-0.243,-0.427,3
"7216",0.177,-0.272,-0.243,-0.427,3
"7217",0.357,-0.057,-0.1,-0.211,3
"7218",0.357,-0.057,-0.1,-0.211,3
"7219",0.409,0.019,-0.021,-0.175,3
"7220",0.409,0.019,-0.021,-0.175,3
"7221",0.508,0.007,-0.077,-0.025,3
"7222",0.662,0.542,1.083,0.721,3
"7223",0.066,-0.279,-0.283,-0.278,3
"7224",0.456,0.134,0.011,-0.045,3
"7225",-0.018,-0.363,-0.285,-0.372,3
"7226",-0.018,-0.363,-0.285,-0.372,3
"7227",0.299,-0.198,-0.251,-0.221,3
"7228",0.387,-0.105,-0.296,-0.294,3
"7229",-0.126,-0.26,-0.284,0.034,3
"7230",0.4,0.059,-0.075,0.042,3
"7231",0.027,-0.34,-0.232,-0.113,3
"7232",0.027,-0.34,-0.232,-0.113,3
"7233",0.071,-0.221,-0.114,-0.247,3
"7234",0.29,-0.247,-0.186,-0.233,3
"7235",0.29,-0.247,-0.186,-0.233,3
"7236",0.47,-0.166,-0.183,0.027,3
"7237",0.442,-0.006,-0.092,0.036,3
"7238",0.515,0.011,-0.042,-0.169,3
"7239",0.319,-0.055,-0.07,-0.328,3
"7240",0.319,-0.055,-0.07,-0.328,3
"7241",0.319,-0.055,-0.07,-0.328,3
"7242",0.532,0.218,0.043,0.008,3
"7243",0.395,-0.068,-0.217,0.082,3
"7244",0.395,-0.068,-0.217,0.082,3
"7245",0.22,-0.214,-0.3,-0.104,3
"7246",0.448,-0.185,-0.17,-0.167,3
"7247",0.401,-0.184,-0.188,-0.03,3
"7248",0.401,-0.184,-0.188,-0.03,3
"7249",0.401,-0.184,-0.188,-0.03,3
"7250",-0.011,-0.269,-0.334,-0.17,3
"7251",-0.011,-0.269,-0.334,-0.17,3
"7252",-0.011,-0.269,-0.334,-0.17,3
"7253",0.071,-0.41,-0.3,-0.326,3
"7254",0.071,-0.41,-0.3,-0.326,3
"7255",0.05,-0.11,-0.111,-0.122,3
"7256",0.498,0.042,-0.097,-0.058,3
"7257",0.544,0.115,0.088,-0.028,3
"7258",0.362,-0.002,0.02,-0.144,3
"7259",-0.115,0.136,0.31,0.291,3
"7260",-0.115,0.136,0.31,0.291,3
"7261",-0.115,0.136,0.31,0.291,3
"7262",0.219,-0.22,-0.12,-0.252,3
"7263",0.478,-0.256,-0.194,-0.306,3
"7264",0.478,-0.256,-0.194,-0.306,3
"7265",0.478,-0.256,-0.194,-0.306,3
"7266",0.514,-0.224,-0.244,-0.093,3
"7267",-0.169,-0.396,-0.307,-0.316,3
"7268",0.46,-0.268,-0.329,0.213,3
"7269",0.055,-0.38,-0.287,-0.333,3
"7270",-0.056,-0.359,-0.29,-0.22,3
"7271",0.483,-0.11,-0.196,-0.239,3
"7272",0.097,-0.212,-0.181,0.115,3
"7273",0.097,-0.212,-0.181,0.115,3
"7274",0.097,-0.212,-0.181,0.115,3
"7275",0.131,0.011,-0.057,-0.146,3
"7276",0.446,0.028,-0.044,-0.152,3
"7277",0.446,0.028,-0.044,-0.152,3
"7278",0.446,0.028,-0.044,-0.152,3
"7279",0.487,-0.243,-0.224,-0.102,3
"7280",0.264,-0.201,-0.165,0.229,3
"7281",0.264,-0.201,-0.165,0.229,3
"7282",0.264,-0.201,-0.165,0.229,3
"7283",0.456,0.153,0.015,-0.094,3
"7284",0.456,0.153,0.015,-0.094,3
"7285",0.456,0.153,0.015,-0.094,3
"7286",0.08,-0.318,-0.256,-0.357,3
"7287",-0.323,-0.444,-0.326,-0.327,3
"7288",0.483,0.012,-0.077,-0.256,3
"7289",0.481,-0.068,-0.093,-0.173,3
"7290",0.534,0.257,0.064,0.012,3
"7291",0.534,0.257,0.064,0.012,3
"7292",0.534,0.257,0.064,0.012,3
"7293",0.404,-0.132,-0.113,-0.297,3
"7294",0.404,-0.132,-0.113,-0.297,3
"7295",0.404,-0.132,-0.113,-0.297,3
"7296",0.467,-0.266,-0.26,-0.232,3
"7297",0.336,-0.247,-0.175,-0.246,3
"7298",0.433,-0.017,-0.077,-0.181,3
"7299",-0.01,-0.272,-0.168,-0.168,3
"7300",-0.01,-0.272,-0.168,-0.168,3
"7301",0.209,-0.265,-0.226,-0.138,3
"7302",0.36,-0.039,-0.182,0.112,3
"7303",0.467,-0.003,-0.004,-0.022,3
"7304",0.467,-0.003,-0.004,-0.022,3
"7305",0.467,-0.003,-0.004,-0.022,3
"7306",0.291,-0.097,0.326,0.53,3
"7307",0.362,-0.18,-0.339,-0.259,3
"7308",0.362,-0.18,-0.339,-0.259,3
"7309",0.362,-0.18,-0.339,-0.259,3
"7310",0.398,-0.007,-0.13,-0.259,3
"7311",0.163,-0.131,-0.144,-0.159,3
"7312",0.195,-0.237,-0.209,-0.098,3
"7313",0.401,-0.109,-0.168,-0.269,3
"7314",-0.097,-0.339,-0.229,-0.256,3
"7315",0.504,0.218,-0.003,-0.076,3
"7316",0.459,0.065,0.042,-0.114,3
"7317",-0.054,-0.341,-0.229,-0.445,3
"7318",-0.154,-0.405,-0.204,0.282,3
"7319",-0.379,-0.386,-0.113,-0.069,3
"7320",0.124,-0.275,-0.327,-0.318,3
"7321",0.372,0.115,-0.043,-0.422,3
"7322",0.36,-0.219,-0.07,-0.254,3
"7323",0.301,-0.112,-0.162,-0.354,3
"7324",0.301,-0.112,-0.162,-0.354,3
"7325",0.301,-0.112,-0.162,-0.354,3
"7326",0.39,-0.214,-0.134,-0.038,3
"7327",0.121,-0.173,-0.367,-0.764,3
"7328",0.379,-0.044,-0.074,-0.254,3
"7329",0.038,-0.402,-0.264,-0.203,3
"7330",0.498,-0.084,-0.113,-0.116,3
"7331",0.498,-0.084,-0.113,-0.116,3
"7332",0.498,-0.084,-0.113,-0.116,3
"7333",0.721,0.611,1.079,0.716,3
"7334",0.721,0.611,1.079,0.716,3
"7335",0.721,0.611,1.079,0.716,3
"7336",0.721,0.611,1.079,0.716,3
"7337",-0.079,-0.131,-0.113,-1.612,3
"7338",0.612,0.713,1.174,0.748,3
"7339",0.612,0.713,1.174,0.748,3
"7340",0.612,0.713,1.174,0.748,3
"7341",0.612,0.713,1.174,0.748,3
"7342",0.415,-0.169,-0.242,-0.44,3
"7343",0.405,-0.222,-0.142,-0.232,3
"7344",0.224,0.025,0.934,0.612,3
"7345",0.351,-0.229,-0.232,-0.228,3
"7346",0.439,0.174,0.035,-0.05,3
"7347",0.439,0.174,0.035,-0.05,3
"7348",0.439,0.174,0.035,-0.05,3
"7349",0.364,0.09,-0.08,-0.127,3
"7350",0.291,-0.166,0.259,0.431,3
"7351",0.291,-0.166,0.259,0.431,3
"7352",0.291,-0.166,0.259,0.431,3
"7353",-0.2,-0.454,-0.111,-0.501,3
"7354",-0.2,-0.454,-0.111,-0.501,3
"7355",0.386,0.488,0.825,0.486,3
"7356",-0.396,-0.45,-0.184,0.079,3
"7357",0.317,-0.303,-0.212,-0.342,3
"7358",0.317,-0.303,-0.212,-0.342,3
"7359",-0.365,-0.396,-0.318,-0.293,3
"7360",0.436,0.117,-0.041,0.001,3
"7361",-0.033,-0.299,-0.284,-0.357,3
"7362",-0.014,-0.267,-0.411,-0.566,3
"7363",0.441,0.023,-0.04,-0.147,3
"7364",0.435,-0.19,-0.16,-0.243,3
"7365",-0.212,-0.252,-0.351,-0.084,3
"7366",0.305,-0.059,-0.061,-0.093,3
"7367",0.546,-0.063,-0.041,-0.189,3
"7368",0.497,-0.226,-0.173,-0.368,3
"7369",0.135,-0.173,-0.165,-0.263,3
"7370",0.359,0.042,-0.062,-0.189,3
"7371",0.534,0.625,0.81,0.518,3
"7372",-0.127,-0.379,-0.264,-0.319,3
"7373",0.374,0.195,-0.006,0.105,3
"7374",0.48,-0.148,0.236,0.476,3
"7375",0.437,-0.185,-0.183,-0.141,3
"7376",0.324,-0.065,-0.137,-0.258,3
"7377",0.096,-0.257,-0.265,-0.186,3
"7378",0.465,-0.104,-0.183,-0.24,3
"7379",0.074,-0.317,-0.337,-0.266,3
"7380",0.561,0.248,0.112,-0.037,3
"7381",-0.443,-0.433,-0.394,-0.31,3
"7382",0.224,0.301,0.698,0.488,3
"7383",0.224,0.301,0.698,0.488,3
"7384",0.195,-0.07,0.025,0.261,3
"7385",0.195,-0.07,0.025,0.261,3
"7386",0.195,-0.07,0.025,0.261,3
"7387",0.045,-0.283,-0.238,-0.242,3
"7388",0.321,0.072,-0.046,-0.088,3
"7389",-0.457,-0.51,-0.36,-0.334,3
"7390",0.434,0.07,-0.032,-0.095,3
"7391",0.176,-0.333,-0.24,-0.523,3
"7392",0.421,0.014,-0.055,-0.123,3
"7393",0.368,-0.162,-0.194,-0.063,3
"7394",0.516,3.884,-0.118,1.317,3
"7395",0.117,-0.225,-0.13,-0.135,3
"7396",-0.491,-0.36,-0.283,-0.337,3
"7397",0.556,-0.032,0.001,0.221,3
"7398",-0.052,-0.251,0.042,-0.544,3
"7399",0.622,0.483,0.834,0.632,3
"7400",0.544,0.213,0.088,-0.058,3
"7401",0.333,-0.232,-0.287,-0.149,3
"7402",-0.428,-0.459,-0.318,-0.381,3
"7403",-0.018,-0.334,-0.155,0.076,3
"7404",-0.018,-0.334,-0.155,0.076,3
"7405",0.064,-0.064,-0.028,-0.394,3
"7406",0.299,0.142,-0.01,-0.188,3
"7407",0.353,-0.001,-0.032,-0.142,3
"7408",0.353,-0.001,-0.032,-0.142,3
"7409",0.365,-0.069,-0.052,-0.12,3
"7410",0.365,-0.069,-0.052,-0.12,3
