"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","y"
"3824",657.5,471.876,1.393,1.466,1228,767.625,393.25,169.375,86.375,42.25,13.75,0.625,0.087,0.159,0.281,0.429,0.537,0.631,0.767,0.933,2.602,1.627,0.833,0.359,0.183,0.09,0.029,0.001,6.418,6.103,6.061,12.58,12.42,2,232.125,141.75,72.25,39.625,23.5,17.125,9.125,7.75,38.842,47.286,38.365,32.946,34.111,37.525,44.694,53.864,1.196,1.066,19.138,1.83,982.5,401.75,75.25,24.375,6.875,1.375,0,0,245.5,365.875,318,145,79.5,40.875,13.75,0.625,30.783,284.311,1
"3825",802.5,541.246,1.483,1.475,1305.75,763.875,342.25,63,17.75,9.125,3.875,1.375,0.037,0.073,0.124,0.205,0.608,0.712,0.813,0.905,2.412,1.411,0.632,0.116,0.033,0.017,0.007,0.003,8.026,5.995,5.606,2.062,3.354,1.414,286.375,151.5,74.875,40.875,23.375,16.75,12.75,8.625,11.076,13.218,22.522,38.514,66.201,77.823,99.926,105.817,0.237,0.223,18.97,9.17,991.875,304.625,27,0,0,0,0,0,313.875,459.25,315.25,63,17.75,9.125,3.875,1.375,39.844,364.316,1
"3826",677.625,461.727,1.468,1.377,1386.75,1063.75,664.625,273.5,134.125,59.75,18.375,3,0.041,0.055,0.078,0.156,0.306,0.664,1.217,0.932,3.003,2.304,1.439,0.592,0.29,0.129,0.04,0.006,7.145,6.719,6.245,13.388,13.134,1.118,121.625,69.125,45.5,33.375,28.5,23.625,19,14.625,22.21,36.445,53.24,67.509,72.475,75.871,78.874,74,2.948,1.79,17.739,0.827,1072,629,282.75,99.125,44.5,15,1,0,314.75,434.75,381.875,174.375,89.625,44.75,17.375,3,33.103,351.353,1
"3827",623.125,436.055,1.429,1.374,1168.25,734.75,403.25,161,77.25,36.875,10,0.25,0.137,0.247,0.405,0.687,0.921,1.151,1.535,2.566,2.679,1.685,0.925,0.369,0.177,0.085,0.023,0.001,6.113,5.749,5.732,1.118,3.841,3.674,207.25,123.625,62.125,34.375,20.625,12.5,7.5,5,43.177,52.307,53.263,52.679,54.222,82.728,68.979,109.346,1.243,1.073,16.575,1.186,913.75,382.375,82.875,22.625,8,0.5,0,0,254.5,352.375,320.375,138.375,69.25,36.375,10,0.25,30.3,282.295,1
"3828",552.875,392.708,1.408,1.324,1241.875,921.75,570.875,254.875,132.625,59.625,16.375,1.625,0.155,0.221,0.347,0.585,0.797,1.055,1.655,1.887,3.162,2.347,1.454,0.649,0.338,0.152,0.042,0.004,6.866,6.861,6.477,1,0.866,0.866,176.25,102.125,74.875,52,39.375,27.5,19.375,12.375,9.532,5.211,11.328,24.193,36.981,53.673,52.458,71.017,1.771,1.147,16.838,5.571,1666.625,595.625,188.25,36.75,13.5,5.125,0.625,0,-424.75,326.125,382.625,218.125,119.125,54.5,15.75,1.625,NA,265.297,1
"3829",567.625,396.463,1.432,1.308,1085.25,693.125,373.375,163.375,87.75,44,18.75,1.75,0.105,0.186,0.312,0.514,0.636,0.749,0.82,1.433,2.737,1.748,0.942,0.412,0.221,0.111,0.047,0.004,6.869,6.631,6.2,0.707,0.866,1.5,191.875,114.25,57.5,35,22.75,17.375,11.375,8.375,39.652,51.062,57.231,66.359,75.262,87.013,100.973,118.015,1.526,1.257,17.677,1.027,1584.375,601.75,161.375,43.25,15.5,3.25,0,0,-499.125,91.375,212,120.125,72.25,40.75,18.75,1.75,NA,255.273,1
"3830",354,263.014,1.346,1.133,732.625,517.5,328.5,153.625,80,37.875,12.875,1.75,0.231,0.353,0.485,0.755,0.979,1.287,1.763,2.232,2.785,1.968,1.249,0.584,0.304,0.144,0.049,0.007,6.975,6.522,6.502,6.062,5.22,1.225,81.625,33.25,10.25,4.875,0.25,0.125,0,0,34.321,50.886,62.006,69.57,141.162,156.881,0,0,7.805,7.769,14.396,0.14,595.75,334.25,185.25,71.75,30.875,10.25,1.625,0,136.875,183.25,143.25,81.875,49.125,27.625,11.25,1.75,15.689,155.197,1
"3831",498.125,362.664,1.374,1.304,1158.75,887.875,532,220.375,117.5,58.875,20,1.25,0.111,0.15,0.231,0.428,0.632,0.895,1.355,2.056,3.195,2.448,1.467,0.608,0.324,0.162,0.055,0.003,6.458,6.081,5.97,13.592,13.509,1.5,133.375,80.75,58.375,42.625,31.625,25.75,19,14.375,5.543,11.075,14.625,19.949,22.77,24.729,25.717,34.943,2.013,1.381,16.689,4.087,906,506.5,201.875,56.375,18.875,4.75,0,0,252.75,381.375,330.125,164,98.625,54.125,20,1.25,23.983,251.262,1
"3832",611.5,425.808,1.436,1.351,1275,914,583.625,260.5,138.125,65.375,21.25,5.75,0.144,0.212,0.319,0.546,0.732,0.931,1.343,1.052,2.994,2.147,1.371,0.612,0.324,0.154,0.05,0.014,8.115,8.055,6.411,1,7.45,7.583,181.625,107.625,76.625,56.5,44.125,33.875,27.125,21.25,6.239,9.799,13.273,26.694,36.787,39.507,42.01,52.733,1.803,1.157,16.102,5.099,1723.25,621.375,226.25,56.75,26.125,12.5,5.5,2.875,-448.25,292.625,357.375,203.75,112,52.875,15.75,2.875,NA,304.334,1
"3833",489.875,355.136,1.379,1.285,1147.5,838.125,471.5,156.125,70.625,32.875,11.25,2,0.045,0.069,0.12,0.155,0.284,0.371,0.734,1.551,3.231,2.36,1.328,0.44,0.199,0.093,0.032,0.006,6.685,6.331,6.187,5.05,12.359,8.139,137.75,94.5,62.25,48.375,33.375,25.625,19.125,14.75,19.081,21.877,17.534,17.815,20.389,24.199,25.641,30.727,1.135,0.68,14.193,4.976,961.25,571.625,257.875,77.5,29.25,7.25,0.25,0,186.25,266.5,213.625,78.625,41.375,25.625,11,2,24.87,253.302,1
"3834",546,385.018,1.418,1.301,1218.5,950.25,591.125,261.5,139.5,67.625,23.375,1.75,0.086,0.114,0.169,0.302,0.431,0.645,0.909,1.709,3.165,2.468,1.535,0.679,0.362,0.176,0.061,0.005,6.551,6.11,6.022,12.46,13.304,5.123,123.375,64.625,51.75,40.375,29.875,24.125,17.75,13,15.395,25.463,28.302,30.419,32.263,35.773,33.676,37.641,2.696,1.675,15.435,1.653,926.5,504.5,211.625,53.375,19.125,4.125,0,0,292,445.75,379.5,208.125,120.375,63.5,23.375,1.75,26.455,281.288,1
"3835",678.25,460.247,1.474,1.369,1376.375,1056.625,672.25,280.875,136.75,62.625,19.75,3,0.066,0.091,0.126,0.218,0.332,0.549,0.866,0.531,2.991,2.296,1.461,0.61,0.297,0.136,0.043,0.007,6.823,6.364,6.345,12.659,5.099,11.281,125.75,77.125,45.75,36.75,29,22.75,19.25,15.75,20.685,26.501,41.444,47.371,48.353,51.57,51.775,55.141,2.989,1.704,17.293,1.087,1095.625,648.25,295.375,97.375,44.125,16.125,1.5,0,280.75,408.375,376.875,183.5,92.625,46.5,18.25,3,34.348,365.792,1
"3836",595.625,411.606,1.447,1.318,1104.25,730.75,398.875,148,63.25,31.75,13.375,3.75,0.094,0.154,0.264,0.567,0.977,1.203,1.4,1.564,2.683,1.775,0.969,0.36,0.154,0.077,0.032,0.009,8.07,7.31,6.886,0.707,4.416,3.937,180.375,103.875,43.75,23.5,14.875,10.375,8,4.75,27.133,35.474,44.106,52.461,67.844,81.987,92.198,128.504,1.446,1.351,16.691,1.171,907.5,410.25,136.375,43.125,15.875,4.25,0.375,0,196.75,320.5,262.5,104.875,47.375,27.5,13,3.75,29.529,296.153,1
"3837",732.75,499.873,1.466,1.434,1386.75,965,588.625,261.75,148,78.875,27,4.5,0.103,0.158,0.242,0.428,0.534,0.669,0.689,1.305,2.774,1.93,1.178,0.524,0.296,0.158,0.054,0.009,7.029,6.342,6.303,2.062,1.871,3.571,236,110.25,84,68.375,51.75,42,32.125,22,24.508,36.209,41.87,47.02,53.675,61.699,66.546,78.858,1.762,1.154,15.859,1.774,1121.5,534.5,219.625,59.25,24.625,5.875,0,0,265.25,430.5,369,202.5,123.375,73,27,4.5,34.617,342.355,1
"3838",670.125,472.49,1.418,1.441,1165.625,864.375,540.875,248.75,123.75,58.625,21.75,2,0.071,0.1,0.153,0.275,0.412,0.5,0.579,0.697,2.467,1.829,1.145,0.526,0.262,0.124,0.046,0.004,6.438,6.364,6.251,6.745,7.089,0.866,131.375,36.5,25,14,9.625,7.5,6.25,4.75,19.087,54.348,73.692,106.512,133.14,144.932,153.666,165.357,4.95,4.188,17.897,0.286,882.625,360.25,103.875,25,8.875,1.75,0,0,283,504.125,437,223.75,114.875,56.875,21.75,2,31.468,319.313,1
"3839",508.625,379.275,1.341,1.366,1141.625,849.375,493.375,174.625,81.625,36.5,10.875,1.5,0.019,0.029,0.047,0.112,0.208,0.345,0.473,1.673,3.01,2.239,1.301,0.46,0.215,0.096,0.029,0.004,6.383,6.213,6.204,1.118,13.162,13.638,110.25,63.75,48.375,32.875,24.375,19.5,13,9,18.726,15.916,17.157,18.606,14.438,15.731,32.178,31.298,1.687,1.11,16.212,3.503,922.125,504.5,198.875,55.25,19.375,4.625,0,0,219.5,344.875,294.5,119.375,62.25,31.875,10.875,1.5,24.279,251.262,1
"3840",619.5,428.951,1.444,1.348,1233.375,943.375,608.125,264.25,135,70.25,24.875,2.375,0.042,0.058,0.093,0.228,0.323,0.418,0.627,1.116,2.875,2.199,1.418,0.616,0.315,0.164,0.058,0.006,6.591,6.412,6.366,6.5,0.707,6.185,98.625,46,29.25,21.25,14.5,10.625,6.75,4.75,26.313,50.95,71.323,87.517,108.109,124.254,148.677,161.377,4.615,3.306,15.731,0.333,995.25,563.625,265.875,89.25,34.75,13,5.375,1.625,238.125,379.75,342.25,175,100.25,57.25,19.5,0.75,30.699,353.172,1
"3841",416,314.023,1.325,1.258,714.625,440.625,262.375,114.875,54.5,23.875,6.25,1.375,0.104,0.192,0.281,0.435,0.557,0.627,1.529,2.033,2.276,1.403,0.836,0.366,0.174,0.076,0.02,0.004,6.357,6.343,6.294,1.118,1.118,1.414,107.25,37.375,15.375,6.625,2.5,1.625,1.125,0.5,32.58,46.737,70.948,90.193,118.492,130.67,141.734,153.064,3.545,3.604,14.64,0.259,504.25,113.625,0,0,0,0,0,0,210.375,327,262.375,114.875,54.5,23.875,6.25,1.375,17.41,154.213,1
"3842",1162.875,745.743,1.559,1.647,1806.625,1090.25,565.5,218.375,108.375,55.375,21.125,3.5,0.06,0.11,0.185,0.326,0.423,0.503,0.596,0.758,2.423,1.462,0.758,0.293,0.145,0.074,0.028,0.005,6.912,6.785,6.597,1.118,0.866,0.707,354.375,195.25,90.875,47.625,31.875,24.625,16.875,13.125,30.807,42.22,48.262,59.774,81.243,91.455,112.662,131.974,1.193,1.163,19.751,1.508,2361.375,900,255.25,63.5,26.875,9.875,4.5,1.875,-554.75,190.25,310.25,154.875,81.5,45.5,16.625,1.625,NA,538.619,1
"3843",838.25,571.238,1.467,1.532,1337.125,915.125,567.125,231.125,104.75,44.25,16,3.625,0.082,0.131,0.193,0.362,0.544,0.618,0.624,1.097,2.341,1.602,0.993,0.405,0.183,0.077,0.028,0.006,7.452,6.908,6.765,0.707,2.55,3,161.25,81.625,33.75,19.625,15,11.875,9.375,7.625,30.635,41.692,41.848,35.354,38.235,41.184,38.587,48.28,3.104,2.255,19.014,0.764,1063.25,494.375,208.75,84.75,43.125,18.375,4.125,1.75,273.875,420.75,358.375,146.375,61.625,25.875,11.875,1.875,41.805,408.882,1
"3844",713.875,486.995,1.466,1.416,1373.125,1009.375,654.25,287.625,151.75,71.5,18.75,1.375,0.096,0.137,0.2,0.342,0.454,0.559,0.864,1.371,2.82,2.073,1.343,0.591,0.312,0.147,0.039,0.003,7.088,6.708,6.078,1.118,7.681,7.433,188,87.125,64.375,45.875,34.625,26.75,21.75,16.5,6.837,21.138,28.189,40.194,45.644,51.171,53.364,56.695,2.357,1.559,17.73,1.874,1798.875,624.5,194.875,32.625,11.625,3.625,0.75,0,-425.75,384.875,459.375,255,140.125,67.875,18,1.375,NA,363.398,1
"3845",772,542.357,1.423,1.538,1478.875,987.875,502,223.375,118,61.25,20.25,2.5,0.085,0.133,0.245,0.44,0.592,0.747,0.946,1.704,2.727,1.821,0.926,0.412,0.218,0.113,0.037,0.005,6.577,6.576,6.536,3.937,1.5,3.841,237.25,130.875,91.5,62.125,36,25.375,12.125,8.125,18.911,25.32,38.454,49.618,62.182,64.348,63.724,62.978,1.29,0.986,17.913,1.945,1208.75,590.25,152.5,44.5,14.625,1.625,0,0,270.125,397.625,349.5,178.875,103.375,59.625,20.25,2.5,36.083,340.375,1
"3846",596,421.263,1.415,1.364,1186,881.875,530.125,193.75,91.25,41.25,8.5,1.625,0.04,0.054,0.074,0.097,0.152,0.253,1.352,2.357,2.815,2.093,1.258,0.46,0.217,0.098,0.02,0.004,6.381,5.92,5.526,0.707,2.062,2.5,117.25,53.125,41.125,32,23.375,16.875,12.375,8.75,17.855,30.748,33.728,35.481,35.513,37.725,40.022,43.673,2.219,1.289,16.323,1.396,879,368.75,122.375,30.75,10,2.5,0,0,307,513.125,407.75,163,81.25,38.75,8.5,1.625,28.586,295.315,1
"3847",527.25,374.857,1.407,1.294,1196.75,916.75,548.5,197.625,92.125,43.625,12.125,1.75,0.078,0.107,0.159,0.346,0.574,0.803,1.568,1.666,3.193,2.446,1.463,0.527,0.246,0.116,0.032,0.005,6.652,6.631,5.892,8.573,5.025,8.411,107.375,74.125,57.375,44.5,33.25,26.5,18.625,13.625,16.609,24.535,30.549,35.52,37.168,37.548,36.496,46.689,1.606,0.98,16.082,2.227,877.625,427,159.75,47.5,17,4.875,0.125,0,319.125,489.75,388.75,150.125,75.125,38.75,12,1.75,26.406,267.329,1
"3848",497.375,364.959,1.363,1.318,1083.75,790.25,442.875,156.625,72.375,33.375,9.625,0.75,0.082,0.121,0.183,0.336,0.565,0.916,2.111,2.306,2.97,2.165,1.213,0.429,0.198,0.091,0.026,0.002,6.215,6.063,5.72,0.707,1.225,1.225,123.75,83.125,57.875,41.75,29.75,21.375,16.75,12.25,21.765,25.727,27.044,28.71,31.564,29.815,31.776,31.166,1.251,0.799,16.577,2.877,754.75,274.25,56.375,13.625,4.5,0.875,0,0,329,516,386.5,143,67.875,32.5,9.625,0.75,23.343,235.263,1
"3849",550.75,405.304,1.359,1.393,1233.75,950,569.5,189.375,90.375,39.625,12.75,0.75,0.038,0.047,0.071,0.289,0.474,0.737,1.106,1.115,3.044,2.344,1.405,0.467,0.223,0.098,0.031,0.002,6.228,6.072,5.571,13.134,4.301,10.7,133.875,79.625,63.625,48.625,36.375,26.75,20.375,14.75,19.637,30.029,34.488,37.647,42.365,50.079,56.388,64.552,1.42,0.815,14.425,2.274,925.625,446,159.75,37.5,12,2.125,0,0,308.125,504,409.75,151.875,78.375,37.5,12.75,0.75,26.606,330.158,1
"3850",774.75,529.459,1.463,1.479,1485.125,1052.625,590.625,254,128.5,69.25,28.375,7.125,0.075,0.111,0.176,0.288,0.375,0.405,0.398,0.549,2.805,1.988,1.116,0.48,0.243,0.131,0.054,0.013,7.045,7.039,6.745,7.566,11.147,3.674,199.375,104.375,63.75,42.5,28.25,23.75,16.25,11.75,26.347,34.082,50.819,65.794,78.34,90.917,100.48,109.778,2.016,1.629,18.607,1.061,1181.375,581.375,210.875,70.75,28.625,6.5,0,0,303.75,471.25,379.75,183.25,99.875,62.75,28.375,7.125,39.071,371.432,1
"3851",783.25,533.206,1.469,1.478,1463.5,1043,672.875,303.375,158,76.25,22.5,2.875,0.092,0.136,0.2,0.331,0.454,0.537,0.799,1.276,2.745,1.956,1.262,0.569,0.296,0.143,0.042,0.005,7.069,6.945,6.589,1,0.866,0.866,231,119,73,51.375,37.875,29.875,24.25,18.875,12.563,22.01,28.224,41.845,54.14,63.343,61.504,66.391,2.164,1.484,18.169,2.032,1905.25,672.875,212.5,38.25,13,4,0.75,0,-441.75,370.125,460.375,265.125,145,72.25,21.75,2.875,NA,397.415,1
"3852",499.25,366.148,1.364,1.32,1154.375,870.375,489.75,153.625,70.125,30.75,10.125,0.5,0.056,0.078,0.135,0.455,0.772,1.256,1.757,2.362,3.153,2.377,1.338,0.42,0.192,0.084,0.028,0.001,6.246,5.896,5.803,4.5,1.225,4.975,139.5,96.875,67.125,52.5,38.375,29.375,21.875,17.125,21.346,26.684,27.058,28.587,27.238,32.386,31.981,34.558,1.045,0.586,14.734,3.676,882.875,440.375,155.25,37.5,12.5,2.375,0,0,271.5,430,334.5,116.125,57.625,28.375,10.125,0.5,24.134,300.132,1
"3853",549.625,383.317,1.434,1.284,998.25,671.75,390.5,170.25,87.125,40.375,10.625,0.875,0.083,0.132,0.209,0.349,0.499,0.709,1.56,2.494,2.604,1.752,1.019,0.444,0.227,0.105,0.028,0.002,6.715,5.972,5.648,6.042,1.225,5.477,130.25,65.375,41,20.5,15,11.125,8.75,5.625,13.296,27.636,29.694,36.477,41.328,41.737,48.75,58.586,2.125,1.97,15.96,1.379,755.25,306,87.25,29.625,13.375,5.625,1.25,0,243,365.75,303.25,140.625,73.75,34.75,9.375,0.875,25.133,249.266,1
"3854",586.25,401.752,1.459,1.292,882.875,416.375,178,54.25,24.75,12,2.875,0,0.075,0.183,0.407,0.835,1.111,1.375,1.703,0,2.198,1.036,0.443,0.135,0.062,0.03,0.007,0,5.607,5.584,5.273,0.707,0.866,1.118,232.375,95.25,64.25,42.75,29.5,23.875,18.5,13.75,21.888,33.268,36.479,41.408,34.978,39.206,32.794,36.942,0.385,0.281,15.775,4.585,3608.25,749.5,183.75,36,15.75,6.375,1.625,0,-2725.375,-333.125,-5.75,18.25,9,5.625,1.25,0,NA,241.338,1
"3855",594.875,407.238,1.461,1.299,968.5,564,297.875,110.25,52,22,3.5,0,0.016,0.029,0.055,0.124,0.187,0.284,1.27,0,2.378,1.385,0.731,0.271,0.128,0.054,0.009,0,5.633,5.143,5.113,7.28,11.927,8.902,162,72.875,48.625,31.125,22.375,18.375,15,11.5,1.357,12.658,14.764,26.273,34.484,35.72,41.49,40.084,1.069,0.707,14.462,5.126,3410.875,761.25,189.25,35.25,16.375,7.375,2.5,0,-2442.375,-197.25,108.625,75,35.625,14.625,1,0,NA,257.337,1
"3856",1204.375,780.449,1.543,1.702,1893.25,1158.5,620.375,267.5,144.375,80.5,34.875,8.875,0.08,0.143,0.237,0.398,0.509,0.587,0.637,0.748,2.426,1.484,0.795,0.343,0.185,0.103,0.045,0.011,7.353,7.297,6.828,1.658,9.5,11.113,352,190.25,84.875,43,27.625,21.375,14.75,11.75,39.856,55.054,67.165,83.539,110.897,125.814,152.475,166.765,1.701,1.872,22.773,0.825,2547.25,1070.875,380.125,120.125,53.25,21.25,7.625,3.125,-654,87.625,240.25,147.375,91.125,59.25,27.25,5.75,NA,558.65,1
"3857",1262.25,811.56,1.555,1.722,1852.5,1166.5,686.125,339.25,193,107.25,45.625,8.5,0.018,0.029,0.044,0.075,0.099,0.101,0.086,0.157,2.283,1.437,0.845,0.418,0.238,0.132,0.056,0.01,7.097,6.84,6.606,6.819,1.5,7.632,345.875,181.125,89.25,51.25,27.375,21.375,15.625,12.25,14.397,28.646,43.181,63.659,124.909,144.57,165.771,176.258,2.162,2.093,19.477,1.116,1526.5,684.75,252.625,93,42.375,16.75,6,1.25,326,481.75,433.5,246.25,150.625,90.5,39.625,7.25,65.373,614.743,1
"3858",525,364.888,1.439,1.248,978.125,585.5,301.625,129.625,69,33.25,13.125,1.625,0.176,0.321,0.566,0.94,1.182,1.462,1.772,2.402,2.681,1.605,0.827,0.355,0.189,0.091,0.036,0.004,6.844,6.611,6.153,0.866,1.225,1.118,209.75,111.625,57.25,38.25,25.125,21.375,16.5,11.375,34.088,48.161,52.701,56.006,62.443,67.406,75.714,85.284,1.205,0.869,14.438,1.408,830.625,393.625,155.375,59.25,25.625,8.25,2.125,0.125,147.5,191.875,146.25,70.375,43.375,25,11,1.5,25.283,229.279,1
"3859",362.875,279.441,1.299,1.21,996.25,855.25,533.375,269.875,148.375,74.75,28.375,6.875,0.098,0.122,0.192,0.306,0.425,0.549,0.829,1.3,3.565,3.061,1.909,0.966,0.531,0.267,0.102,0.025,9.076,7.737,6.804,1.118,4.95,4.717,30.75,19.125,9.75,4.5,2.125,0.5,0,0,30.49,37.762,46.205,49.559,58.008,74.044,0,0,15.218,16.611,14.809,0.133,792.875,592,327,132.875,54.5,17.125,1.75,0,203.375,263.25,206.375,137,93.875,57.625,26.625,6.875,13.999,161.157,1
"3860",505.375,358.915,1.408,1.265,1079.125,785.375,458.5,204.125,108.625,55.875,20.375,1.5,0.16,0.232,0.368,0.656,0.892,1.135,1.444,1.567,3.007,2.188,1.277,0.569,0.303,0.156,0.057,0.004,6.264,6.169,5.995,9.014,8.573,1.118,134.125,77.25,56.5,39.75,26.5,18.25,11.75,10,20.174,23.742,27.499,29.592,25.519,35.302,42.889,53.973,1.923,1.406,15.818,1.948,787.125,388.125,124.375,31.625,10,1.625,0,0,292,397.25,334.125,172.5,98.625,54.25,20.375,1.5,22.819,233.223,1
"3861",711.125,492.105,1.445,1.443,1378.375,978.125,617,333,202.375,114,54.5,17.25,0.173,0.264,0.388,0.582,0.717,0.84,0.944,1.056,2.801,1.988,1.254,0.677,0.411,0.232,0.111,0.035,10.801,10.629,10.063,0.707,6.874,6.837,217.125,125.75,58.25,32.25,22.25,19.25,14.375,11.5,48.628,64.211,79.118,96.945,109.77,112.841,128.466,143.617,3.474,3.535,20.204,0.461,1246.75,646,292.25,113.5,51.25,17.75,1.25,0,131.625,332.125,324.75,219.5,151.125,96.25,53.25,17.25,33.677,362.278,1
"3862",784.75,530.55,1.479,1.464,1270.375,656.375,311.25,134.125,74.625,38.875,20,4.375,0.042,0.09,0.171,0.298,0.372,0.417,0.394,0.435,2.394,1.237,0.587,0.253,0.141,0.073,0.038,0.008,6.979,6.824,6.701,0.866,4.272,3.674,346.5,194.375,93,43,23.75,18.625,12.25,8.25,8.815,14.059,24.115,47.919,72.121,77.169,79.218,107.169,0.802,0.904,19.511,3.788,978,272,3.25,0,0,0,0,0,292.375,384.375,308,134.125,74.625,38.875,20,4.375,38.332,322.452,1
"3863",969.125,605.549,1.6,1.446,1264.5,622.625,327.75,164.125,97.375,56.75,31.625,13.625,0.048,0.109,0.214,0.33,0.422,0.516,0.564,0.567,2.088,1.028,0.541,0.271,0.161,0.094,0.052,0.023,7.983,7.715,7.379,0.707,0.866,1.118,338.375,117.375,63.75,24.75,12.375,10.75,7.75,5.5,14.283,30.839,38.769,62.817,88.489,89.601,100.189,111.495,1.527,2.293,16.173,1.208,990.375,295.125,49.125,12.125,4.5,0.875,0,0,274.125,327.5,278.625,152,92.875,55.875,31.625,13.625,50.769,461.623,1
"3864",450.75,327.702,1.375,1.238,1094,827.25,475.375,203.625,108.625,57.375,22.375,2.125,0.145,0.203,0.338,0.647,0.926,1.25,1.739,2.501,3.338,2.524,1.451,0.621,0.331,0.175,0.068,0.006,6.641,6.415,6.209,3.202,0.866,2.915,134.5,92.25,59.75,43.875,32.125,24.125,16.875,12.625,13.826,14.215,11.517,14.877,16.669,19.07,14.401,15.244,1.818,1.308,14.785,5.448,808.5,434.125,141,42.375,14.75,3.5,0,0,285.5,393.125,334.375,161.25,93.875,53.875,22.375,2.125,21.212,221.236,1
"3865",480.75,352.6,1.363,1.295,1081.25,782.125,413.75,98.5,42.25,19.5,8.75,1.625,0.071,0.108,0.192,0.558,0.809,1.235,1.4,1.596,3.067,2.218,1.173,0.279,0.12,0.055,0.025,0.005,6.321,6.262,6.118,3.082,1.803,4.153,137,85.75,56,35.375,24,17.625,12.125,10,21.87,27.438,30.883,39.038,43.933,53.198,57.302,62.562,0.754,0.551,16.27,3.266,811.375,311.75,53.375,13.75,4.25,1,0,0,269.875,470.375,360.375,84.75,38,18.5,8.75,1.625,23.497,284.133,1
"3866",501.625,366.617,1.368,1.316,1156.5,890.75,488.625,127.625,42.25,19.5,8.375,1.375,0.045,0.064,0.119,0.374,0.844,1.251,1.415,1.589,3.155,2.43,1.333,0.348,0.115,0.053,0.023,0.004,6.265,6.235,6.099,3.082,1.803,4.153,117.5,78.625,58,41.125,27.875,21.625,14.75,11.75,22.689,28.867,34.231,41.575,48.242,53.815,59.618,63.892,0.728,0.474,16.455,3.26,848,338.625,66.25,14.25,5,1.25,0,0,308.5,552.125,422.375,113.375,37.25,18.25,8.375,1.375,24.727,274.127,1
"3867",991.75,656.773,1.51,1.596,1584.375,1052.875,640.5,305.75,169.125,83.125,33.25,6.375,0.067,0.11,0.173,0.267,0.338,0.407,0.38,0.445,2.412,1.603,0.975,0.466,0.258,0.127,0.051,0.01,7.126,6.78,6.677,10.452,14.509,5.59,253.875,108.375,54.75,30,17.875,14.75,10.125,8,32.725,62.552,76.8,95.346,105.297,114.801,120.722,147.409,3.089,2.771,20.439,0.442,1377.5,717.625,301.75,100.25,40.375,10.5,1.625,0,206.875,335.25,338.75,205.5,128.75,72.625,31.625,6.375,47.354,448.564,1
"3868",1123.75,745.167,1.508,1.702,1814.125,1154.375,664,291.125,153.75,81.125,33.875,5.375,0.061,0.106,0.174,0.274,0.344,0.41,0.492,0.67,2.435,1.549,0.891,0.391,0.206,0.109,0.045,0.007,7.303,6.827,6.726,0.707,6.782,6.964,323.625,161.875,77.625,48.5,31.25,23.875,18.375,13.625,35.701,56.764,74.972,86.735,101.286,115.809,121.265,130.57,1.981,1.673,19.993,0.72,4763.875,1284.875,417,113.75,49.25,20.625,6,2.75,-2949.75,-130.5,247,177.375,104.5,60.5,27.875,2.625,NA,535.044,1
"3869",900.375,592.034,1.521,1.504,1554.125,1034.25,624,268.625,141.625,72.25,31,5.375,0.074,0.122,0.192,0.318,0.399,0.487,0.572,0.664,2.625,1.747,1.054,0.454,0.239,0.122,0.052,0.009,8.195,8.15,6.479,0.707,8.775,8.746,295.75,157.5,93.25,62.5,44.875,36.25,28,22.25,33.95,53.82,63.759,76.484,87.638,102.742,110.836,124.742,1.519,1.156,17.996,1.174,2034.75,821.75,295.75,69.625,27.75,9.75,2.625,0.375,-480.625,212.5,328.25,199,113.875,62.5,28.375,5,NA,436.903,1
"3870",898.375,592.996,1.515,1.511,1392,787.875,394.25,146.125,76.625,40.75,18,5.375,0.027,0.05,0.092,0.177,0.233,0.276,0.327,0.62,2.347,1.329,0.665,0.246,0.129,0.069,0.03,0.009,9.034,8.184,6.477,0.707,1.225,0.707,328.75,171.125,91.5,54.75,34.125,27.125,19.375,15.125,16.233,32.281,44.6,60.662,76.323,93.665,105.1,106.623,0.837,0.744,15.928,2.206,1157.625,510.125,153.25,40.25,12.5,3.5,1,0,234.375,277.75,241,105.875,64.125,37.25,17,5.375,45.792,437.516,1
"3871",991.75,656.773,1.51,1.596,1584.375,1052.875,640.5,305.75,169.125,83.125,33.25,6.375,0.067,0.11,0.173,0.267,0.338,0.407,0.38,0.445,2.412,1.603,0.975,0.466,0.258,0.127,0.051,0.01,7.126,6.78,6.677,10.452,14.509,5.59,253.875,108.375,54.75,30,17.875,14.75,10.125,8,32.725,62.552,76.8,95.346,105.297,114.801,120.722,147.409,3.089,2.771,20.439,0.442,1377.5,717.625,301.75,100.25,40.375,10.5,1.625,0,206.875,335.25,338.75,205.5,128.75,72.625,31.625,6.375,47.354,448.564,1
