"","fips","pop","unemp"
"3118",56001,19516,3.6
"3119",56003,4841,8.2
"3120",56005,27977,5.7
"3121",56007,7866,6.8
"3122",56009,7289,5.9
"3123",56011,3433,4.9
"3124",56013,18732,7.4
"3125",56015,5839,5.3
"3126",56017,2364,5.8
"3127",56019,4044,6.7
"3128",56021,41738,6.3
"3129",56023,8584,6.5
"3130",56025,40228,7.3
"3131",56027,1212,4.5
"3132",56029,14836,5.1
"3133",56031,3974,6.2
"3134",56033,16172,6.6
"3135",56035,7329,4.5
"3136",56037,23429,7.4
"3137",56039,14157,5.2
"3138",56041,11581,7.2
"3139",56043,4230,5.9
"3140",56045,3179,5.9
"3141",72001,4891,21.7
"3142",72003,15127,17.9
"3143",72005,20915,17.8
"3144",72007,9393,18.2
"3145",72009,7751,19.2
"3146",72011,10396,18.3
"3147",72013,32211,16.7
"3148",72015,5828,22.7
"3149",72017,7147,20.1
"3150",72019,7699,19.6
"3151",72021,79516,13.6
"3152",72023,19803,13.5
"3153",72025,52404,15.8
"3154",72027,12537,15.6
"3155",72029,14660,21.2
"3156",72031,74455,13.3
"3157",72033,7801,18.3
"3158",72035,15348,18.1
"3159",72037,5851,17.6
"3160",72039,5227,23.6
"3161",72041,15282,17.3
"3162",72043,11460,23.1
"3163",72045,4875,23.4
"3164",72047,10340,17.7
"3165",72049,822,11.6
"3166",72051,12521,15.2
"3167",72053,14971,17.8
"3168",72054,4288,21.5
"3169",72055,6560,19.9
"3170",72057,15241,22
"3171",72059,7255,22.6
"3172",72061,42597,10.6
"3173",72063,15332,16.3
"3174",72065,12461,16.5
"3175",72067,6524,16.4
"3176",72069,20576,20.8
"3177",72071,15312,19.1
"3178",72073,4553,21.9
"3179",72075,16961,18.6
"3180",72077,13002,19.1
"3181",72079,8737,18.6
"3182",72081,11252,17.5
"3183",72083,4072,18.1
"3184",72085,12688,19.2
"3185",72087,8729,20.4
"3186",72089,7101,20.2
"3187",72091,14446,19.2
"3188",72093,1882,19.9
"3189",72095,3660,25.9
"3190",72097,29390,17.9
"3191",72099,14631,18
"3192",72101,9205,21.6
"3193",72103,7576,23.2
"3194",72105,8550,18.9
"3195",72107,5472,22.8
"3196",72109,6253,23.6
"3197",72111,9210,20.2
"3198",72113,61617,15.9
"3199",72115,8406,16.8
"3200",72117,5349,17.9
"3201",72119,17544,17.1
"3202",72121,9206,18.9
"3203",72123,8855,25.2
"3204",72125,12592,17.8
"3205",72127,161595,11.9
"3206",72129,14227,18.5
"3207",72131,14791,18.2
"3208",72133,8432,25.7
"3209",72135,28696,12.9
"3210",72137,34159,13.4
"3211",72139,33291,11.1
"3212",72141,6896,25.8
"3213",72143,12060,16.3
"3214",72145,20122,17.6
"3215",72147,3053,27.7
"3216",72149,9141,19.8
"3217",72151,11066,24.1
"3218",72153,16275,16
